ArticleID,Journal,Volume,Issue,FirstPage,PubDate,CiteCount,LastPage,Year
2543,AER,83,3,437,1993-06-01,53.0,449,1993
2544,AER,83,3,450,1993-06-01,47.0,472,1993
2545,AER,83,3,473,1993-06-01,233.0,486,1993
2546,AER,83,3,487,1993-06-01,230.0,512,1993
2547,AER,83,3,513,1993-06-01,26.0,524,1993
2548,AER,83,3,525,1993-06-01,678.0,548,1993
2549,AER,83,3,549,1993-06-01,165.0,569,1993
2550,AER,83,3,570,1993-06-01,201.0,597,1993
2551,AER,83,5,1075,1993-12-01,80.0,1089,1993
2552,AER,83,5,1090,1993-12-01,8.0,1111,1993
2553,AER,83,5,1112,1993-12-01,82.0,1130,1993
2554,AER,83,5,1131,1993-12-01,73.0,1141,1993
2555,AER,83,5,1142,1993-12-01,66.0,1164,1993
2556,AER,83,5,1165,1993-12-01,113.0,1183,1993
2557,AER,83,5,1184,1993-12-01,155.0,1198,1993
2558,AER,83,5,1199,1993-12-01,26.0,1210,1993
2559,AER,83,5,1211,1993-12-01,116.0,1219,1993
2560,AER,83,5,1220,1993-12-01,256.0,1240,1993
2561,AER,83,5,1241,1993-12-01,60.0,1259,1993
2562,AER,83,5,1260,1993-12-01,21.0,1280,1993
2563,AER,83,5,1281,1993-12-01,1592.0,1302,1993
2564,AER,83,5,1303,1993-12-01,62.0,1316,1993
2565,AER,83,5,1317,1993-12-01,142.0,1327,1993
2566,AER,83,4,685,1993-09-01,548.0,709,1993
2567,AER,83,4,710,1993-09-01,12.0,731,1993
2568,AER,83,4,732,1993-09-01,24.0,756,1993
2569,AER,83,4,757,1993-09-01,126.0,770,1993
2570,AER,83,4,771,1993-09-01,54.0,791,1993
2571,AER,83,4,792,1993-09-01,143.0,810,1993
2572,AER,83,4,811,1993-09-01,183.0,837,1993
2573,AER,83,4,838,1993-09-01,81.0,851,1993
2574,AER,83,4,852,1993-09-01,51.0,876,1993
2575,AER,83,4,877,1993-09-01,240.0,892,1993
2576,AER,83,4,893,1993-09-01,27.0,907,1993
2577,AER,83,4,908,1993-09-01,127.0,931,1993
2578,AER,83,4,932,1993-09-01,6.0,952,1993
2579,AER,83,4,953,1993-09-01,85.0,963,1993
2580,AER,82,1,15,1992-03-01,193.0,33,1992
2581,AER,82,1,34,1992-03-01,438.0,51,1992
2582,AER,82,1,52,1992-03-01,18.0,64,1992
2583,AER,82,1,65,1992-03-01,41.0,83,1992
2584,AER,82,1,84,1992-03-01,16.0,99,1992
2585,AER,82,1,100,1992-03-01,74.0,121,1992
2586,AER,82,1,122,1992-03-01,18.0,140,1992
2587,AER,82,1,141,1992-03-01,47.0,156,1992
2588,AER,82,1,157,1992-03-01,56.0,178,1992
2589,AER,82,1,179,1992-03-01,23.0,194,1992
2590,AER,82,1,195,1992-03-01,5.0,206,1992
2591,AER,82,1,207,1992-03-01,62.0,224,1992
2592,AER,82,1,225,1992-03-01,51.0,248,1992
2593,AER,84,5,1141,1994-12-01,118.0,1156,1994
2594,AER,84,5,1157,1994-12-01,360.0,1173,1994
2595,AER,84,5,1174,1994-12-01,399.0,1194,1994
2596,AER,84,5,1195,1994-12-01,58.0,1212,1994
2597,AER,84,5,1213,1994-12-01,70.0,1232,1994
2598,AER,84,5,1233,1994-12-01,54.0,1260,1994
2599,AER,84,5,1261,1994-12-01,23.0,1277,1994
2600,AER,84,5,1278,1994-12-01,88.0,1293,1994
2601,AER,84,5,1294,1994-12-01,40.0,1309,1994
2602,AER,84,5,1310,1994-12-01,359.0,1329,1994
2603,AER,84,5,1330,1994-12-01,102.0,1349,1994
2604,AER,84,5,1350,1994-12-01,241.0,1368,1994
2605,AER,84,5,1369,1994-12-01,255.0,1384,1994
2606,AER,84,5,1385,1994-12-01,24.0,1396,1994
2607,AER,84,1,24,1994-03-01,82.0,46,1994
2608,AER,84,1,47,1994-03-01,60.0,65,1994
2609,AER,84,1,66,1994-03-01,1205.0,83,1994
2610,AER,84,1,84,1994-03-01,296.0,103,1994
2611,AER,84,1,104,1994-03-01,89.0,123,1994
2612,AER,84,1,124,1994-03-01,14.0,144,1994
2613,AER,84,1,145,1994-03-01,47.0,156,1994
2614,AER,84,1,157,1994-03-01,281.0,177,1994
2615,AER,84,1,178,1994-03-01,4.0,189,1994
2616,AER,84,1,190,1994-03-01,143.0,209,1994
2617,AER,84,1,210,1994-03-01,192.0,230,1994
2618,AER,84,1,231,1994-03-01,97.0,254,1994
2619,AER,84,1,255,1994-03-01,247.0,270,1994
2620,AER,85,1,25,1995-03-01,514.0,45,1995
2621,AER,85,1,46,1995-03-01,119.0,57,1995
2622,AER,85,1,58,1995-03-01,65.0,81,1995
2623,AER,85,1,82,1995-03-01,22.0,102,1995
2624,AER,85,1,103,1995-03-01,228.0,115,1995
2625,AER,85,1,116,1995-03-01,79.0,133,1995
2626,AER,85,1,134,1995-03-01,34.0,149,1995
2627,AER,85,1,150,1995-03-01,354.0,167,1995
2628,AER,85,1,168,1995-03-01,277.0,185,1995
2629,AER,85,1,186,1995-03-01,111.0,200,1995
2630,AER,85,1,201,1995-03-01,327.0,218,1995
2631,AER,85,1,219,1995-03-01,121.0,239,1995
2632,AER,85,1,240,1995-03-01,65.0,253,1995
2633,AER,84,4,753,1994-09-01,554.0,771,1994
2634,AER,84,4,772,1994-09-01,583.0,793,1994
2635,AER,84,4,794,1994-09-01,55.0,809,1994
2636,AER,84,4,810,1994-09-01,152.0,832,1994
2637,AER,84,4,833,1994-09-01,1239.0,850,1994
2638,AER,84,4,851,1994-09-01,207.0,874,1994
2639,AER,84,4,875,1994-09-01,77.0,888,1994
2640,AER,84,4,889,1994-09-01,115.0,904,1994
2641,AER,84,4,905,1994-09-01,2.0,918,1994
2642,AER,84,4,919,1994-09-01,23.0,932,1994
2643,AER,84,4,933,1994-09-01,147.0,955,1994
2644,AER,84,4,956,1994-09-01,86.0,971,1994
2645,AER,84,4,972,1994-09-01,498.0,991,1994
2646,AER,84,4,992,1994-09-01,128.0,1044,1994
2647,AER,84,3,396,1994-06-01,354.0,418,1994
2648,AER,84,3,419,1994-06-01,67.0,440,1994
2649,AER,84,3,441,1994-06-01,131.0,459,1994
2650,AER,84,3,460,1994-06-01,137.0,481,1994
2651,AER,84,3,482,1994-06-01,36.0,497,1994
2652,AER,84,3,498,1994-06-01,55.0,517,1994
2653,AER,84,3,518,1994-06-01,49.0,530,1994
2654,AER,84,3,531,1994-06-01,24.0,547,1994
2655,AER,84,3,548,1994-06-01,75.0,565,1994
2656,AER,84,3,566,1994-06-01,42.0,584,1994
2657,AER,84,3,585,1994-06-01,190.0,599,1994
2658,AER,84,3,600,1994-06-01,864.0,621,1994
2659,AER,84,3,622,1994-06-01,349.0,641,1994
2660,AER,85,3,304,1995-06-01,188.0,321,1995
2661,AER,85,3,322,1995-06-01,113.0,340,1995
2662,AER,85,3,341,1995-06-01,312.0,364,1995
2663,AER,85,3,365,1995-06-01,315.0,390,1995
2664,AER,85,3,391,1995-06-01,112.0,414,1995
2665,AER,85,3,415,1995-06-01,167.0,435,1995
2666,AER,85,3,436,1995-06-01,31.0,461,1995
2667,AER,85,3,462,1995-06-01,93.0,491,1995
2668,AER,85,3,492,1995-06-01,205.0,511,1995
2669,AER,85,3,512,1995-06-01,3.0,531,1995
2670,AER,85,3,532,1995-06-01,48.0,551,1995
2671,AER,85,3,552,1995-06-01,35.0,566,1995
2672,AER,85,3,567,1995-06-01,209.0,585,1995
2673,AER,86,3,329,1996-06-01,149.0,348,1996
2674,AER,86,3,349,1996-06-01,260.0,373,1996
2675,AER,86,3,374,1996-06-01,343.0,387,1996
2676,AER,86,3,388,1996-06-01,21.0,407,1996
2677,AER,86,3,408,1996-06-01,239.0,424,1996
2678,AER,86,3,425,1996-06-01,148.0,441,1996
2679,AER,86,3,442,1996-06-01,39.0,460,1996
2680,AER,86,3,461,1996-06-01,21.0,477,1996
2681,AER,86,3,478,1996-06-01,166.0,501,1996
2682,AER,86,3,502,1996-06-01,12.0,523,1996
2683,AER,86,3,524,1996-06-01,55.0,543,1996
2684,AER,86,3,544,1996-06-01,34.0,561,1996
2685,AER,86,3,562,1996-06-01,807.0,583,1996
2686,AER,86,3,584,1996-06-01,280.0,609,1996
2687,AER,85,4,667,1995-09-01,223.0,690,1995
2688,AER,85,4,691,1995-09-01,18.0,715,1995
2689,AER,85,4,716,1995-09-01,160.0,737,1995
2690,AER,85,4,738,1995-09-01,14.0,754,1995
2691,AER,85,4,755,1995-09-01,34.0,770,1995
2692,AER,85,4,771,1995-09-01,142.0,792,1995
2693,AER,85,4,793,1995-09-01,31.0,807,1995
2694,AER,85,4,808,1995-09-01,34.0,827,1995
2695,AER,85,4,828,1995-09-01,117.0,846,1995
2696,AER,85,4,847,1995-09-01,170.0,859,1995
2697,AER,85,4,860,1995-09-01,4.0,871,1995
2698,AER,85,4,872,1995-09-01,115.0,890,1995
2699,AER,85,4,891,1995-09-01,353.0,904,1995
2700,AER,85,4,905,1995-09-01,60.0,922,1995
2701,AER,86,1,25,1996-03-01,287.0,53,1996
2702,AER,86,1,54,1996-03-01,762.0,70,1996
2703,AER,86,1,71,1996-03-01,69.0,89,1996
2704,AER,86,1,90,1996-03-01,11.0,111,1996
2705,AER,86,1,112,1996-03-01,255.0,132,1996
2706,AER,86,1,133,1996-03-01,123.0,157,1996
2707,AER,86,1,158,1996-03-01,165.0,172,1996
2708,AER,86,1,173,1996-03-01,23.0,179,1996
2709,AER,86,1,180,1996-03-01,264.0,194,1996
2710,AER,86,1,195,1996-03-01,120.0,222,1996
2711,AER,86,1,223,1996-03-01,68.0,236,1996
2712,AER,86,1,237,1996-03-01,87.0,258,1996
2713,AER,86,1,259,1996-03-01,49.0,275,1996
2714,AER,86,5,1057,1996-12-01,170.0,1075,1996
2715,AER,86,5,1076,1996-12-01,157.0,1094,1996
2716,AER,86,5,1095,1996-12-01,155.0,1111,1996
2717,AER,86,5,1112,1996-12-01,343.0,1125,1996
2718,AER,86,5,1126,1996-12-01,68.0,1138,1996
2719,AER,86,5,1139,1996-12-01,31.0,1153,1996
2720,AER,86,5,1154,1996-12-01,127.0,1174,1996
2721,AER,86,5,1175,1996-12-01,55.0,1196,1996
2722,AER,86,5,1197,1996-12-01,194.0,1215,1996
2723,AER,86,5,1216,1996-12-01,205.0,1238,1996
2724,AER,86,4,689,1996-09-01,21.0,702,1996
2725,AER,86,4,703,1996-09-01,113.0,725,1996
2726,AER,86,4,726,1996-09-01,29.0,740,1996
2727,AER,86,4,741,1996-09-01,331.0,765,1996
2728,AER,86,4,766,1996-09-01,192.0,788,1996
2729,AER,86,4,789,1996-09-01,125.0,813,1996
2730,AER,86,4,814,1996-09-01,141.0,829,1996
2731,AER,86,4,830,1996-09-01,203.0,851,1996
2732,AER,86,4,852,1996-09-01,293.0,873,1996
2733,AER,86,4,874,1996-09-01,113.0,892,1996
2734,AER,86,4,893,1996-09-01,79.0,908,1996
2735,AER,86,4,909,1996-09-01,158.0,930,1996
2736,AER,86,4,931,1996-09-01,182.0,953,1996
2737,AER,86,4,954,1996-09-01,38.0,970,1996
2738,AER,87,1,23,1997-03-01,47.0,40,1997
2739,AER,87,1,41,1997-03-01,46.0,64,1997
2740,AER,87,1,65,1997-03-01,16.0,79,1997
2741,AER,87,1,80,1997-03-01,73.0,97,1997
2742,AER,87,1,98,1997-03-01,249.0,114,1997
2743,AER,87,1,115,1997-03-01,94.0,137,1997
2744,AER,87,1,138,1997-03-01,72.0,154,1997
2745,AER,87,1,155,1997-03-01,49.0,169,1997
2746,AER,87,1,170,1997-03-01,165.0,180,1997
2747,AER,87,1,181,1997-03-01,101.0,191,1997
2748,AER,85,5,1029,1995-12-01,302.0,1046,1995
2749,AER,85,5,1047,1995-12-01,21.0,1064,1995
2750,AER,85,5,1065,1995-12-01,64.0,1087,1995
2751,AER,85,5,1088,1995-12-01,476.0,1105,1995
2752,AER,85,5,1106,1995-12-01,27.0,1117,1995
2753,AER,85,5,1118,1995-12-01,119.0,1137,1995
2754,AER,85,5,1138,1995-12-01,516.0,1151,1995
2755,AER,85,5,1152,1995-12-01,3.0,1159,1995
2756,AER,85,5,1160,1995-12-01,28.0,1170,1995
2757,AER,85,5,1171,1995-12-01,65.0,1186,1995
2758,AER,85,5,1187,1995-12-01,61.0,1206,1995
2759,AER,85,5,1207,1995-12-01,131.0,1223,1995
2760,AER,85,5,1224,1995-12-01,28.0,1240,1995
2761,AER,85,5,1241,1995-12-01,29.0,1262,1995
2762,AER,87,5,801,1997-12-01,66.0,828,1997
2763,AER,87,5,829,1997-12-01,187.0,846,1997
2764,AER,87,5,847,1997-12-01,230.0,862,1997
2765,AER,87,5,863,1997-12-01,116.0,883,1997
2766,AER,87,5,884,1997-12-01,22.0,892,1997
2767,AER,87,5,893,1997-12-01,272.0,910,1997
2768,AER,87,5,911,1997-12-01,45.0,920,1997
2769,AER,87,5,921,1997-12-01,106.0,939,1997
2770,AER,87,5,940,1997-12-01,33.0,956,1997
2771,AER,87,5,957,1997-12-01,63.0,976,1997
2772,AER,87,5,977,1997-12-01,49.0,992,1997
2773,AER,87,3,255,1997-06-01,135.0,269,1997
2774,AER,87,3,270,1997-06-01,341.0,290,1997
2775,AER,87,3,291,1997-06-01,960.0,313,1997
2776,AER,87,3,314,1997-06-01,141.0,341,1997
2777,AER,87,3,342,1997-06-01,401.0,362,1997
2778,AER,87,3,363,1997-06-01,192.0,382,1997
2779,AER,87,3,383,1997-06-01,68.0,399,1997
2780,AER,87,3,400,1997-06-01,62.0,420,1997
2781,AER,87,3,421,1997-06-01,82.0,446,1997
2782,AER,87,3,447,1997-06-01,212.0,465,1997
2783,AER,87,4,475,1997-09-01,161.0,494,1997
2784,AER,87,4,495,1997-09-01,199.0,505,1997
2785,AER,87,4,506,1997-09-01,112.0,519,1997
2786,AER,87,4,520,1997-09-01,397.0,544,1997
2787,AER,87,4,545,1997-09-01,535.0,564,1997
2788,AER,87,4,565,1997-09-01,31.0,597,1997
2789,AER,87,4,598,1997-09-01,30.0,618,1997
2790,AER,87,4,619,1997-09-01,74.0,641,1997
2791,AER,87,4,642,1997-09-01,93.0,662,1997
2792,AER,87,4,663,1997-09-01,18.0,684,1997
2793,AER,87,4,685,1997-09-01,77.0,704,1997
2794,AER,87,4,705,1997-09-01,93.0,727,1997
2795,JPE,106,1,41,1998-02-01,239.0,63,1998
2796,JPE,106,1,64,1998-02-01,112.0,103,1998
2797,JPE,106,1,104,1998-02-01,109.0,146,1998
2798,JPE,106,1,147,1998-02-01,19.0,171,1998
2799,JPE,106,1,172,1998-02-01,98.0,204,1998
2800,JPE,106,1,205,1998-02-01,125.0,225,1998
2801,JPE,106,2,233,1998-04-01,34.0,261,1998
2802,JPE,106,2,262,1998-04-01,316.0,333,1998
2803,JPE,106,2,334,1998-04-01,39.0,354,1998
2804,JPE,106,2,355,1998-04-01,57.0,375,1998
2805,JPE,106,2,376,1998-04-01,15.0,394,1998
2806,JPE,106,2,395,1998-04-01,131.0,422,1998
2807,JPE,106,2,423,1998-04-01,33.0,445,1998
2808,JPE,106,3,457,1998-06-01,51.0,482,1998
2809,JPE,106,3,483,1998-06-01,32.0,513,1998
2810,JPE,106,3,514,1998-06-01,219.0,550,1998
2811,JPE,106,3,551,1998-06-01,56.0,573,1998
2812,JPE,106,3,574,1998-06-01,118.0,601,1998
2813,JPE,106,3,602,1998-06-01,27.0,632,1998
2814,JPE,106,3,633,1998-06-01,49.0,662,1998
2815,JPE,106,4,667,1998-08-01,201.0,705,1998
2816,JPE,106,4,706,1998-08-01,56.0,723,1998
2817,JPE,106,4,724,1998-08-01,47.0,767,1998
2818,JPE,106,4,768,1998-08-01,55.0,805,1998
2819,JPE,106,4,806,1998-08-01,22.0,827,1998
2820,JPE,106,4,828,1998-08-01,65.0,853,1998
2821,JPE,106,4,854,1998-08-01,12.0,859,1998
2822,JPE,106,5,867,1998-10-01,407.0,896,1998
2823,JPE,106,5,897,1998-10-01,123.0,930,1998
2824,JPE,106,5,931,1998-10-01,19.0,957,1998
2825,JPE,106,5,958,1998-10-01,342.0,996,1998
2826,JPE,106,5,997,1998-10-01,755.0,1032,1998
2827,JPE,106,5,1033,1998-10-01,17.0,1077,1998
2828,JPE,106,5,1078,1998-10-01,120.0,1098,1998
2829,JPE,106,6,1113,1998-12-01,4556.0,1155,1998
2830,JPE,106,6,1186,1998-12-01,118.0,1213,1998
2831,JPE,106,6,1214,1998-12-01,73.0,1245,1998
2832,JPE,106,6,1246,1998-12-01,18.0,1273,1998
2833,JPE,106,6,1274,1998-12-01,35.0,1301,1998
2834,JPE,106,6,1302,1998-12-01,27.0,1319,1998
2835,JPE,107,1,40,1999-02-01,17.0,64,1999
2836,JPE,107,1,65,1999-02-01,283.0,105,1999
2837,JPE,107,1,106,1999-02-01,160.0,134,1999
2838,JPE,107,1,135,1999-02-01,79.0,160,1999
2839,JPE,107,1,161,1999-02-01,62.0,177,1999
2840,JPE,107,1,186,1999-02-01,39.0,196,1999
2841,JPE,107,2,205,1999-04-01,1052.0,251,1999
2842,JPE,107,2,252,1999-04-01,205.0,284,1999
2843,JPE,107,2,285,1999-04-01,80.0,325,1999
2844,JPE,107,2,326,1999-04-01,36.0,359,1999
2845,JPE,107,2,360,1999-04-01,42.0,392,1999
2846,JPE,107,3,427,1999-06-01,149.0,454,1999
2847,JPE,107,3,455,1999-06-01,325.0,506,1999
2848,JPE,107,3,507,1999-06-01,216.0,538,1999
2849,JPE,107,3,539,1999-06-01,251.0,572,1999
2850,JPE,107,3,573,1999-06-01,133.0,605,1999
2851,JPE,107,4,645,1999-08-01,164.0,681,1999
2852,JPE,107,4,682,1999-08-01,76.0,714,1999
2853,JPE,107,4,715,1999-08-01,196.0,730,1999
2854,JPE,107,4,731,1999-08-01,27.0,760,1999
2855,JPE,107,4,761,1999-08-01,37.0,785,1999
2856,JPE,107,4,786,1999-08-01,40.0,808,1999
2857,JPE,107,4,809,1999-08-01,33.0,842,1999
2858,JPE,107,4,843,1999-08-01,10.0,858,1999
2859,JPE,107,4,859,1999-08-01,42.0,883,1999
2860,JPE,107,5,893,1999-10-01,159.0,928,1999
2861,JPE,107,5,929,1999-10-01,45.0,945,1999
2862,JPE,107,5,946,1999-10-01,69.0,968,1999
2863,JPE,107,5,969,1999-10-01,27.0,997,1999
2864,JPE,107,5,998,1999-10-01,43.0,1033,1999
2865,JPE,107,5,1034,1999-10-01,15.0,1040,1999
2866,JPE,107,5,1041,1999-10-01,95.0,1080,1999
2867,JPE,107,5,1081,1999-10-01,40.0,1125,1999
2868,JPE,107,6,1127,1999-12-01,22.0,1162,1999
2869,JPE,107,6,1163,1999-12-01,119.0,1198,1999
2870,JPE,107,6,1199,1999-12-01,30.0,1217,1999
2871,JPE,107,6,1218,1999-12-01,76.0,1248,1999
2872,JPE,107,6,1249,1999-12-01,85.0,1274,1999
2873,JPE,107,6,1275,1999-12-01,67.0,1304,1999
2874,JPE,107,6,1305,1999-12-01,29.0,1325,1999
2875,JPE,107,6,1326,1999-12-01,22.0,1364,1999
2876,JPE,107,S6,3,1999-12-01,53.0,32,1999
2877,JPE,107,S6,33,1999-12-01,52.0,64,1999
2878,JPE,107,S6,65,1999-12-01,30.0,94,1999
2879,JPE,107,S6,95,1999-12-01,151.0,126,1999
2880,JPE,107,S6,127,1999-12-01,19.0,157,1999
2881,JPE,107,S6,158,1999-12-01,247.0,183,1999
2882,JPE,107,S6,184,1999-12-01,83.0,224,1999
2883,JPE,107,S6,259,1999-12-01,17.0,269,1999
2884,JPE,107,S6,270,1999-12-01,73.0,293,1999
2885,JPE,107,S6,294,1999-12-01,15.0,313,1999
2886,JPE,105,2,211,1997-04-01,1222.0,248,1997
2887,JPE,105,2,249,1997-04-01,423.0,283,1997
2888,JPE,105,2,284,1997-04-01,53.0,329,1997
2889,JPE,105,2,330,1997-04-01,42.0,350,1997
2890,JPE,105,2,351,1997-04-01,45.0,384,1997
2891,JPE,105,2,385,1997-04-01,210.0,411,1997
2892,JPE,105,2,412,1997-04-01,149.0,438,1997
2893,JPE,105,3,439,1997-06-01,19.0,472,1997
2894,JPE,105,3,473,1997-06-01,323.0,522,1997
2895,JPE,105,3,523,1997-06-01,97.0,546,1997
2896,JPE,105,3,547,1997-06-01,95.0,581,1997
2897,JPE,105,3,582,1997-06-01,32.0,608,1997
2898,JPE,105,3,609,1997-06-01,126.0,621,1997
2899,JPE,105,3,622,1997-06-01,17.0,636,1997
2900,JPE,105,4,657,1997-08-01,109.0,699,1997
2901,JPE,105,4,700,1997-08-01,7.0,708,1997
2902,JPE,105,4,709,1997-08-01,310.0,751,1997
2903,JPE,105,4,752,1997-08-01,183.0,769,1997
2904,JPE,105,4,796,1997-08-01,76.0,821,1997
2905,JPE,105,4,822,1997-08-01,21.0,861,1997
2906,JPE,105,4,862,1997-08-01,309.0,879,1997
2907,JPE,105,5,889,1997-10-01,681.0,927,1997
2908,JPE,105,5,928,1997-10-01,61.0,956,1997
2909,JPE,105,5,957,1997-10-01,10.0,975,1997
2910,JPE,105,5,976,1997-10-01,118.0,1000,1997
2911,JPE,105,5,1001,1997-10-01,90.0,1023,1997
2912,JPE,105,5,1024,1997-10-01,73.0,1050,1997
2913,JPE,105,5,1051,1997-10-01,19.0,1060,1997
2914,JPE,105,5,1061,1997-10-01,60.0,1079,1997
2915,JPE,105,5,1080,1997-10-01,137.0,1106,1997
2916,JPE,108,1,1,2000-02-01,706.0,33,2000
2917,JPE,108,1,34,2000-02-01,67.0,55,2000
2918,JPE,108,1,56,2000-02-01,243.0,78,2000
2919,JPE,108,1,79,2000-02-01,141.0,119,2000
2920,JPE,108,1,120,2000-02-01,215.0,143,2000
2921,JPE,108,1,144,2000-02-01,106.0,172,2000
2922,JPE,108,1,173,2000-02-01,59.0,206,2000
2923,JPE,108,2,213,2000-04-01,40.0,244,2000
2924,JPE,108,2,245,2000-04-01,175.0,272,2000
2925,JPE,108,2,273,2000-04-01,5.0,299,2000
2926,JPE,108,2,300,2000-04-01,115.0,323,2000
2927,JPE,108,2,324,2000-04-01,119.0,351,2000
2928,JPE,108,2,352,2000-04-01,84.0,378,2000
2929,JPE,108,2,379,2000-04-01,179.0,421,2000
2930,JPE,108,2,422,2000-04-01,79.0,439,2000
2931,JPE,108,3,441,2000-06-01,50.0,465,2000
2932,JPE,108,3,466,2000-06-01,215.0,502,2000
2933,JPE,108,3,503,2000-06-01,72.0,530,2000
2934,JPE,108,3,531,2000-06-01,58.0,568,2000
2935,JPE,108,3,569,2000-06-01,19.0,589,2000
2936,JPE,108,3,590,2000-06-01,60.0,603,2000
2937,JPE,108,3,604,2000-06-01,476.0,631,2000
2938,JPE,108,3,632,2000-06-01,149.0,662,2000
2939,JPE,108,4,778,2000-08-01,55.0,806,2000
2940,JPE,108,4,688,2000-08-01,157.0,727,2000
2941,JPE,108,4,761,2000-08-01,40.0,777,2000
2942,JPE,108,4,728,2000-08-01,127.0,760,2000
2943,JPE,108,4,807,2000-08-01,9.0,832,2000
2944,JPE,108,4,680,2000-08-01,54.0,687,2000
2945,JPE,108,4,833,2000-08-01,117.0,850,2000
2946,JPE,108,5,1022,2000-10-01,22.0,1026,2000
2947,JPE,108,5,905,2000-10-01,32.0,927,2000
2948,JPE,108,5,1027,2000-10-01,275.0,1057,2000
2949,JPE,108,5,874,2000-10-01,239.0,904,2000
2950,JPE,108,5,992,2000-10-01,23.0,1005,2000
2951,JPE,108,5,928,2000-10-01,50.0,960,2000
2952,JPE,108,5,851,2000-10-01,42.0,873,2000
2953,JPE,108,5,1058,2000-10-01,24.0,1091,2000
2954,JPE,108,5,961,2000-10-01,37.0,991,2000
2955,JPE,108,5,1006,2000-10-01,34.0,1021,2000
2956,JPE,108,6,1235,2000-12-01,68.0,1269,2000
2957,JPE,108,6,1292,2000-12-01,136.0,1326,2000
2958,JPE,108,6,1162,2000-12-01,82.0,1183,2000
2959,JPE,108,6,1184,2000-12-01,14.0,1209,2000
2960,JPE,108,6,1093,2000-12-01,66.0,1120,2000
2961,JPE,108,6,1270,2000-12-01,7.0,1291,2000
2962,JPE,108,6,1121,2000-12-01,198.0,1161,2000
2963,JPE,108,6,1210,2000-12-01,17.0,1234,2000
2964,JPE,109,1,191,2001-02-01,16.0,202,2001
2965,JPE,109,1,138,2001-02-01,44.0,190,2001
2966,JPE,109,1,79,2001-02-01,32.0,102,2001
2967,JPE,109,1,38,2001-02-01,21.0,78,2001
2968,JPE,109,1,203,2001-02-01,170.0,229,2001
2969,JPE,109,1,1,2001-02-01,23.0,37,2001
2970,JPE,109,1,103,2001-02-01,52.0,137,2001
2971,JPE,109,2,418,2001-04-01,23.0,443,2001
2972,JPE,109,2,328,2001-04-01,12.0,354,2001
2973,JPE,109,2,287,2001-04-01,282.0,327,2001
2974,JPE,109,2,281,2001-04-01,71.0,286,2001
2975,JPE,109,2,231,2001-04-01,134.0,265,2001
2976,JPE,109,2,355,2001-04-01,16.0,374,2001
2977,JPE,109,2,266,2001-04-01,36.0,280,2001
2978,JPE,109,2,375,2001-04-01,82.0,417,2001
2979,JPE,109,3,455,2001-06-01,246.0,499,2001
2980,JPE,109,3,584,2001-06-01,157.0,616,2001
2981,JPE,109,3,529,2001-06-01,32.0,545,2001
2982,JPE,109,3,546,2001-06-01,14.0,569,2001
2983,JPE,109,3,617,2001-06-01,37.0,636,2001
2984,JPE,109,3,500,2001-06-01,220.0,528,2001
2985,JPE,109,3,637,2001-06-01,22.0,672,2001
2986,JPE,109,3,570,2001-06-01,64.0,583,2001
2987,JPE,109,4,900,2001-08-01,37.0,914,2001
2988,JPE,109,4,864,2001-08-01,33.0,899,2001
2989,JPE,109,4,776,2001-08-01,40.0,810,2001
2990,JPE,109,4,673,2001-08-01,201.0,748,2001
2991,JPE,109,4,842,2001-08-01,18.0,863,2001
2992,JPE,109,4,811,2001-08-01,361.0,841,2001
2993,JPE,109,4,749,2001-08-01,45.0,775,2001
2994,JPE,109,5,958,2001-10-01,96.0,992,2001
2995,JPE,109,5,1115,2001-10-01,35.0,1131,2001
2996,JPE,109,5,1021,2001-10-01,31.0,1059,2001
2997,JPE,109,5,1132,2001-10-01,8.0,1149,2001
2998,JPE,109,5,993,2001-10-01,75.0,1020,2001
2999,JPE,109,5,1086,2001-10-01,103.0,1114,2001
3000,JPE,109,5,1060,2001-10-01,129.0,1085,2001
3001,JPE,109,5,915,2001-10-01,165.0,957,2001
3002,JPE,109,6,1155,2001-12-01,88.0,1197,2001
3003,JPE,109,6,1311,2001-12-01,11.0,1354,2001
3004,JPE,109,6,1355,2001-12-01,55.0,1384,2001
3005,JPE,109,6,1288,2001-12-01,38.0,1310,2001
3006,JPE,109,6,1198,2001-12-01,64.0,1237,2001
3007,JPE,109,6,1238,2001-12-01,354.0,1287,2001
3008,JPE,110,1,37,2002-02-01,207.0,72,2002
3009,JPE,110,1,144,2002-02-01,92.0,169,2002
3010,JPE,110,1,113,2002-02-01,43.0,143,2002
3011,JPE,110,1,73,2002-02-01,64.0,112,2002
3012,JPE,110,1,170,2002-02-01,307.0,180,2002
3013,JPE,110,1,215,2002-02-01,150.0,233,2002
3014,JPE,110,1,1,2002-02-01,28.0,36,2002
3015,JPE,110,2,382,2002-04-01,13.0,393,2002
3016,JPE,110,2,317,2002-04-01,38.0,351,2002
3017,JPE,110,2,239,2002-04-01,125.0,280,2002
3018,JPE,110,2,281,2002-04-01,189.0,316,2002
3019,JPE,110,2,458,2002-04-01,420.0,474,2002
3020,JPE,110,2,394,2002-04-01,30.0,424,2002
3021,JPE,110,2,352,2002-04-01,18.0,381,2002
3022,JPE,110,2,425,2002-04-01,110.0,457,2002
3023,JPE,110,3,564,2002-06-01,163.0,591,2002
3024,JPE,110,3,535,2002-06-01,78.0,563,2002
