ArticleID,Journal,Volume,Issue,Part
2930,JPE,108,2,1
2931,JPE,108,3,1
2932,JPE,108,3,1
2933,JPE,108,3,1
2934,JPE,108,3,1
2935,JPE,108,3,1
2936,JPE,108,3,1
2937,JPE,108,3,1
2938,JPE,108,3,1
2939,JPE,108,4,1
2940,JPE,108,4,1
2941,JPE,108,4,1
2942,JPE,108,4,1
2943,JPE,108,4,1
2944,JPE,108,4,1
2945,JPE,108,4,1
2946,JPE,108,5,1
2947,JPE,108,5,1
2948,JPE,108,5,1
2949,JPE,108,5,1
2950,JPE,108,5,1
2951,JPE,108,5,1
2952,JPE,108,5,1
2953,JPE,108,5,1
2954,JPE,108,5,1
2955,JPE,108,5,1
2956,JPE,108,6,1
2957,JPE,108,6,1
2958,JPE,108,6,1
2959,JPE,108,6,1
2960,JPE,108,6,1
2961,JPE,108,6,1
2962,JPE,108,6,1
2963,JPE,108,6,1
2964,JPE,109,1,1
2965,JPE,109,1,1
2966,JPE,109,1,1
2967,JPE,109,1,1
2968,JPE,109,1,1
2969,JPE,109,1,1
2970,JPE,109,1,1
2971,JPE,109,2,1
2972,JPE,109,2,1
2973,JPE,109,2,1
2974,JPE,109,2,1
2975,JPE,109,2,1
2976,JPE,109,2,1
2977,JPE,109,2,1
2978,JPE,109,2,1
2979,JPE,109,3,1
2980,JPE,109,3,1
2981,JPE,109,3,1
2982,JPE,109,3,1
2983,JPE,109,3,1
2984,JPE,109,3,1
2985,JPE,109,3,1
2986,JPE,109,3,1
2987,JPE,109,4,1
2988,JPE,109,4,1
2989,JPE,109,4,1
2990,JPE,109,4,1
2991,JPE,109,4,1
2992,JPE,109,4,1
2993,JPE,109,4,1
2994,JPE,109,5,1
2995,JPE,109,5,1
2996,JPE,109,5,1
2997,JPE,109,5,1
2998,JPE,109,5,1
2999,JPE,109,5,1
3000,JPE,109,5,1
3001,JPE,109,5,1
3002,JPE,109,6,1
3003,JPE,109,6,1
3004,JPE,109,6,1
3005,JPE,109,6,1
3006,JPE,109,6,1
3007,JPE,109,6,1
3008,JPE,110,1,1
3009,JPE,110,1,1
3010,JPE,110,1,1
3011,JPE,110,1,1
3012,JPE,110,1,1
3013,JPE,110,1,1
3014,JPE,110,1,1
3015,JPE,110,2,1
3016,JPE,110,2,1
3017,JPE,110,2,1
3018,JPE,110,2,1
3019,JPE,110,2,1
3020,JPE,110,2,1
3021,JPE,110,2,1
3022,JPE,110,2,1
3023,JPE,110,3,1
3024,JPE,110,3,1
3025,JPE,110,3,1
3026,JPE,110,3,1
3027,JPE,110,3,1
3028,JPE,110,3,1
3029,JPE,110,3,1
3030,JPE,110,3,1
3031,JPE,110,3,1
3032,JPE,110,4,1
3033,JPE,110,4,1
3034,JPE,110,4,1
3035,JPE,110,4,1
3036,JPE,110,4,1
3037,JPE,110,4,1
3038,JPE,110,4,1
3039,JPE,110,4,1
3040,JPE,110,4,1
3041,JPE,110,5,1
3042,JPE,110,5,1
3043,JPE,110,5,1
3044,JPE,110,5,1
3045,JPE,110,5,1
3046,JPE,110,5,1
3047,JPE,110,5,1
3048,JPE,110,6,1
3049,JPE,110,6,1
3050,JPE,110,6,1
3051,JPE,110,6,1
3052,JPE,110,6,1
3053,JPE,110,6,1
3054,JPE,110,6,1
3055,JPE,111,1,1
3056,JPE,111,1,1
3057,JPE,111,1,1
3058,JPE,111,1,1
3059,JPE,111,1,1
3060,JPE,111,1,1
3061,JPE,111,2,1
3062,JPE,111,2,1
3063,JPE,111,2,1
3064,JPE,111,2,1
3065,JPE,111,2,1
3066,JPE,111,2,1
3067,JPE,111,3,1
3068,JPE,111,3,1
3069,JPE,111,3,1
3070,JPE,111,3,1
3071,JPE,111,3,1
3072,JPE,111,3,1
3073,JPE,111,3,1
3074,JPE,111,3,1
3075,JPE,111,4,1
3076,JPE,111,4,1
3077,JPE,111,4,1
3078,JPE,111,4,1
3079,JPE,111,4,1
3080,JPE,111,4,1
3081,JPE,111,4,1
3082,JPE,111,5,1
3083,JPE,111,5,1
3084,JPE,111,5,1
3085,JPE,111,5,1
3086,JPE,111,5,1
3087,JPE,111,5,1
3088,JPE,111,5,1
3089,JPE,111,6,1
3090,JPE,111,6,1
3091,JPE,111,6,1
3092,JPE,111,6,1
3093,JPE,111,6,1
3094,JPE,111,6,1
3095,JPE,111,6,1
3096,JPE,111,6,1
3097,JPE,112,S1,1
3098,JPE,112,1,1
3099,JPE,112,1,1
3100,JPE,112,1,1
3101,JPE,112,1,1
3102,JPE,112,1,1
3103,JPE,112,1,1
3104,JPE,112,S1,1
3105,JPE,112,S1,1
3106,JPE,112,S1,1
3107,JPE,112,S1,1
3108,JPE,112,1,1
3109,JPE,112,S1,1
3110,JPE,112,S1,1
3111,JPE,112,S1,1
3112,JPE,112,S1,1
3113,JPE,112,S1,1
3114,JPE,112,S1,1
3115,JPE,112,2,1
3116,JPE,112,2,1
3117,JPE,112,2,1
3118,JPE,112,2,1
3119,JPE,112,2,1
3120,JPE,112,2,1
3121,JPE,112,2,1
3122,JPE,112,3,1
3123,JPE,112,3,1
3124,JPE,112,3,1
3125,JPE,112,3,1
3126,JPE,112,3,1
3127,JPE,112,3,1
3128,JPE,112,3,1
3129,JPE,112,4,1
3130,JPE,112,4,1
3131,JPE,112,4,1
3132,JPE,112,4,1
3133,JPE,112,4,1
3134,JPE,112,4,1
3135,JPE,112,4,1
3136,JPE,112,5,1
3137,JPE,112,5,1
3138,JPE,112,5,1
3139,JPE,112,6,1
3140,JPE,112,5,1
3141,JPE,112,5,1
3142,JPE,112,5,1
3143,JPE,112,5,1
3144,JPE,112,6,1
3145,JPE,112,6,1
3146,JPE,112,6,1
3147,JPE,112,6,1
3148,JPE,112,6,1
3149,JPE,112,6,1
3150,JPE,112,6,1
3151,JPE,113,1,1
3152,JPE,113,1,1
3153,JPE,113,1,1
3154,JPE,113,1,1
3155,JPE,113,1,1
3156,JPE,113,1,1
3157,JPE,113,1,1
3158,JPE,113,2,1
3159,JPE,113,2,1
3160,JPE,113,2,1
3161,JPE,113,2,1
3162,JPE,113,2,1
3163,JPE,113,2,1
3164,JPE,113,3,1
3165,JPE,113,3,1
3166,JPE,113,3,1
3167,JPE,113,3,1
3168,JPE,113,3,1
3169,JPE,113,3,1
3170,JPE,113,4,1
3171,JPE,113,4,1
3172,JPE,113,4,1
3173,JPE,113,4,1
3174,JPE,113,4,1
3175,JPE,113,4,1
3176,JPE,113,5,1
3177,JPE,113,4,1
3178,JPE,113,5,1
3179,JPE,113,5,1
3180,JPE,113,4,1
3181,JPE,113,5,1
3182,JPE,113,5,1
3183,JPE,113,5,1
3184,JPE,113,5,1
3185,JPE,113,6,1
3186,JPE,113,5,1
3187,JPE,113,6,1
3188,JPE,113,6,1
3189,JPE,114,1,1
3190,JPE,113,6,1
3191,JPE,114,1,1
3192,JPE,113,6,1
3193,JPE,114,1,1
3194,JPE,114,1,1
3195,JPE,114,2,1
3196,JPE,114,1,1
3197,JPE,114,1,1
3198,JPE,114,2,1
3199,JPE,114,2,1
3200,JPE,114,2,1
3201,JPE,114,2,1
3202,JPE,114,2,1
3203,JPE,114,2,1
3204,JPE,114,3,1
3205,JPE,114,3,1
3206,JPE,114,3,1
3207,JPE,114,3,1
3208,JPE,114,3,1
3209,JPE,114,3,1
3210,JPE,114,3,1
3211,JPE,114,4,1
3212,JPE,114,4,1
3213,JPE,114,4,1
3214,JPE,114,4,1
3215,JPE,114,4,1
3216,JPE,114,4,1
3217,JPE,114,4,1
3218,JPE,114,5,1
3219,JPE,114,5,1
3220,JPE,114,5,1
3221,JPE,114,5,1
3222,JPE,114,5,1
3223,JPE,114,6,1
3224,JPE,114,6,1
3225,JPE,114,6,1
3226,JPE,114,6,1
3227,JPE,114,6,1
3228,JPE,115,1,1
3229,JPE,115,1,1
3230,JPE,115,1,1
3231,JPE,115,1,1
3232,JPE,115,2,1
3233,JPE,115,2,1
3234,JPE,105,6,1
3235,JPE,105,6,1
3236,JPE,105,6,1
3237,JPE,105,6,1
3238,JPE,105,6,1
3239,JPE,105,6,1
3240,JPE,105,6,1
3241,JPE,105,6,1
3242,JPE,115,2,1
3243,JPE,115,2,1
3244,JPE,115,2,1
3245,JPE,115,3,1
3246,JPE,115,3,1
3247,JPE,115,3,1
3248,JPE,115,3,1
3249,JPE,115,3,1
3250,JPE,115,4,1
3251,JPE,115,4,1
3252,JPE,115,4,1
3253,JPE,115,4,1
3254,JPE,115,4,1
3255,JPE,115,5,1
3256,JPE,115,5,1
3257,JPE,115,5,1
3258,JPE,115,5,1
3259,JPE,115,5,1
3260,JPE,115,6,1
3261,JPE,115,6,1
3262,JPE,115,6,1
3263,JPE,115,6,1
3264,JPE,116,1,1
3265,JPE,115,6,1
3266,JPE,116,1,1
3267,JPE,116,1,1
3268,JPE,116,1,1
3269,JPE,116,1,1
3270,JPE,116,2,1
3271,JPE,116,2,1
3272,JPE,116,2,1
3273,JPE,116,2,1
3274,JPE,116,2,1
3275,JPE,116,3,1
3276,JPE,116,3,1
3277,JPE,116,3,1
3278,JPE,116,3,1
3279,JPE,116,3,1
3280,JPE,116,4,1
3281,JPE,116,4,1
3282,JPE,116,4,1
3283,JPE,116,4,1
3284,JPE,116,5,1
3285,JPE,116,4,1
3286,JPE,116,5,1
3287,JPE,116,5,1
3288,JPE,116,5,1
3289,JPE,116,5,1
3290,JPE,116,5,1
3291,JPE,116,6,1
3292,JPE,116,6,1
3293,JPE,116,6,1
3294,JPE,116,6,1
3295,JPE,116,6,1
3296,JPE,117,1,1
3297,JPE,117,1,1
3298,JPE,117,1,1
3299,JPE,117,1,1
3300,JPE,117,1,1
3301,JPE,117,2,1
3302,JPE,117,2,1
3303,JPE,117,2,1
3304,JPE,117,2,1
3305,JPE,117,2,1
3306,JPE,117,3,1
3307,JPE,117,3,1
3308,JPE,117,3,1
3309,JPE,117,3,1
3310,JPE,117,4,1
3311,JPE,117,4,1
3312,JPE,117,4,1
3313,JPE,117,4,1
3314,JPE,117,4,1
3315,JPE,117,5,1
3316,JPE,117,5,1
3317,JPE,117,5,1
3318,JPE,117,5,1
3319,JPE,117,5,1
3320,JPE,117,6,1
3321,JPE,117,6,1
3322,JPE,117,6,1
3323,JPE,117,6,1
3324,JPE,117,6,1
3325,JPE,118,1,1
3326,JPE,118,1,1
3327,JPE,118,1,1
3328,JPE,118,1,1
3329,JPE,118,1,1
3330,JPE,118,2,1
3331,JPE,118,2,1
3332,JPE,118,2,1
3333,JPE,118,2,1
3334,JPE,118,2,1
3335,JPE,118,3,1
3336,JPE,118,3,1
3337,JPE,118,3,1
3338,JPE,118,3,1
3339,JPE,118,4,1
3340,JPE,118,4,1
3341,JPE,118,4,1
3342,JPE,118,4,1
3343,JPE,118,4,1
3344,JPE,118,5,1
3345,JPE,118,5,1
3346,JPE,118,5,1
3347,JPE,118,6,1
3348,JPE,118,5,1
3349,JPE,118,6,1
3350,JPE,118,6,1
3351,JPE,118,5,1
3352,JPE,118,6,1
3353,JPE,118,6,1
3354,JPE,119,2,1
3355,JPE,119,2,1
3356,JPE,119,2,1
3357,JPE,119,2,1
3358,JPE,119,2,1
3359,JPE,119,3,1
3360,JPE,119,3,1
3361,JPE,119,3,1
3362,JPE,119,3,1
3363,JPE,119,3,1
3364,JPE,119,4,1
3365,JPE,119,4,1
3366,JPE,119,4,1
3367,JPE,119,4,1
3368,JPE,119,4,1
3369,JPE,119,5,1
3370,JPE,119,5,1
3371,JPE,119,5,1
3372,JPE,119,5,1
3373,JPE,119,5,1
3374,JPE,119,6,1
3375,JPE,119,6,1
3376,JPE,119,6,1
3377,JPE,119,6,1
3378,JPE,120,1,1
3379,JPE,120,1,1
3380,JPE,120,1,1
3381,JPE,120,1,1
3382,JPE,120,1,1
3383,JPE,120,2,1
3384,JPE,120,2,1
3385,JPE,120,2,1
3386,JPE,120,3,1
3387,JPE,120,2,1
3388,JPE,120,2,1
3389,JPE,120,3,1
3390,JPE,120,3,1
3391,JPE,120,3,1
3392,JPE,120,3,1
3393,JPE,120,4,1
3394,JPE,120,4,1
3395,JPE,120,4,1
3396,JPE,120,4,1
3397,JPE,120,5,1
3398,JPE,120,5,1
3399,JPE,120,5,1
3400,JPE,120,5,1
3401,JPE,120,5,1
3402,JPE,120,6,1
3403,JPE,120,6,1
3404,JPE,120,6,1
3405,JPE,120,6,1
3406,JPE,120,6,1
3407,JPE,121,1,1
3408,JPE,121,1,1
3409,JPE,121,1,1
3410,JPE,121,1,1
3411,JPE,121,1,1
3412,JPE,121,2,1
3413,JPE,121,2,1
3414,JPE,121,2,1
3415,JPE,121,2,1
3416,JPE,121,3,1
3417,JPE,121,3,1
3418,JPE,121,3,1
3419,JPE,121,3,1
3420,JPE,121,3,1
3421,JPE,121,4,1
3422,JPE,121,4,1
3423,JPE,121,4,1
3424,JPE,121,4,1
3425,JPE,121,5,1
3426,JPE,121,5,1
3427,JPE,121,5,1
3428,JPE,121,5,1
3429,JPE,121,5,1
3430,JPE,121,6,1
3431,JPE,121,6,1
3432,JPE,121,6,1
3433,JPE,121,6,1
3434,JPE,122,1,1
3435,JPE,122,1,1
3436,JPE,121,6,1
3437,JPE,122,1,1
3438,JPE,122,1,1
3439,JPE,122,2,1
3440,JPE,122,2,1
3441,JPE,122,1,1
3442,JPE,122,2,1
3443,JPE,122,2,1
3444,JPE,122,2,1
3445,JPE,122,3,1
3446,JPE,122,3,1
3447,JPE,122,3,1
3448,JPE,122,3,1
3449,JPE,122,4,1
3450,JPE,122,4,1
3451,JPE,122,4,1
3452,JPE,122,4,1
3453,JPE,122,4,1
3454,JPE,122,5,1
3455,JPE,122,5,1
3456,JPE,122,5,1
3457,JPE,122,5,1
3458,JPE,122,6,1
3459,JPE,122,6,1
3460,JPE,122,6,1
3461,JPE,122,6,1
3462,JPE,123,1,1
3463,JPE,123,1,1
3464,JPE,123,1,1
3465,JPE,123,1,1
3466,JPE,123,1,1
3467,QJE,120,2,1
3468,QJE,120,2,1
3469,QJE,120,2,1
3470,QJE,120,2,1
3471,QJE,120,2,1
3472,QJE,120,2,1
3473,QJE,120,2,1
3474,QJE,120,2,1
3475,QJE,120,2,1
3476,QJE,120,2,1
3477,QJE,120,3,1
3478,QJE,120,3,1
3479,QJE,120,3,1
3480,QJE,120,3,1
3481,QJE,120,3,1
3482,QJE,120,3,1
3483,QJE,120,3,1
3484,QJE,120,3,1
3485,QJE,120,3,1
3486,QJE,120,3,1
3487,QJE,121,1,1
3488,QJE,121,1,1
3489,QJE,121,1,1
3490,QJE,121,1,1
3491,QJE,121,1,1
3492,QJE,121,1,1
3493,QJE,121,1,1
3494,QJE,121,1,1
3495,QJE,121,1,1
3496,QJE,121,1,1
3497,QJE,121,4,1
3498,QJE,121,4,1
3499,QJE,121,4,1
3500,QJE,121,4,1
3501,QJE,121,4,1
3502,QJE,121,4,1
3503,QJE,121,4,1
3504,QJE,121,4,1
3505,QJE,121,4,1
3506,QJE,127,4,1
3507,QJE,127,4,1
3508,QJE,126,1,1
3509,QJE,126,1,1
3510,QJE,126,1,1
3511,QJE,126,1,1
3512,QJE,126,1,1
3513,QJE,126,1,1
3514,QJE,126,1,1
3515,QJE,126,1,1
3516,QJE,126,1,1
3517,QJE,126,1,1
3518,QJE,126,1,1
3519,QJE,126,2,1
3520,QJE,126,2,1
3521,QJE,126,2,1
3522,QJE,126,2,1
3523,QJE,126,2,1
3524,QJE,126,2,1
3525,QJE,126,2,1
3526,QJE,126,2,1
3527,QJE,126,2,1
3528,QJE,126,2,1
3529,QJE,126,2,1
3530,QJE,126,3,1
3531,QJE,126,3,1
3532,QJE,126,3,1
3533,QJE,126,3,1
3534,QJE,126,3,1
3535,QJE,126,3,1
3536,QJE,126,3,1
3537,QJE,126,3,1
3538,QJE,126,3,1
3539,QJE,126,3,1
3540,QJE,126,4,1
3541,QJE,126,4,1
3542,QJE,126,4,1
3543,QJE,126,3,1
3544,QJE,126,4,1
3545,QJE,126,4,1
3546,QJE,126,4,1
3547,QJE,126,4,1
3548,QJE,126,4,1
3549,QJE,126,4,1
3550,QJE,126,4,1
3551,QJE,126,4,1
3552,QJE,126,4,1
3553,QJE,126,4,1
3554,QJE,127,1,1
3555,QJE,127,1,1
3556,QJE,127,1,1
3557,QJE,127,1,1
3558,QJE,127,1,1
3559,QJE,127,1,1
3560,QJE,127,1,1
3561,QJE,127,1,1
3562,QJE,127,1,1
3563,QJE,127,1,1
3564,QJE,127,1,1
3565,QJE,127,2,1
3566,QJE,127,2,1
3567,QJE,127,2,1
3568,QJE,127,2,1
3569,QJE,127,2,1
3570,QJE,127,2,1
3571,QJE,127,2,1
3572,QJE,127,2,1
3573,QJE,127,2,1
3574,QJE,127,2,1
3575,QJE,127,3,1
3576,QJE,127,3,1
3577,QJE,127,3,1
3578,QJE,127,3,1
3579,QJE,127,3,1
3580,QJE,127,3,1
3581,QJE,127,3,1
3582,QJE,127,3,1
3583,QJE,127,3,1
3584,QJE,127,3,1
3585,QJE,127,4,1
3586,QJE,127,4,1
3587,QJE,127,4,1
3588,QJE,127,4,1
3589,QJE,127,4,1
3590,QJE,127,4,1
3591,QJE,127,4,1
3592,QJE,127,4,1
3593,QJE,128,1,1
3594,QJE,128,1,1
3595,QJE,128,1,1
3596,QJE,128,1,1
3597,QJE,128,1,1
3598,QJE,128,1,1
3599,QJE,128,1,1
3600,QJE,128,1,1
3601,QJE,128,1,1
3602,QJE,128,1,1
3603,QJE,128,2,1
3604,QJE,128,2,1
3605,QJE,128,2,1
3606,QJE,128,2,1
3607,QJE,128,2,1
3608,QJE,128,2,1
3609,QJE,128,2,1
3610,QJE,128,2,1
3611,QJE,128,2,1
3612,QJE,128,2,1
3613,QJE,128,3,1
3614,QJE,128,3,1
3615,QJE,128,3,1
3616,QJE,128,3,1
3617,QJE,128,3,1
3618,QJE,128,3,1
3619,QJE,128,3,1
3620,QJE,128,3,1
3621,QJE,128,3,1
3622,QJE,128,3,1
3623,QJE,128,4,1
3624,QJE,128,4,1
3625,QJE,128,4,1
3626,QJE,128,4,1
3627,QJE,128,4,1
3628,QJE,128,4,1
3629,QJE,128,4,1
3630,QJE,128,4,1
3631,QJE,128,4,1
3632,QJE,128,4,1
3633,QJE,129,1,1
3634,QJE,129,1,1
3635,QJE,129,1,1
3636,QJE,129,1,1
3637,QJE,129,1,1
3638,QJE,129,1,1
3639,QJE,129,1,1
3640,QJE,129,1,1
3641,QJE,129,1,1
3642,QJE,129,1,1
3643,QJE,129,2,1
3644,QJE,129,2,1
3645,QJE,129,2,1
3646,QJE,129,2,1
3647,QJE,129,2,1
3648,QJE,129,2,1
3649,QJE,129,2,1
3650,QJE,129,2,1
3651,QJE,129,2,1
3652,QJE,129,2,1
3653,QJE,129,3,1
3654,QJE,129,3,1
3655,QJE,129,3,1
3656,QJE,129,3,1
3657,QJE,129,3,1
3658,QJE,129,3,1
3659,QJE,129,3,1
3660,QJE,129,3,1
3661,QJE,129,3,1
3662,QJE,129,3,1
3663,QJE,129,4,1
3664,QJE,129,4,1
3665,QJE,129,4,1
3666,QJE,129,4,1
3667,QJE,129,4,1
3668,QJE,129,4,1
3669,QJE,129,4,1
3670,QJE,129,4,1
3671,QJE,129,4,1
3672,QJE,129,4,1
3673,ECA,67,1,1
3674,ECA,67,1,1
3675,ECA,67,1,1
3676,ECA,67,1,1
3677,ECA,67,1,1
3678,ECA,67,1,1
3679,ECA,67,2,1
3680,ECA,67,2,1
3681,ECA,67,2,1
3682,ECA,67,2,1
3683,ECA,67,2,1
3684,ECA,67,3,1
3685,ECA,67,3,1
3686,ECA,67,3,1
3687,ECA,67,3,1
3688,ECA,67,3,1
3689,ECA,67,3,1
3690,ECA,67,4,1
3691,ECA,67,4,1
3692,ECA,67,4,1
3693,ECA,67,4,1
3694,ECA,67,5,1
3695,ECA,67,5,1
3696,ECA,67,5,1
3697,ECA,67,5,1
3698,ECA,67,5,1
3699,ECA,67,5,1
3700,ECA,67,5,1
3701,ECA,67,6,1
3702,ECA,67,6,1
3703,ECA,67,6,1
3704,ECA,67,6,1
3705,ECA,67,6,1
3706,ECA,67,6,1
3707,ECA,68,1,1
3708,ECA,68,1,1
3709,ECA,68,1,1
3710,ECA,68,1,1
3711,ECA,68,1,1
3712,ECA,68,2,1
3713,ECA,68,2,1
3714,ECA,68,2,1
3715,ECA,68,2,1
3716,ECA,68,2,1
3717,ECA,68,3,1
3718,ECA,68,3,1
3719,ECA,68,3,1
3720,ECA,68,3,1
3721,ECA,68,4,1
3722,ECA,68,4,1
3723,ECA,68,4,1
3724,ECA,68,4,1
3725,ECA,68,4,1
3726,ECA,68,4,1
3727,ECA,68,4,1
3728,ECA,68,5,1
3729,ECA,68,5,1
3730,ECA,68,5,1
3731,ECA,68,5,1
3732,ECA,68,5,1
3733,ECA,68,5,1
3734,ECA,68,5,1
3735,ECA,68,5,1
3736,ECA,68,6,1
3737,ECA,68,6,1
3738,ECA,68,6,1
3739,ECA,68,6,1
3740,ECA,68,6,1
3741,ECA,68,6,1
3742,ECA,68,6,1
3743,ECA,69,1,1
3744,ECA,69,1,1
3745,ECA,69,1,1
3746,ECA,69,1,1
3747,ECA,69,1,1
3748,ECA,69,1,1
3749,ECA,69,2,1
3750,ECA,69,2,1
3751,ECA,69,2,1
3752,ECA,69,2,1
3753,ECA,69,2,1
3754,ECA,69,2,1
3755,ECA,69,2,1
3756,ECA,69,3,1
3757,ECA,69,3,1
3758,ECA,69,3,1
3759,ECA,69,3,1
3760,ECA,69,3,1
3761,ECA,69,3,1
3762,ECA,69,4,1
3763,ECA,69,4,1
3764,ECA,69,4,1
3765,ECA,69,4,1
3766,ECA,69,4,1
3767,ECA,69,4,1
3768,ECA,69,4,1
3769,ECA,69,4,1
3770,ECA,69,4,1
3771,ECA,69,4,1
3772,ECA,69,5,1
3773,ECA,69,5,1
3774,ECA,69,5,1
3775,ECA,69,5,1
3776,ECA,69,5,1
3777,ECA,69,5,1
3778,ECA,69,5,1
3779,ECA,69,6,1
3780,ECA,69,6,1
3781,ECA,69,6,1
3782,ECA,69,6,1
3783,ECA,69,6,1
3784,ECA,69,6,1
3785,ECA,69,6,1
3786,ECA,70,1,1
3787,ECA,70,1,1
3788,ECA,70,1,1
3789,ECA,70,1,1
3790,ECA,70,1,1
3791,ECA,70,1,1
3792,ECA,70,1,1
3793,ECA,70,1,1
3794,ECA,70,2,1
3795,ECA,70,2,1
3796,ECA,70,2,1
3797,ECA,70,2,1
3798,ECA,70,2,1
3799,ECA,70,2,1
3800,ECA,70,2,1
3801,ECA,70,2,1
3802,ECA,70,2,1
3803,ECA,70,2,1
3804,ECA,70,3,1
3805,ECA,70,3,1
3806,ECA,70,3,1
3807,ECA,70,3,1
3808,ECA,70,3,1
3809,ECA,70,3,1
3810,ECA,70,3,1
3811,ECA,70,3,1
3812,ECA,70,3,1
3813,ECA,70,3,1
3814,ECA,70,4,1
3815,ECA,70,4,1
3816,ECA,70,4,1
3817,ECA,70,4,1
3818,ECA,70,4,1
3819,ECA,70,4,1
3820,ECA,70,4,1
3821,ECA,70,4,1
3822,ECA,70,4,1
3823,ECA,70,4,1
3824,ECA,70,5,1
3825,ECA,70,5,1
3826,ECA,70,5,1
3827,ECA,70,5,1
3828,ECA,70,5,1
3829,ECA,70,5,1
3830,ECA,70,5,1
3831,ECA,70,5,1
3832,ECA,70,5,1
3833,ECA,70,5,1
3834,ECA,71,1,1
3835,ECA,71,1,1
3836,ECA,71,1,1
3837,ECA,71,1,1
3838,ECA,71,1,1
3839,ECA,71,1,1
3840,ECA,71,1,1
3841,ECA,71,1,1
3842,ECA,71,1,1
3843,ECA,71,1,1
3844,ECA,71,2,1
3845,ECA,71,2,1
3846,ECA,71,2,1
3847,ECA,71,2,1
3848,ECA,71,2,1
3849,ECA,71,2,1
3850,ECA,71,3,1
3851,ECA,71,3,1
3852,ECA,71,3,1
3853,ECA,71,3,1
3854,ECA,71,3,1
3855,ECA,71,3,1
3856,ECA,71,3,1
3857,ECA,71,3,1
3858,ECA,71,4,1
3859,ECA,71,4,1
3860,ECA,71,4,1
3861,ECA,71,4,1
3862,ECA,71,4,1
3863,ECA,71,4,1
3864,ECA,71,4,1
3865,ECA,71,4,1
3866,ECA,71,4,1
3867,ECA,71,4,1
3868,ECA,71,5,1
3869,ECA,71,5,1
3870,ECA,71,5,1
3871,ECA,71,5,1
3872,ECA,71,5,1
3873,ECA,71,5,1
3874,ECA,71,5,1
3875,ECA,71,5,1
3876,ECA,71,5,1
3877,ECA,71,5,1
3878,ECA,71,5,1
3879,ECA,71,6,1
3880,ECA,71,6,1
3881,ECA,71,6,1
3882,ECA,71,6,1
3883,ECA,71,6,1
3884,ECA,71,6,1
3885,ECA,71,6,1
3886,ECA,71,6,1
3887,ECA,70,1,1
3888,ECA,71,2,1
3889,ECA,71,4,1
3890,ECA,71,4,1
3891,ECA,76,1,1
3892,ECA,76,1,1
3893,ECA,76,1,1
3894,ECA,76,1,1
3895,ECA,76,1,1
3896,ECA,76,1,1
3897,ECA,76,1,1
3898,ECA,76,1,1
3899,ECA,70,6,1
3900,ECA,70,6,1
3901,ECA,70,6,1
3902,ECA,70,6,1
3903,ECA,70,6,1
3904,ECA,70,6,1
3905,ECA,70,6,1
3906,ECA,70,6,1
3907,ECA,70,6,1
3908,ECA,70,6,1
3909,ECA,70,6,1
3910,ECA,72,1,1
3911,ECA,72,1,1
3912,ECA,72,1,1
3913,ECA,72,1,1
3914,ECA,72,1,1
3915,ECA,72,1,1
3916,ECA,72,1,1
3917,ECA,72,1,1
3918,ECA,72,1,1
3919,ECA,72,1,1
3920,ECA,72,2,1
3921,ECA,72,2,1
3922,ECA,72,2,1
3923,ECA,72,2,1
3924,ECA,72,2,1
3925,ECA,72,2,1
3926,ECA,72,2,1
3927,ECA,72,2,1
3928,ECA,72,2,1
3929,ECA,72,2,1
3930,ECA,72,2,1
3931,ECA,72,2,1
3932,ECA,72,3,1
3933,ECA,72,3,1
3934,ECA,72,3,1
3935,ECA,72,3,1
3936,ECA,72,3,1
3937,ECA,72,3,1
3938,ECA,72,3,1
3939,ECA,72,3,1
3940,ECA,72,3,1
3941,ECA,72,3,1
3942,ECA,72,3,1
3943,ECA,72,4,1
3944,ECA,72,4,1
3945,ECA,72,4,1
3946,ECA,72,4,1
3947,ECA,72,4,1
3948,ECA,72,4,1
3949,ECA,72,4,1
3950,ECA,72,4,1
3951,ECA,72,4,1
3952,ECA,72,5,1
3953,ECA,72,5,1
3954,ECA,72,5,1
3955,ECA,72,5,1
3956,ECA,72,5,1
3957,ECA,72,5,1
3958,ECA,72,5,1
3959,ECA,72,5,1
3960,ECA,72,5,1
3961,ECA,72,5,1
3962,ECA,72,6,1
3963,ECA,72,6,1
3964,ECA,72,6,1
3965,ECA,72,6,1
3966,ECA,72,6,1
3967,ECA,72,6,1
3968,ECA,72,6,1
3969,ECA,72,6,1
3970,ECA,72,6,1
3971,ECA,72,6,1
3972,ECA,73,1,1
3973,ECA,73,1,1
3974,ECA,73,1,1
3975,ECA,73,1,1
3976,ECA,73,1,1
3977,ECA,73,1,1
3978,ECA,73,1,1
3979,ECA,73,1,1
3980,ECA,73,1,1
3981,ECA,73,1,1
3982,ECA,73,2,1
3983,ECA,73,2,1
3984,ECA,73,2,1
3985,ECA,73,2,1
3986,ECA,73,2,1
3987,ECA,73,2,1
3988,ECA,73,2,1
3989,ECA,73,2,1
3990,ECA,73,2,1
3991,ECA,73,3,1
3992,ECA,73,3,1
3993,ECA,73,3,1
3994,ECA,73,3,1
3995,ECA,73,3,1
3996,ECA,73,3,1
3997,ECA,73,3,1
3998,ECA,73,3,1
3999,ECA,73,4,1
4000,ECA,73,4,1
4001,ECA,73,4,1
4002,ECA,73,4,1
4003,ECA,73,4,1
