ArticleID,Journal,FirstPage,PubDate
2674,AER,349,1996-06-01
2675,AER,374,1996-06-01
2676,AER,388,1996-06-01
2677,AER,408,1996-06-01
2678,AER,425,1996-06-01
2679,AER,442,1996-06-01
2680,AER,461,1996-06-01
2681,AER,478,1996-06-01
2682,AER,502,1996-06-01
2683,AER,524,1996-06-01
2684,AER,544,1996-06-01
2685,AER,562,1996-06-01
2686,AER,584,1996-06-01
2687,AER,667,1995-09-01
2688,AER,691,1995-09-01
2689,AER,716,1995-09-01
2690,AER,738,1995-09-01
2691,AER,755,1995-09-01
2692,AER,771,1995-09-01
2693,AER,793,1995-09-01
2694,AER,808,1995-09-01
2695,AER,828,1995-09-01
2696,AER,847,1995-09-01
2697,AER,860,1995-09-01
2698,AER,872,1995-09-01
2699,AER,891,1995-09-01
2700,AER,905,1995-09-01
2701,AER,25,1996-03-01
2702,AER,54,1996-03-01
2703,AER,71,1996-03-01
2704,AER,90,1996-03-01
2705,AER,112,1996-03-01
2706,AER,133,1996-03-01
2707,AER,158,1996-03-01
2708,AER,173,1996-03-01
2709,AER,180,1996-03-01
2710,AER,195,1996-03-01
2711,AER,223,1996-03-01
2712,AER,237,1996-03-01
2713,AER,259,1996-03-01
2714,AER,1057,1996-12-01
2715,AER,1076,1996-12-01
2716,AER,1095,1996-12-01
2717,AER,1112,1996-12-01
2718,AER,1126,1996-12-01
2719,AER,1139,1996-12-01
2720,AER,1154,1996-12-01
2721,AER,1175,1996-12-01
2722,AER,1197,1996-12-01
2723,AER,1216,1996-12-01
2724,AER,689,1996-09-01
2725,AER,703,1996-09-01
2726,AER,726,1996-09-01
2727,AER,741,1996-09-01
2728,AER,766,1996-09-01
2729,AER,789,1996-09-01
2730,AER,814,1996-09-01
2731,AER,830,1996-09-01
2732,AER,852,1996-09-01
2733,AER,874,1996-09-01
2734,AER,893,1996-09-01
2735,AER,909,1996-09-01
2736,AER,931,1996-09-01
2737,AER,954,1996-09-01
2738,AER,23,1997-03-01
2739,AER,41,1997-03-01
2740,AER,65,1997-03-01
2741,AER,80,1997-03-01
2742,AER,98,1997-03-01
2743,AER,115,1997-03-01
2744,AER,138,1997-03-01
2745,AER,155,1997-03-01
2746,AER,170,1997-03-01
2747,AER,181,1997-03-01
2748,AER,1029,1995-12-01
2749,AER,1047,1995-12-01
2750,AER,1065,1995-12-01
2751,AER,1088,1995-12-01
2752,AER,1106,1995-12-01
2753,AER,1118,1995-12-01
2754,AER,1138,1995-12-01
2755,AER,1152,1995-12-01
2756,AER,1160,1995-12-01
2757,AER,1171,1995-12-01
2758,AER,1187,1995-12-01
2759,AER,1207,1995-12-01
2760,AER,1224,1995-12-01
2761,AER,1241,1995-12-01
2762,AER,801,1997-12-01
2763,AER,829,1997-12-01
2764,AER,847,1997-12-01
2765,AER,863,1997-12-01
2766,AER,884,1997-12-01
2767,AER,893,1997-12-01
2768,AER,911,1997-12-01
2769,AER,921,1997-12-01
2770,AER,940,1997-12-01
2771,AER,957,1997-12-01
2772,AER,977,1997-12-01
2773,AER,255,1997-06-01
2774,AER,270,1997-06-01
2775,AER,291,1997-06-01
2776,AER,314,1997-06-01
2777,AER,342,1997-06-01
2778,AER,363,1997-06-01
2779,AER,383,1997-06-01
2780,AER,400,1997-06-01
2781,AER,421,1997-06-01
2782,AER,447,1997-06-01
2783,AER,475,1997-09-01
2784,AER,495,1997-09-01
2785,AER,506,1997-09-01
2786,AER,520,1997-09-01
2787,AER,545,1997-09-01
2788,AER,565,1997-09-01
2789,AER,598,1997-09-01
2790,AER,619,1997-09-01
2791,AER,642,1997-09-01
2792,AER,663,1997-09-01
2793,AER,685,1997-09-01
2794,AER,705,1997-09-01
2795,JPE,41,1998-02-01
2796,JPE,64,1998-02-01
2797,JPE,104,1998-02-01
2798,JPE,147,1998-02-01
2799,JPE,172,1998-02-01
2800,JPE,205,1998-02-01
2801,JPE,233,1998-04-01
2802,JPE,262,1998-04-01
2803,JPE,334,1998-04-01
2804,JPE,355,1998-04-01
2805,JPE,376,1998-04-01
2806,JPE,395,1998-04-01
2807,JPE,423,1998-04-01
2808,JPE,457,1998-06-01
2809,JPE,483,1998-06-01
2810,JPE,514,1998-06-01
2811,JPE,551,1998-06-01
2812,JPE,574,1998-06-01
2813,JPE,602,1998-06-01
2814,JPE,633,1998-06-01
2815,JPE,667,1998-08-01
2816,JPE,706,1998-08-01
2817,JPE,724,1998-08-01
2818,JPE,768,1998-08-01
2819,JPE,806,1998-08-01
2820,JPE,828,1998-08-01
2821,JPE,854,1998-08-01
2822,JPE,867,1998-10-01
2823,JPE,897,1998-10-01
2824,JPE,931,1998-10-01
2825,JPE,958,1998-10-01
2826,JPE,997,1998-10-01
2827,JPE,1033,1998-10-01
2828,JPE,1078,1998-10-01
2829,JPE,1113,1998-12-01
2830,JPE,1186,1998-12-01
2831,JPE,1214,1998-12-01
2832,JPE,1246,1998-12-01
2833,JPE,1274,1998-12-01
2834,JPE,1302,1998-12-01
2835,JPE,40,1999-02-01
2836,JPE,65,1999-02-01
2837,JPE,106,1999-02-01
2838,JPE,135,1999-02-01
2839,JPE,161,1999-02-01
2840,JPE,186,1999-02-01
2841,JPE,205,1999-04-01
2842,JPE,252,1999-04-01
2843,JPE,285,1999-04-01
2844,JPE,326,1999-04-01
2845,JPE,360,1999-04-01
2846,JPE,427,1999-06-01
2847,JPE,455,1999-06-01
2848,JPE,507,1999-06-01
2849,JPE,539,1999-06-01
2850,JPE,573,1999-06-01
2851,JPE,645,1999-08-01
2852,JPE,682,1999-08-01
2853,JPE,715,1999-08-01
2854,JPE,731,1999-08-01
2855,JPE,761,1999-08-01
2856,JPE,786,1999-08-01
2857,JPE,809,1999-08-01
2858,JPE,843,1999-08-01
2859,JPE,859,1999-08-01
2860,JPE,893,1999-10-01
2861,JPE,929,1999-10-01
2862,JPE,946,1999-10-01
2863,JPE,969,1999-10-01
2864,JPE,998,1999-10-01
2865,JPE,1034,1999-10-01
2866,JPE,1041,1999-10-01
2867,JPE,1081,1999-10-01
2868,JPE,1127,1999-12-01
2869,JPE,1163,1999-12-01
2870,JPE,1199,1999-12-01
2871,JPE,1218,1999-12-01
2872,JPE,1249,1999-12-01
2873,JPE,1275,1999-12-01
2874,JPE,1305,1999-12-01
2875,JPE,1326,1999-12-01
2876,JPE,3,1999-12-01
2877,JPE,33,1999-12-01
2878,JPE,65,1999-12-01
2879,JPE,95,1999-12-01
2880,JPE,127,1999-12-01
2881,JPE,158,1999-12-01
2882,JPE,184,1999-12-01
2883,JPE,259,1999-12-01
2884,JPE,270,1999-12-01
2885,JPE,294,1999-12-01
2886,JPE,211,1997-04-01
2887,JPE,249,1997-04-01
2888,JPE,284,1997-04-01
2889,JPE,330,1997-04-01
2890,JPE,351,1997-04-01
2891,JPE,385,1997-04-01
2892,JPE,412,1997-04-01
2893,JPE,439,1997-06-01
2894,JPE,473,1997-06-01
2895,JPE,523,1997-06-01
2896,JPE,547,1997-06-01
2897,JPE,582,1997-06-01
2898,JPE,609,1997-06-01
2899,JPE,622,1997-06-01
2900,JPE,657,1997-08-01
2901,JPE,700,1997-08-01
2902,JPE,709,1997-08-01
2903,JPE,752,1997-08-01
2904,JPE,796,1997-08-01
2905,JPE,822,1997-08-01
2906,JPE,862,1997-08-01
2907,JPE,889,1997-10-01
2908,JPE,928,1997-10-01
2909,JPE,957,1997-10-01
2910,JPE,976,1997-10-01
2911,JPE,1001,1997-10-01
2912,JPE,1024,1997-10-01
2913,JPE,1051,1997-10-01
2914,JPE,1061,1997-10-01
2915,JPE,1080,1997-10-01
2916,JPE,1,2000-02-01
2917,JPE,34,2000-02-01
2918,JPE,56,2000-02-01
2919,JPE,79,2000-02-01
2920,JPE,120,2000-02-01
2921,JPE,144,2000-02-01
2922,JPE,173,2000-02-01
2923,JPE,213,2000-04-01
2924,JPE,245,2000-04-01
2925,JPE,273,2000-04-01
2926,JPE,300,2000-04-01
2927,JPE,324,2000-04-01
2928,JPE,352,2000-04-01
2929,JPE,379,2000-04-01
2930,JPE,422,2000-04-01
2931,JPE,441,2000-06-01
2932,JPE,466,2000-06-01
2933,JPE,503,2000-06-01
2934,JPE,531,2000-06-01
2935,JPE,569,2000-06-01
2936,JPE,590,2000-06-01
2937,JPE,604,2000-06-01
2938,JPE,632,2000-06-01
2939,JPE,778,2000-08-01
2940,JPE,688,2000-08-01
2941,JPE,761,2000-08-01
2942,JPE,728,2000-08-01
2943,JPE,807,2000-08-01
2944,JPE,680,2000-08-01
2945,JPE,833,2000-08-01
2946,JPE,1022,2000-10-01
2947,JPE,905,2000-10-01
2948,JPE,1027,2000-10-01
2949,JPE,874,2000-10-01
2950,JPE,992,2000-10-01
2951,JPE,928,2000-10-01
2952,JPE,851,2000-10-01
2953,JPE,1058,2000-10-01
2954,JPE,961,2000-10-01
2955,JPE,1006,2000-10-01
2956,JPE,1235,2000-12-01
2957,JPE,1292,2000-12-01
2958,JPE,1162,2000-12-01
2959,JPE,1184,2000-12-01
2960,JPE,1093,2000-12-01
2961,JPE,1270,2000-12-01
2962,JPE,1121,2000-12-01
2963,JPE,1210,2000-12-01
2964,JPE,191,2001-02-01
2965,JPE,138,2001-02-01
2966,JPE,79,2001-02-01
2967,JPE,38,2001-02-01
2968,JPE,203,2001-02-01
2969,JPE,1,2001-02-01
2970,JPE,103,2001-02-01
2971,JPE,418,2001-04-01
2972,JPE,328,2001-04-01
2973,JPE,287,2001-04-01
2974,JPE,281,2001-04-01
2975,JPE,231,2001-04-01
2976,JPE,355,2001-04-01
2977,JPE,266,2001-04-01
2978,JPE,375,2001-04-01
2979,JPE,455,2001-06-01
2980,JPE,584,2001-06-01
2981,JPE,529,2001-06-01
2982,JPE,546,2001-06-01
2983,JPE,617,2001-06-01
2984,JPE,500,2001-06-01
2985,JPE,637,2001-06-01
2986,JPE,570,2001-06-01
2987,JPE,900,2001-08-01
2988,JPE,864,2001-08-01
2989,JPE,776,2001-08-01
2990,JPE,673,2001-08-01
2991,JPE,842,2001-08-01
2992,JPE,811,2001-08-01
2993,JPE,749,2001-08-01
2994,JPE,958,2001-10-01
2995,JPE,1115,2001-10-01
2996,JPE,1021,2001-10-01
2997,JPE,1132,2001-10-01
2998,JPE,993,2001-10-01
2999,JPE,1086,2001-10-01
3000,JPE,1060,2001-10-01
3001,JPE,915,2001-10-01
3002,JPE,1155,2001-12-01
3003,JPE,1311,2001-12-01
3004,JPE,1355,2001-12-01
3005,JPE,1288,2001-12-01
3006,JPE,1198,2001-12-01
3007,JPE,1238,2001-12-01
3008,JPE,37,2002-02-01
3009,JPE,144,2002-02-01
3010,JPE,113,2002-02-01
3011,JPE,73,2002-02-01
3012,JPE,170,2002-02-01
3013,JPE,215,2002-02-01
3014,JPE,1,2002-02-01
3015,JPE,382,2002-04-01
3016,JPE,317,2002-04-01
3017,JPE,239,2002-04-01
3018,JPE,281,2002-04-01
3019,JPE,458,2002-04-01
3020,JPE,394,2002-04-01
3021,JPE,352,2002-04-01
3022,JPE,425,2002-04-01
3023,JPE,564,2002-06-01
3024,JPE,535,2002-06-01
3025,JPE,481,2002-06-01
3026,JPE,609,2002-06-01
3027,JPE,646,2002-06-01
3028,JPE,634,2002-06-01
3029,JPE,592,2002-06-01
3030,JPE,672,2002-06-01
3031,JPE,508,2002-06-01
3032,JPE,771,2002-08-01
3033,JPE,919,2002-08-01
3034,JPE,793,2002-08-01
3035,JPE,883,2002-08-01
3036,JPE,730,2002-08-01
3037,JPE,705,2002-08-01
3038,JPE,900,2002-08-01
3039,JPE,854,2002-08-01
3040,JPE,825,2002-08-01
3041,JPE,1103,2002-10-01
3042,JPE,947,2002-10-01
3043,JPE,994,2002-10-01
3044,JPE,1135,2002-10-01
3045,JPE,1035,2002-10-01
3046,JPE,1071,2002-10-01
3047,JPE,1168,2002-10-01
3048,JPE,1318,2002-12-01
3049,JPE,1255,2002-12-01
3050,JPE,1355,2002-12-01
3051,JPE,1175,2002-12-01
3052,JPE,1286,2002-12-01
3053,JPE,1220,2002-12-01
3054,JPE,1390,2002-12-01
3055,JPE,124,2003-02-01
3056,JPE,1,2003-02-01
3057,JPE,202,2003-02-01
3058,JPE,103,2003-02-01
3059,JPE,174,2003-02-01
3060,JPE,52,2003-02-01
3061,JPE,269,2003-04-01
3062,JPE,425,2003-04-01
3063,JPE,311,2003-04-01
3064,JPE,404,2003-04-01
3065,JPE,227,2003-04-01
3066,JPE,353,2003-04-01
3067,JPE,589,2003-06-01
3068,JPE,555,2003-06-01
3069,JPE,530,2003-06-01
3070,JPE,465,2003-06-01
3071,JPE,686,2003-06-01
3072,JPE,642,2003-06-01
3073,JPE,611,2003-06-01
3074,JPE,498,2003-06-01
3075,JPE,898,2003-08-01
3076,JPE,693,2003-08-01
3077,JPE,765,2003-08-01
3078,JPE,858,2003-08-01
3079,JPE,818,2003-08-01
3080,JPE,733,2003-08-01
3081,JPE,785,2003-08-01
3082,JPE,1043,2003-10-01
3083,JPE,1123,2003-10-01
3084,JPE,1076,2003-10-01
3085,JPE,959,2003-10-01
3086,JPE,1004,2003-10-01
3087,JPE,929,2003-10-01
3088,JPE,990,2003-10-01
3089,JPE,1262,2003-12-01
3090,JPE,1155,2003-12-01
3091,JPE,1353,2003-12-01
3092,JPE,1293,2003-12-01
3093,JPE,1318,2003-12-01
3094,JPE,1342,2003-12-01
3095,JPE,1183,2003-12-01
3096,JPE,1220,2003-12-01
3097,JPE,226,2004-02-01
3098,JPE,106,2004-02-01
3099,JPE,1,2004-02-01
3100,JPE,209,2004-02-01
3101,JPE,183,2004-02-01
3102,JPE,132,2004-02-01
3103,JPE,68,2004-02-01
3104,JPE,1,2004-02-01
3105,JPE,311,2004-02-01
3106,JPE,29,2004-02-01
3107,JPE,141,2004-02-01
3108,JPE,48,2004-02-01
3109,JPE,268,2004-02-01
3110,JPE,110,2004-02-01
3111,JPE,60,2004-02-01
3112,JPE,188,2004-02-01
3113,JPE,164,2004-02-01
3114,JPE,289,2004-02-01
3115,JPE,348,2004-04-01
3116,JPE,397,2004-04-01
3117,JPE,471,2004-04-01
3118,JPE,290,2004-04-01
3119,JPE,319,2004-04-01
3120,JPE,253,2004-04-01
3121,JPE,445,2004-04-01
3122,JPE,552,2004-06-01
3123,JPE,497,2004-06-01
3124,JPE,615,2004-06-01
3125,JPE,665,2004-06-01
3126,JPE,718,2004-06-01
3127,JPE,581,2004-06-01
3128,JPE,695,2004-06-01
3129,JPE,887,2004-08-01
3130,JPE,817,2004-08-01
3131,JPE,754,2004-08-01
3132,JPE,915,2004-08-01
3133,JPE,932,2004-08-01
3134,JPE,725,2004-08-01
3135,JPE,939,2004-08-01
3136,JPE,947,2004-10-01
3137,JPE,1091,2004-10-01
3138,JPE,1157,2004-10-01
3139,JPE,1384,2004-12-01
3140,JPE,986,2004-10-01
3141,JPE,1131,2004-10-01
3142,JPE,1054,2004-10-01
3143,JPE,1019,2004-10-01
3144,JPE,1364,2004-12-01
3145,JPE,1223,2004-12-01
3146,JPE,1269,2004-12-01
3147,JPE,1257,2004-12-01
3148,JPE,1322,2004-12-01
3149,JPE,1296,2004-12-01
3150,JPE,1181,2004-12-01
3151,JPE,151,2005-02-01
3152,JPE,223,2005-02-01
3153,JPE,1,2005-02-01
3154,JPE,121,2005-02-01
3155,JPE,46,2005-02-01
3156,JPE,83,2005-02-01
3157,JPE,185,2005-02-01
3158,JPE,376,2005-04-01
3159,JPE,282,2005-04-01
3160,JPE,239,2005-04-01
3161,JPE,345,2005-04-01
3162,JPE,311,2005-04-01
3163,JPE,425,2005-04-01
3164,JPE,551,2005-06-01
3165,JPE,626,2005-06-01
3166,JPE,485,2005-06-01
3167,JPE,582,2005-06-01
3168,JPE,518,2005-06-01
3169,JPE,463,2005-06-01
3170,JPE,811,2005-08-01
3171,JPE,840,2005-08-01
3172,JPE,878,2005-08-01
3173,JPE,785,2005-08-01
3174,JPE,742,2005-08-01
3175,JPE,897,2005-08-01
3176,JPE,1026,2005-10-01
3177,JPE,675,2005-08-01
3178,JPE,1054,2005-10-01
3179,JPE,1088,2005-10-01
3180,JPE,703,2005-08-01
3181,JPE,949,2005-10-01
3182,JPE,1116,2005-10-01
3183,JPE,996,2005-10-01
3184,JPE,1146,2005-10-01
3185,JPE,1277,2005-12-01
3186,JPE,919,2005-10-01
3187,JPE,1341,2005-12-01
3188,JPE,1307,2005-12-01
3189,JPE,175,2006-02-01
3190,JPE,1239,2005-12-01
3191,JPE,1,2006-02-01
3192,JPE,1163,2005-12-01
3193,JPE,100,2006-02-01
3194,JPE,38,2006-02-01
3195,JPE,280,2006-04-01
3196,JPE,61,2006-02-01
3197,JPE,145,2006-02-01
3198,JPE,236,2006-04-01
3199,JPE,257,2006-04-01
3200,JPE,403,2006-04-01
3201,JPE,366,2006-04-01
3202,JPE,340,2006-04-01
3203,JPE,317,2006-04-01
3204,JPE,517,2006-06-01
3205,JPE,538,2006-06-01
3206,JPE,485,2006-06-01
3207,JPE,576,2006-06-01
3208,JPE,594,2006-06-01
3209,JPE,452,2006-06-01
3210,JPE,413,2006-06-01
3211,JPE,644,2006-08-01
3212,JPE,774,2006-08-01
3213,JPE,607,2006-08-01
3214,JPE,744,2006-08-01
3215,JPE,816,2006-08-01
3216,JPE,713,2006-08-01
3217,JPE,672,2006-08-01
3218,JPE,905,2006-10-01
3219,JPE,931,2006-10-01
3220,JPE,956,2006-10-01
3221,JPE,835,2006-10-01
3222,JPE,871,2006-10-01
3223,JPE,997,2006-12-01
3224,JPE,1069,2006-12-01
3225,JPE,1098,2006-12-01
3226,JPE,1124,2006-12-01
3227,JPE,1041,2006-12-01
3228,JPE,69,2007-02-01
3229,JPE,141,2007-02-01
3230,JPE,43,2007-02-01
3231,JPE,103,2007-02-01
3232,JPE,171,2007-04-01
3233,JPE,250,2007-04-01
3234,JPE,1121,1997-12-01
3235,JPE,1167,1997-12-01
3236,JPE,1201,1997-12-01
3237,JPE,1235,1997-12-01
3238,JPE,1269,1997-12-01
3239,JPE,1293,1997-12-01
3240,JPE,1308,1997-12-01
3241,JPE,1322,1997-12-01
3242,JPE,302,2007-04-01
3243,JPE,200,2007-04-01
3244,JPE,338,2007-04-01
3245,JPE,365,2007-06-01
3246,JPE,482,2007-06-01
3247,JPE,403,2007-06-01
3248,JPE,494,2007-06-01
3249,JPE,447,2007-06-01
3250,JPE,523,2007-08-01
3251,JPE,548,2007-08-01
3252,JPE,665,2007-08-01
3253,JPE,639,2007-08-01
3254,JPE,588,2007-08-01
3255,JPE,820,2007-10-01
3256,JPE,868,2007-10-01
3257,JPE,770,2007-10-01
3258,JPE,707,2007-10-01
3259,JPE,748,2007-10-01
3260,JPE,1049,2007-12-01
3261,JPE,1020,2007-12-01
3262,JPE,986,2007-12-01
3263,JPE,901,2007-12-01
3264,JPE,1,2008-02-01
3265,JPE,925,2007-12-01
3266,JPE,82,2008-02-01
3267,JPE,38,2008-02-01
3268,JPE,113,2008-02-01
3269,JPE,141,2008-02-01
3270,JPE,303,2008-04-01
3271,JPE,351,2008-04-01
3272,JPE,235,2008-04-01
3273,JPE,260,2008-04-01
3274,JPE,173,2008-04-01
3275,JPE,533,2008-06-01
3276,JPE,467,2008-06-01
3277,JPE,499,2008-06-01
3278,JPE,381,2008-06-01
3279,JPE,423,2008-06-01
3280,JPE,746,2008-08-01
3281,JPE,573,2008-08-01
3282,JPE,633,2008-08-01
3283,JPE,709,2008-08-01
3284,JPE,931,2008-10-01
3285,JPE,667,2008-08-01
3286,JPE,810,2008-10-01
3287,JPE,951,2008-10-01
3288,JPE,773,2008-10-01
3289,JPE,881,2008-10-01
3290,JPE,837,2008-10-01
3291,JPE,1105,2008-12-01
3292,JPE,1023,2008-12-01
3293,JPE,981,2008-12-01
3294,JPE,1150,2008-12-01
3295,JPE,1058,2008-12-01
3296,JPE,87,2009-02-01
3297,JPE,38,2009-02-01
3298,JPE,1,2009-02-01
3299,JPE,116,2009-02-01
3300,JPE,138,2009-02-01
3301,JPE,211,2009-04-01
3302,JPE,165,2009-04-01
3303,JPE,281,2009-04-01
3304,JPE,324,2009-04-01
3305,JPE,257,2009-04-01
3306,JPE,371,2009-06-01
3307,JPE,504,2009-06-01
3308,JPE,555,2009-06-01
3309,JPE,453,2009-06-01
3310,JPE,591,2009-08-01
3311,JPE,635,2009-08-01
3312,JPE,668,2009-08-01
3313,JPE,701,2009-08-01
3314,JPE,745,2009-08-01
3315,JPE,861,2009-10-01
3316,JPE,785,2009-10-01
3317,JPE,815,2009-10-01
3318,JPE,914,2009-10-01
3319,JPE,941,2009-10-01
3320,JPE,1140,2009-12-01
3321,JPE,1074,2009-12-01
3322,JPE,1031,2009-12-01
3323,JPE,1105,2009-12-01
3324,JPE,987,2009-12-01
3325,JPE,156,2010-02-01
3326,JPE,1,2010-02-01
3327,JPE,76,2010-02-01
3328,JPE,113,2010-02-01
3329,JPE,39,2010-02-01
3330,JPE,300,2010-04-01
3331,JPE,274,2010-04-01
3332,JPE,355,2010-04-01
3333,JPE,189,2010-04-01
3334,JPE,222,2010-04-01
3335,JPE,485,2010-06-01
3336,JPE,599,2010-06-01
3337,JPE,433,2010-06-01
3338,JPE,536,2010-06-01
3339,JPE,723,2010-08-01
3340,JPE,747,2010-08-01
3341,JPE,787,2010-08-01
3342,JPE,649,2010-08-01
3343,JPE,681,2010-08-01
3344,JPE,949,2010-10-01
3345,JPE,866,2010-10-01
3346,JPE,833,2010-10-01
3347,JPE,1151,2010-12-01
3348,JPE,908,2010-10-01
3349,JPE,1037,2010-12-01
3350,JPE,1200,2010-12-01
3351,JPE,988,2010-10-01
3352,JPE,1110,2010-12-01
3353,JPE,1079,2010-12-01
3354,JPE,289,2011-04-01
3355,JPE,212,2011-04-01
3356,JPE,242,2011-04-01
3357,JPE,325,2011-04-01
3358,JPE,183,2011-04-01
3359,JPE,565,2011-06-01
3360,JPE,426,2011-06-01
3361,JPE,468,2011-06-01
3362,JPE,511,2011-06-01
3363,JPE,379,2011-06-01
3364,JPE,766,2011-08-01
3365,JPE,639,2011-08-01
3366,JPE,617,2011-08-01
3367,JPE,686,2011-08-01
3368,JPE,721,2011-08-01
3369,JPE,925,2011-10-01
3370,JPE,959,2011-10-01
3371,JPE,889,2011-10-01
3372,JPE,821,2011-10-01
3373,JPE,982,2011-10-01
3374,JPE,1061,2011-12-01
3375,JPE,1104,2011-12-01
3376,JPE,1141,2011-12-01
3377,JPE,1201,2011-12-01
3378,JPE,77,2012-02-01
3379,JPE,1,2012-02-01
3380,JPE,160,2012-02-01
3381,JPE,116,2012-02-01
3382,JPE,41,2012-02-01
3383,JPE,304,2012-04-01
3384,JPE,233,2012-04-01
3385,JPE,346,2012-04-01
3386,JPE,446,2012-06-01
3387,JPE,187,2012-04-01
3388,JPE,268,2012-04-01
3389,JPE,513,2012-06-01
3390,JPE,552,2012-06-01
3391,JPE,359,2012-06-01
3392,JPE,398,2012-06-01
3393,JPE,740,2012-08-01
3394,JPE,593,2012-08-01
3395,JPE,696,2012-08-01
3396,JPE,782,2012-08-01
3397,JPE,879,2012-10-01
3398,JPE,926,2012-10-01
3399,JPE,986,2012-10-01
3400,JPE,847,2012-10-01
3401,JPE,815,2012-10-01
3402,JPE,1057,2012-12-01
3403,JPE,1083,2012-12-01
3404,JPE,1027,2012-12-01
3405,JPE,1133,2012-12-01
3406,JPE,1173,2012-12-01
3407,JPE,127,2013-02-01
3408,JPE,1,2013-02-01
3409,JPE,28,2013-02-01
3410,JPE,74,2013-02-01
3411,JPE,186,2013-02-01
3412,JPE,273,2013-04-01
3413,JPE,323,2013-04-01
3414,JPE,221,2013-04-01
3415,JPE,358,2013-04-01
3416,JPE,493,2013-06-01
3417,JPE,584,2013-06-01
3418,JPE,528,2013-06-01
3419,JPE,437,2013-06-01
3420,JPE,609,2013-06-01
3421,JPE,643,2013-08-01
3422,JPE,775,2013-08-01
3423,JPE,747,2013-08-01
3424,JPE,682,2013-08-01
3425,JPE,966,2013-10-01
3426,JPE,940,2013-10-01
3427,JPE,896,2013-10-01
3428,JPE,803,2013-10-01
3429,JPE,844,2013-10-01
3430,JPE,1007,2013-12-01
3431,JPE,1160,2013-12-01
3432,JPE,1055,2013-12-01
3433,JPE,1108,2013-12-01
3434,JPE,52,2014-02-01
3435,JPE,1,2014-02-01
3436,JPE,1205,2013-12-01
3437,JPE,77,2014-02-01
3438,JPE,129,2014-02-01
3439,JPE,422,2014-04-01
3440,JPE,369,2014-04-01
3441,JPE,178,2014-02-01
3442,JPE,319,2014-04-01
3443,JPE,282,2014-04-01
3444,JPE,225,2014-04-01
3445,JPE,621,2014-06-01
3446,JPE,661,2014-06-01
3447,JPE,467,2014-06-01
3448,JPE,554,2014-06-01
3449,JPE,719,2014-08-01
3450,JPE,909,2014-08-01
3451,JPE,806,2014-08-01
3452,JPE,766,2014-08-01
3453,JPE,863,2014-08-01
3454,JPE,1064,2014-10-01
3455,JPE,988,2014-10-01
3456,JPE,1094,2014-10-01
3457,JPE,1013,2014-10-01
3458,JPE,1271,2014-12-01
3459,JPE,1203,2014-12-01
3460,JPE,1235,2014-12-01
3461,JPE,1320,2014-12-01
3462,JPE,1,2015-02-01
3463,JPE,215,2015-02-01
3464,JPE,170,2015-02-01
3465,JPE,66,2015-02-01
3466,JPE,123,2015-02-01
3467,QJE,423,2005-05-01
3468,QJE,467,2005-05-01
3469,QJE,517,2005-05-01
3470,QJE,551,2005-05-01
3471,QJE,585,2005-05-01
3472,QJE,639,2005-05-01
3473,QJE,669,2005-05-01
3474,QJE,701,2005-05-01
3475,QJE,729,2005-05-01
3476,QJE,763,2005-05-01
3477,QJE,1003,2005-08-01
3478,QJE,1031,2005-08-01
3479,QJE,1085,2005-08-01
3480,QJE,1121,2005-08-01
3481,QJE,1155,2005-08-01
3482,QJE,791,2005-08-01
3483,QJE,835,2005-08-01
3484,QJE,865,2005-08-01
3485,QJE,917,2005-08-01
3486,QJE,963,2005-08-01
3487,QJE,1,2006-02-01
3488,QJE,121,2006-02-01
3489,QJE,157,2006-02-01
3490,QJE,197,2006-02-01
3491,QJE,229,2006-02-01
3492,QJE,267,2006-02-01
3493,QJE,289,2006-02-01
3494,QJE,31,2006-02-01
3495,QJE,321,2006-02-01
3496,QJE,79,2006-02-01
3497,QJE,1133,2006-11-01
3498,QJE,1211,2006-11-01
3499,QJE,1249,2006-11-01
3500,QJE,1283,2006-11-01
3501,QJE,1311,2006-11-01
3502,QJE,1347,2006-11-01
3503,QJE,1383,2006-11-01
3504,QJE,1437,2006-11-01
3505,QJE,1473,2006-11-01
3506,QJE,1755,2012-11-01
3507,QJE,1663,2012-11-01
3508,QJE,207,2011-02-01
3509,QJE,51,2011-02-01
3510,QJE,417,2011-02-01
3511,QJE,373,2011-02-01
3512,QJE,475,2011-02-01
3513,QJE,323,2011-02-01
3514,QJE,259,2011-02-01
3515,QJE,1,2011-02-01
3516,QJE,517,2011-02-01
3517,QJE,145,2011-02-01
3518,QJE,103,2011-02-01
3519,QJE,805,2011-05-01
3520,QJE,987,2011-05-01
3521,QJE,593,2011-05-01
3522,QJE,1029,2011-05-01
3523,QJE,557,2011-05-01
3524,QJE,749,2011-05-01
3525,QJE,857,2011-05-01
3526,QJE,651,2011-05-01
3527,QJE,947,2011-05-01
3528,QJE,699,2011-05-01
3529,QJE,895,2011-05-01
3530,QJE,1319,2011-08-01
3531,QJE,1071,2011-08-01
3532,QJE,1271,2011-08-01
3533,QJE,1447,2011-08-01
3534,QJE,1411,2011-08-01
3535,QJE,1173,2011-08-01
3536,QJE,1213,2011-08-01
3537,QJE,1485,2011-08-01
3538,QJE,1375,2011-08-01
3539,QJE,1539,2011-08-01
3540,QJE,1709,2011-11-01
3541,QJE,1841,2011-11-01
3542,QJE,1879,2011-11-01
