ArticleID,AuthorID,Journal,FirstPage,PubDate,Female
4036,1934,ECA,365,2006-03-01,0
4100,1934,ECA,711,2007-05-01,0
4111,1934,ECA,1103,2007-07-01,0
4282,1934,QJE,1105,2002-08-01,0
4895,1934,AER,960,2005-09-01,0
5540,1934,AER,554,2013-02-01,0
6212,1934,AER,1720,2006-12-01,0
8191,1934,ECA,739,2013-03-01,0
7717,1935,JPE,209,1994-04-01,0
9916,1935,RES,1269,2009-10-01,0
11040,1935,RES,719,1985-10-01,0
7715,1936,JPE,1006,1994-10-01,0
5885,1937,P&P,348,2014-05-01,0
3607,1938,QJE,771,2013-05-01,0
4675,1938,QJE,1511,2010-11-01,0
5437,1938,AER,1446,2012-06-01,0
8234,1938,ECA,2113,2013-09-01,0
9656,1938,JPE,1038,2015-10-01,0
9861,1938,RES,987,2008-10-01,0
10255,1938,RES,932,2016-07-01,0
10326,1938,RES,1652,2017-10-01,0
5573,1940,P&P,168,2013-05-01,0
7349,1940,QJE,613,1982-11-01,0
6445,1941,JPE,207,1977-02-01,0
2845,1942,JPE,360,1999-04-01,0
9627,1942,JPE,606,1999-06-01,0
6559,1943,JPE,652,1988-06-01,0
2442,1944,AER,999,1990-12-01,0
11,1945,ECA,1183,1998-09-01,0
3873,1945,ECA,1491,2003-09-01,0
4942,1945,AER,290,2006-03-01,0
10783,1945,RES,255,1990-04-01,0
3227,1946,JPE,1041,2006-12-01,0
5591,1950,P&P,269,2013-05-01,0
7739,1951,JPE,818,1992-08-01,0
10752,1951,RES,659,1999-07-01,0
3682,1952,ECA,375,1999-02-01,0
5618,1953,P&P,418,2013-05-01,0
5467,1954,AER,2327,2012-08-01,0
4812,1955,AER,813,2004-09-01,0
7286,1956,QJE,317,1980-03-01,0
11506,1956,RES,175,1976-02-01,0
8216,1957,ECA,1671,2014-09-01,0
5016,1958,AER,1804,2010-09-01,1
9852,1958,RES,763,2008-07-01,1
4378,1959,QJE,1283,2005-11-01,0
7412,1960,QJE,555,1988-08-01,0
11086,1960,RES,37,1987-01-01,0
5715,1961,AER,2384,2013-10-01,0
9514,1961,AER,3321,2015-11-01,0
6354,1962,AER,486,2009-03-01,0
3491,1963,QJE,229,2006-02-01,0
4337,1963,QJE,1131,2004-08-01,0
9891,1963,RES,529,2009-04-01,0
4270,1964,QJE,609,2002-05-01,0
4202,1965,QJE,421,2001-05-01,0
5306,1965,AER,1062,2012-04-01,0
5960,1965,AER,2185,2014-07-01,0
9840,1965,RES,443,2008-04-01,0
10554,1965,RES,87,2004-01-01,0
5698,1966,AER,1925,2013-08-01,0
5802,1966,AER,495,2014-02-01,0
5877,1966,P&P,304,2014-05-01,0
9701,1966,RES,43,2005-01-01,0
9834,1966,RES,295,2008-01-01,0
5397,1967,P&P,482,2012-05-01,0
2991,1968,JPE,842,2001-08-01,0
10489,1968,RES,437,2002-04-01,0
2419,1969,AER,736,1990-09-01,0
7566,1969,QJE,1333,1992-11-01,0
3958,1970,ECA,1565,2004-09-01,0
5991,1971,AER,299,2015-01-01,0
8438,1971,ECA,1791,2012-07-01,0
4105,1972,ECA,885,2007-05-01,1
4373,1972,QJE,1507,2005-11-01,1
6224,1972,AER,150,2007-03-01,1
9261,1972,AER,1634,2015-04-01,1
895,1973,ECA,43,1982-01-01,0
1198,1973,ECA,33,1978-01-01,0
6912,1973,JPE,752,1981-08-01,0
5256,1974,AER,2616,2011-10-01,0
6157,1974,AER,1454,2001-12-01,0
6227,1974,AER,197,2007-03-01,0
8473,1974,ECA,2543,2012-11-01,0
9646,1974,JPE,507,2014-06-01,0
9728,1974,RES,1077,2005-10-01,0
10068,1974,RES,1407,2012-10-01,0
10196,1974,RES,681,2014-04-01,0
4930,1975,AER,236,2006-03-01,0
2969,1976,JPE,1,2001-02-01,0
3030,1976,JPE,672,2002-06-01,0
4869,1976,AER,765,2005-06-01,0
7562,1976,QJE,1243,1992-11-01,0
7608,1976,QJE,527,1995-05-01,0
4284,1977,QJE,409,2003-05-01,1
5411,1977,P&P,555,2012-05-01,1
9809,1977,RES,981,2007-07-01,1
4498,1978,QJE,867,2006-08-01,0
6279,1978,AER,604,2008-06-01,0
8458,1978,ECA,1,2011-01-01,0
9719,1978,RES,821,2005-07-01,0
10166,1978,RES,1342,2015-10-01,0
3124,1979,JPE,615,2004-06-01,0
3294,1979,JPE,1150,2008-12-01,0
5775,1979,AER,3529,2014-11-01,0
10448,1979,RES,261,2001-04-01,0
2775,1980,AER,291,1997-06-01,1
5467,1981,AER,2327,2012-08-01,0
10220,1981,RES,1484,2014-10-01,0
3343,1982,JPE,681,2010-08-01,0
3728,1982,ECA,1029,2000-09-01,0
4261,1982,QJE,297,2002-02-01,0
5265,1982,AER,2873,2011-12-01,0
5775,1982,AER,3529,2014-11-01,0
5844,1982,P&P,116,2014-05-01,0
5957,1982,AER,2075,2014-07-01,0
8219,1982,ECA,1199,2014-07-01,0
9786,1982,RES,283,2007-01-01,0
9813,1982,RES,1089,2007-10-01,0
2712,1983,AER,237,1996-03-01,0
2812,1983,JPE,574,1998-06-01,0
3512,1983,QJE,475,2011-02-01,0
4172,1983,QJE,1057,2000-08-01,0
4696,1983,AER,798,2002-09-01,0
4956,1983,AER,394,2010-03-01,0
6020,1983,AER,190,1999-03-01,0
6053,1983,AER,1135,1999-12-01,0
6101,1983,AER,1255,2000-12-01,0
6186,1983,AER,1137,2006-09-01,0
9538,1983,AER,1374,2007-09-01,0
10712,1983,RES,623,1998-07-01,0
5698,1984,AER,1925,2013-08-01,0
9746,1984,RES,381,2006-04-01,0
5035,1985,AER,2261,2010-12-01,0
3228,1986,JPE,69,2007-02-01,1
4569,1986,QJE,531,2008-05-01,1
4655,1986,QJE,675,2010-05-01,1
4952,1986,AER,304,2010-03-01,1
5251,1986,AER,2450,2011-10-01,1
5818,1986,AER,793,2014-03-01,1
5841,1986,P&P,101,2014-05-01,1
9616,1986,QJE,1727,2015-11-01,1
9873,1986,RES,1,2009-01-01,1
10197,1986,RES,725,2014-04-01,1
2491,1987,AER,520,1992-06-01,0
2524,1987,AER,11,1993-03-01,0
2557,1987,AER,1184,1993-12-01,0
9724,1987,RES,973,2005-10-01,0
10552,1987,RES,43,2004-01-01,0
10792,1987,RES,381,1990-07-01,0
10938,1987,RES,689,1993-07-01,0
10964,1987,RES,223,1994-04-01,0
10974,1987,RES,435,1994-07-01,0
8532,1988,ECA,1721,2012-07-01,0
9288,1988,ECA,813,2015-03-01,0
3906,1989,ECA,2351,2002-11-01,0
3986,1989,ECA,481,2005-03-01,0
5474,1989,AER,2509,2012-10-01,0
6235,1989,AER,37,2007-03-01,0
10125,1989,RES,1545,2013-10-01,0
10461,1989,RES,593,2001-07-01,0
4459,1990,QJE,185,1999-02-01,0
3549,1991,QJE,2117,2011-11-01,0
2325,1993,AER,89,1988-03-01,0
6857,1993,JPE,540,1979-06-01,0
928,1994,ECA,843,1981-07-01,0
2560,1994,AER,1220,1993-12-01,0
2571,1994,AER,792,1993-09-01,0
3148,1994,JPE,1322,2004-12-01,0
3423,1994,JPE,747,2013-08-01,0
4752,1994,P&P,334,2003-05-01,0
8720,1994,JPE,26,1985-02-01,0
10987,1994,RES,701,1994-10-01,0
11667,1994,RES,621,1978-10-01,0
5752,1995,AER,323,2014-01-01,0
7955,1995,JPE,596,1990-06-01,0
213,1996,ECA,1047,1993-09-01,0
2907,1996,JPE,889,1997-10-01,0
3042,1996,JPE,947,2002-10-01,0
3043,1996,JPE,994,2002-10-01,0
3235,1996,JPE,1167,1997-12-01,0
3471,1996,QJE,585,2005-05-01,0
3536,1996,QJE,1213,2011-08-01,0
4295,1996,QJE,1249,2003-11-01,0
4464,1996,QJE,389,1999-05-01,0
4980,1996,AER,1195,2010-06-01,0
7655,1996,QJE,93,1995-02-01,0
7778,1996,JPE,612,1993-08-01,0
8283,1996,ECA,427,2009-03-01,0
10400,1996,RES,17,2000-01-01,0
10980,1996,RES,567,1994-07-01,0
852,1998,ECA,1143,1982-09-01,0
2288,1998,AER,941,1987-12-01,0
2329,1998,AER,155,1988-03-01,0
2988,1998,JPE,864,2001-08-01,0
3114,1998,JPE,289,2004-02-01,0
4337,1998,QJE,1131,2004-08-01,0
6823,1998,JPE,578,1980-06-01,0
7722,1998,JPE,322,1994-04-01,0
7814,1998,JPE,24,1994-02-01,0
8682,1998,JPE,837,1985-10-01,0
8707,1998,JPE,277,1985-04-01,0
9891,1998,RES,529,2009-04-01,0
11139,1998,RES,153,1988-01-01,0
2321,2001,AER,24,1988-03-01,0
7906,2001,JPE,1039,1990-10-01,0
2355,2002,AER,749,1989-09-01,0
2898,2002,JPE,609,1997-06-01,0
4083,2002,ECA,433,2007-03-01,0
4140,2002,ECA,583,2008-05-01,0
6698,2002,JPE,201,1989-02-01,0
7081,2002,JPE,349,1984-06-01,0
3973,2003,ECA,39,2005-01-01,0
10745,2003,RES,475,1999-07-01,0
5122,2004,P&P,29,2011-05-01,1
5222,2004,AER,1616,2011-06-01,1
3518,2005,QJE,103,2011-02-01,0
3663,2005,QJE,1711,2014-11-01,0
3907,2005,ECA,2367,2002-11-01,0
4612,2005,QJE,677,2009-05-01,0
5454,2005,AER,1927,2012-08-01,0
5659,2005,P&P,629,2013-05-01,0
5956,2005,AER,2049,2014-07-01,0
6039,2005,AER,703,1999-09-01,0
9866,2005,RES,1085,2008-10-01,0
2922,2006,JPE,173,2000-02-01,0
3160,2008,JPE,239,2005-04-01,0
3475,2008,QJE,729,2005-05-01,0
3670,2008,QJE,1799,2014-11-01,0
4478,2008,QJE,907,1999-08-01,0
4820,2008,AER,1108,2004-09-01,0
5577,2008,P&P,189,2013-05-01,0
5583,2008,P&P,220,2013-05-01,0
5707,2008,AER,2121,2013-10-01,0
5894,2008,P&P,394,2014-05-01,0
6405,2008,AER,1664,2009-09-01,0
2385,2010,AER,580,1991-06-01,0
2648,2011,AER,419,1994-06-01,0
2770,2011,AER,940,1997-12-01,0
10507,2011,RES,899,2002-10-01,0
6748,2012,JPE,1145,1976-12-01,0
109,2013,ECA,333,1996-03-01,1
2638,2013,AER,851,1994-09-01,1
7195,2013,QJE,337,1982-05-01,1
11278,2013,RES,51,1981-01-01,1
2544,2014,AER,450,1993-06-01,1
6031,2014,AER,473,1999-06-01,1
94,2015,ECA,813,1996-07-01,0
3867,2015,ECA,1269,2003-07-01,0
9287,2015,ECA,771,2015-03-01,0
9729,2015,RES,1107,2005-10-01,0
9767,2015,RES,907,2006-10-01,0
344,2016,ECA,425,1991-03-01,0
2274,2016,AER,463,1988-06-01,0
5086,2016,AER,991,2011-04-01,0
6231,2016,AER,277,2007-03-01,0
11057,2016,RES,271,1986-04-01,0
7341,2017,QJE,451,1980-11-01,0
3328,2018,JPE,113,2010-02-01,0
4583,2018,QJE,1287,2008-08-01,0
5698,2019,AER,1925,2013-08-01,0
8533,2021,ECA,883,2013-05-01,0
9351,2021,P&P,295,2015-05-01,0
4208,2022,QJE,655,2001-05-01,0
5584,2022,P&P,226,2013-05-01,0
6222,2022,AER,1890,2006-12-01,0
3386,2023,JPE,446,2012-06-01,0
5844,2023,P&P,116,2014-05-01,0
5850,2023,P&P,148,2014-05-01,0
8219,2023,ECA,1199,2014-07-01,0
6036,2024,AER,585,1999-06-01,0
5200,2025,P&P,93,2011-05-01,0
1342,2026,ECA,685,1976-07-01,0
1558,2026,ECA,109,1973-01-01,0
1825,2026,ECA,139,1967-01-01,0
1912,2026,ECA,532,1964-10-01,0
2042,2026,ECA,591,1960-07-01,0
7578,2026,QJE,809,1993-08-01,0
8685,2026,JPE,782,1985-08-01,0
9196,2026,JPE,111,1966-04-01,0
3188,2027,JPE,1307,2005-12-01,0
8379,2028,ECA,713,2012-03-01,0
2695,2029,AER,828,1995-09-01,0
2989,2029,JPE,776,2001-08-01,0
3118,2029,JPE,290,2004-04-01,0
7702,2030,JPE,1047,1992-10-01,0
2530,2031,AER,118,1993-03-01,0
3420,2031,JPE,609,2013-06-01,0
7805,2031,JPE,539,1993-06-01,0
3535,2032,QJE,1173,2011-08-01,0
5216,2032,AER,1535,2011-06-01,0
10205,2032,RES,971,2014-07-01,0
10212,2032,RES,1201,2014-07-01,0
3035,2033,JPE,883,2002-08-01,0
4002,2034,ECA,1137,2005-07-01,0
5312,2034,AER,643,2012-04-01,0
2270,2035,AER,402,1988-06-01,0
8623,2035,JPE,138,1987-02-01,0
6249,2036,AER,180,2008-03-01,0
90,2037,ECA,1151,1996-09-01,0
2550,2037,AER,570,1993-06-01,0
6431,2037,AER,2209,2009-12-01,0
7750,2037,JPE,1121,1995-12-01,0
10935,2037,RES,631,1993-07-01,0
6257,2038,AER,38,2008-03-01,0
2805,2039,JPE,376,1998-04-01,0
5540,2039,AER,554,2013-02-01,0
8382,2041,ECA,697,2010-03-01,0
3437,2042,JPE,77,2014-02-01,0
5738,2042,AER,3045,2013-12-01,0
6422,2042,AER,2050,2009-12-01,0
8323,2042,ECA,1137,2009-07-01,0
8359,2042,ECA,1751,2009-11-01,0
8510,2042,ECA,1055,2014-05-01,0
9854,2042,RES,809,2008-07-01,0
9934,2042,RES,305,2010-01-01,0
10372,2042,RES,1502,2018-07-01,0
3259,2043,JPE,748,2007-10-01,0
3361,2043,JPE,468,2011-06-01,0
3431,2043,JPE,1160,2013-12-01,0
5057,2043,AER,371,2011-02-01,0
10356,2043,RES,892,2018-04-01,0
5504,2044,AER,3406,2012-12-01,0
105,2045,ECA,623,1996-05-01,0
2280,2045,AER,823,1987-12-01,0
2430,2045,AER,37,1990-03-01,0
2492,2045,AER,537,1992-06-01,0
2658,2045,AER,600,1994-06-01,0
2962,2045,JPE,1121,2000-12-01,0
4197,2045,QJE,1163,1997-11-01,0
4585,2045,QJE,905,2008-08-01,0
4842,2045,AER,25,2004-03-01,0
5693,2045,AER,1759,2013-08-01,0
6225,2045,AER,169,2007-03-01,0
7880,2045,JPE,979,1996-10-01,0
7946,2045,JPE,335,1991-04-01,0
10793,2045,RES,403,1990-07-01,0
10896,2045,RES,689,1992-09-01,0
27,2046,ECA,333,1998-03-01,0
263,2046,ECA,1187,1992-09-01,0
3787,2046,ECA,91,2002-01-01,0
3863,2046,ECA,1161,2003-07-01,0
3919,2046,ECA,295,2004-01-01,0
3968,2046,ECA,1845,2004-11-01,0
4034,2046,ECA,235,2006-01-01,0
4038,2046,ECA,431,2006-03-01,0
6134,2046,AER,778,2001-09-01,0
8305,2046,ECA,1537,2008-11-01,0
8347,2046,ECA,1481,2009-09-01,0
9386,2046,P&P,476,2015-05-01,0
10053,2046,RES,933,2012-07-01,0
10422,2046,RES,499,2000-07-01,0
10671,2046,RES,359,1997-07-01,0
10681,2046,RES,555,1997-10-01,0
10985,2046,RES,655,1994-10-01,0
5019,2048,AER,1860,2010-09-01,0
8472,2049,ECA,2005,2010-11-01,0
4023,2050,ECA,1893,2005-11-01,0
5059,2050,AER,411,2011-02-01,0
10145,2050,RES,608,2015-04-01,0
3401,2051,JPE,815,2012-10-01,0
3977,2051,ECA,175,2005-01-01,0
8361,2051,ECA,403,2009-03-01,0
10586,2051,RES,915,2004-10-01,0
4867,2052,AER,183,2005-03-01,0
503,2053,ECA,411,1988-03-01,0
1141,2053,ECA,1411,1978-11-01,0
1288,2053,ECA,317,1977-03-01,0
1326,2053,ECA,867,1976-09-01,0
2294,2053,AER,647,1988-09-01,0
2589,2053,AER,179,1992-03-01,0
4263,2053,QJE,379,2002-05-01,0
6455,2053,JPE,943,1978-10-01,0
6532,2053,JPE,617,1977-06-01,0
6928,2053,JPE,991,1979-10-01,0
6943,2053,JPE,1319,1986-12-01,0
7374,2053,QJE,373,1985-05-01,0
7384,2053,QJE,663,1980-12-01,0
10937,2053,RES,667,1993-07-01,0
11597,2053,RES,97,1978-02-01,0
11672,2053,RES,59,1979-01-01,0
5309,2054,AER,1140,2012-04-01,0
9827,2054,RES,99,2008-01-01,0
6182,2055,AER,1043,2006-09-01,0
5382,2056,P&P,407,2012-05-01,0
3429,2057,JPE,844,2013-10-01,0
5798,2057,AER,343,2014-02-01,0
9271,2057,QJE,415,2015-02-01,0
4309,2058,QJE,231,2003-02-01,0
7063,2059,JPE,733,1984-08-01,0
4946,2060,AER,130,2010-03-01,0
4725,2061,AER,1420,2002-12-01,0
3705,2062,ECA,1407,1999-11-01,0
3980,2062,ECA,263,2005-01-01,0
9725,2062,RES,1009,2005-10-01,0
10601,2062,RES,83,1995-01-01,0
772,2063,ECA,1345,1983-09-01,0
2275,2063,AER,471,1988-06-01,0
3949,2063,ECA,1247,2004-07-01,0
8716,2063,JPE,92,1985-02-01,0
11137,2063,RES,127,1988-01-01,0
7367,2064,QJE,121,1980-08-01,0
2706,2065,AER,133,1996-03-01,0
3309,2066,JPE,453,2009-06-01,0
4134,2067,ECA,437,2008-03-01,0
8451,2067,ECA,1513,2009-09-01,0
8389,2068,ECA,119,2010-01-01,0
5267,2069,AER,2923,2011-12-01,0
10059,2069,RES,1113,2012-07-01,0
7854,2070,JPE,132,1997-02-01,0
3008,2071,JPE,37,2002-02-01,0
3567,2073,QJE,535,2012-05-01,0
5170,2074,P&P,519,2011-05-01,0
5170,2075,P&P,519,2011-05-01,0
8148,2076,QJE,165,1996-02-01,0
2759,2077,AER,1207,1995-12-01,0
2920,2077,JPE,120,2000-02-01,0
2962,2077,JPE,1121,2000-12-01,0
3201,2077,JPE,366,2006-04-01,0
4194,2077,QJE,1057,1997-11-01,0
4197,2077,QJE,1163,1997-11-01,0
5164,2077,P&P,492,2011-05-01,0
10897,2077,RES,703,1992-09-01,0
5425,2078,P&P,71,2012-05-01,0
7324,2079,QJE,97,1987-02-01,0
4537,2080,QJE,461,2006-05-01,0
115,2081,ECA,29,1996-01-01,0
4131,2081,ECA,307,2008-03-01,0
6551,2082,JPE,453,1988-06-01,0
6856,2083,JPE,522,1979-06-01,0
7022,2083,JPE,392,1981-04-01,0
11283,2083,RES,131,1981-01-01,0
11318,2083,RES,511,1981-07-01,0
7565,2084,QJE,1303,1992-11-01,0
242,2085,ECA,57,1993-01-01,0
655,2085,ECA,757,1985-07-01,0
4673,2085,QJE,1435,2010-11-01,0
6127,2085,AER,559,2001-06-01,0
6416,2085,AER,1899,2009-12-01,0
10720,2085,RES,773,1998-10-01,0
6902,2086,JPE,109,1979-02-01,0
6287,2087,AER,843,2008-06-01,0
3793,2088,ECA,285,2002-01-01,0
7740,2090,JPE,835,1992-08-01,0
2776,2091,AER,314,1997-06-01,0
6921,2092,JPE,595,1986-06-01,0
2277,2093,AER,500,1988-06-01,0
11247,2093,RES,539,1980-04-01,0
11370,2093,RES,427,1982-07-01,0
6712,2094,JPE,909,1984-10-01,0
6938,2094,JPE,1225,1986-12-01,0
7401,2094,QJE,297,1984-05-01,0
11229,2094,RES,321,1980-01-01,0
485,2095,ECA,973,1988-07-01,0
730,2095,ECA,579,1984-05-01,0
866,2095,ECA,945,1982-07-01,0
1273,2095,ECA,573,1977-04-01,0
2600,2095,AER,1278,1994-12-01,0
5903,2095,P&P,442,2014-05-01,0
7481,2095,QJE,403,1984-08-01,0
11039,2095,RES,715,1985-10-01,0
11397,2095,RES,99,1983-01-01,0
18,2096,ECA,529,1998-05-01,0
85,2096,ECA,1045,1996-09-01,0
133,2096,ECA,1133,1995-09-01,0
174,2096,ECA,1087,1994-09-01,0
755,2096,ECA,143,1984-01-01,0
891,2096,ECA,483,1982-03-01,0
893,2096,ECA,1,1982-01-01,0
1008,2096,ECA,817,1980-05-01,0
1031,2096,ECA,721,1980-04-01,0
1348,2096,ECA,777,1976-07-01,0
3730,2096,ECA,1097,2000-09-01,0
3994,2096,ECA,837,2005-05-01,0
4073,2096,ECA,1545,2006-11-01,0
4127,2096,ECA,1671,2007-11-01,0
6856,2096,JPE,522,1979-06-01,0
10884,2096,RES,495,1992-07-01,0
6281,2097,AER,669,2008-06-01,0
8342,2097,ECA,655,2010-03-01,0
8419,2097,ECA,1285,2010-07-01,0
125,2098,ECA,1337,1995-11-01,0
3742,2098,ECA,1491,2000-11-01,0
3992,2098,ECA,739,2005-05-01,0
8482,2098,ECA,973,2011-07-01,0
8507,2098,ECA,1967,2011-11-01,0
5002,2099,AER,1432,2010-09-01,0
6306,2099,AER,1517,2008-09-01,0
9505,2099,AER,2986,2015-10-01,0
3856,2100,ECA,905,2003-05-01,0
3955,2100,ECA,1445,2004-09-01,0
4116,2100,ECA,1243,2007-09-01,0
5174,2100,P&P,544,2011-05-01,0
8280,2100,ECA,1529,2010-09-01,0
9689,2100,RES,343,2005-04-01,0
9933,2100,RES,273,2010-01-01,0
10506,2100,RES,871,2002-10-01,0
4725,2101,AER,1420,2002-12-01,0
5016,2101,AER,1804,2010-09-01,0
7785,2101,JPE,938,1995-10-01,0
9852,2101,RES,763,2008-07-01,0
10581,2101,RES,783,2004-07-01,0
10669,2101,RES,311,1997-07-01,0
10948,2101,RES,903,1993-10-01,0
3270,2103,JPE,303,2008-04-01,0
4927,2103,AER,127,2006-03-01,0
5271,2103,AER,3047,2011-12-01,0
6141,2103,AER,924,2001-09-01,0
6376,2103,AER,864,2009-06-01,0
5317,2104,AER,810,2012-04-01,0
5520,2104,AER,3774,2012-12-01,0
5485,2105,AER,2859,2012-10-01,0
6246,2105,AER,89,2007-03-01,0
9602,2105,AER,3477,2011-12-01,0
9981,2105,RES,199,2011-01-01,0
4975,2106,AER,1046,2010-06-01,0
386,2107,ECA,571,1990-05-01,0
3734,2107,ECA,1231,2000-09-01,0
10451,2107,RES,347,2001-04-01,0
3579,2108,QJE,1339,2012-08-01,0
4557,2108,QJE,101,2008-02-01,0
4746,2108,P&P,221,2003-05-01,0
4833,2108,AER,1654,2004-12-01,0
5667,2108,P&P,79,2013-05-01,0
5710,2108,AER,2227,2013-10-01,0
10100,2108,RES,774,2013-04-01,0
10169,2108,RES,1409,2015-10-01,0
5074,2109,AER,664,2011-04-01,0
2213,2110,AER,106,1989-03-01,0
7294,2110,QJE,493,1980-05-01,0
2953,2111,JPE,1058,2000-10-01,0
2983,2111,JPE,617,2001-06-01,0
3105,2111,JPE,311,2004-02-01,0
6158,2111,AER,1478,2001-12-01,0
9727,2111,RES,1057,2005-10-01,0
4704,2112,AER,981,2002-09-01,0
7244,2113,QJE,687,1986-11-01,0
71,2114,ECA,59,1997-01-01,0
298,2114,ECA,1591,1991-11-01,0
6018,2114,AER,148,1999-03-01,0
6071,2114,AER,356,2000-06-01,0
6545,2115,JPE,969,1977-10-01,0
5485,2117,AER,2859,2012-10-01,0
7837,2117,JPE,1092,1992-12-01,0
9633,2117,JPE,779,2004-08-01,0
9981,2117,RES,199,2011-01-01,0
10404,2117,RES,91,2000-01-01,0
10458,2117,RES,523,2001-07-01,0
4372,2118,QJE,1,2005-02-01,0
4945,2119,AER,280,2006-03-01,0
6737,2119,JPE,1045,1983-12-01,0
8261,2119,ECA,1913,2014-09-01,0
9967,2119,RES,1403,2010-10-01,0
4678,2120,QJE,1683,2010-11-01,0
4834,2120,AER,1276,2004-12-01,0
2279,2121,AER,810,1987-12-01,0
1846,2122,ECA,686,1966-07-01,0
6523,2122,JPE,101,1976-02-01,0
8854,2122,JPE,280,1972-05-01,0
9120,2122,JPE,971,1968-09-01,0
9183,2122,JPE,512,1966-10-01,0
9191,2122,JPE,401,1966-08-01,0
9223,2122,JPE,256,1965-06-01,0
4438,2123,QJE,835,1998-08-01,0
8099,2123,QJE,739,1991-08-01,0
3142,2124,JPE,1054,2004-10-01,0
2278,2125,AER,791,1987-12-01,0
7635,2125,QJE,599,1992-05-01,0
7316,2126,QJE,103,1986-02-01,0
1415,2127,ECA,469,1975-05-01,0
2269,2127,AER,395,1988-06-01,0
7493,2127,QJE,427,1983-08-01,0
463,2128,ECA,1371,1988-11-01,0
967,2128,ECA,105,1981-01-01,0
1356,2128,ECA,485,1976-05-01,0
6483,2128,JPE,121,1978-04-01,0
6674,2128,JPE,59,1980-02-01,0
7528,2128,QJE,413,1993-05-01,0
7815,2128,JPE,53,1994-02-01,0
5180,2129,P&P,577,2011-05-01,0
2442,2130,AER,999,1990-12-01,0
7030,2130,JPE,1328,1979-12-01,0
7741,2130,JPE,859,1992-08-01,0
8963,2130,JPE,257,1971-03-01,0
11378,2130,RES,499,1982-10-01,0
11464,2130,RES,305,1984-04-01,0
11657,2130,RES,527,1978-10-01,0
5051,2132,AER,158,2011-02-01,1
5706,2132,AER,2087,2013-10-01,1
4064,2133,ECA,1293,2006-09-01,0
10205,2133,RES,971,2014-07-01,0
7838,2134,JPE,1126,1992-12-01,0
4436,2135,QJE,773,1998-08-01,0
5931,2136,P&P,586,2014-05-01,0
3580,2137,QJE,1057,2012-08-01,1
3408,2138,JPE,1,2013-02-01,1
3545,2138,QJE,2125,2011-11-01,1
4653,2138,QJE,591,2010-05-01,1
9476,2138,AER,2044,2015-07-01,1
2300,2140,AER,729,1988-09-01,0
2451,2141,AER,1157,1990-12-01,0
8350,2142,ECA,1375,2010-07-01,1
9483,2142,AER,2261,2015-07-01,1
7220,2143,QJE,101,1988-02-01,0
451,2144,ECA,97,1989-01-01,0
3771,2144,ECA,1077,2001-07-01,0
11143,2144,RES,201,1988-04-01,0
3931,2145,ECA,647,2004-03-01,0
3382,2146,JPE,41,2012-02-01,0
2455,2147,AER,1217,1990-12-01,0
4441,2147,QJE,949,1998-08-01,0
6079,2147,AER,526,2000-06-01,0
7309,2148,QJE,167,1980-02-01,0
3466,2150,JPE,123,2015-02-01,0
4944,2151,AER,394,2006-03-01,0
4956,2151,AER,394,2010-03-01,0
7505,2151,QJE,767,1988-11-01,0
3611,2153,QJE,669,2013-05-01,0
3640,2153,QJE,333,2014-02-01,0
5697,2153,AER,1892,2013-08-01,0
8369,2153,ECA,537,2009-03-01,0
8535,2153,ECA,651,2011-05-01,0
9661,2153,JPE,1311,2015-12-01,0
10337,2153,RES,157,2018-01-01,0
2768,2154,AER,911,1997-12-01,0
4702,2154,AER,928,2002-09-01,0
4957,2155,AER,420,2010-03-01,0
4742,2156,P&P,156,2003-05-01,0
5737,2157,AER,3022,2013-12-01,0
6374,2157,AER,804,2009-06-01,0
7253,2158,QJE,491,1987-08-01,0
4540,2159,QJE,587,2006-05-01,0
9728,2159,RES,1077,2005-10-01,0
5416,2160,P&P,580,2012-05-01,0
8036,2161,QJE,115,1990-02-01,0
254,2162,ECA,1407,1992-11-01,0
596,2162,ECA,819,1986-07-01,0
776,2162,ECA,1417,1983-09-01,0
2195,2162,AER,278,1987-06-01,0
3155,2162,JPE,46,2005-02-01,0
5404,2162,P&P,520,2012-05-01,0
6271,2162,AER,1069,2008-06-01,0
6454,2162,JPE,923,1978-10-01,0
7103,2162,JPE,349,1980-04-01,0
8045,2162,QJE,99,1989-02-01,0
8182,2162,QJE,1007,1996-11-01,0
9327,2162,P&P,171,2015-05-01,0
9621,2162,QJE,1975,2015-11-01,0
7648,2163,QJE,185,1993-02-01,0
6733,2164,JPE,957,1983-12-01,0
804,2165,ECA,565,1983-05-01,0
1035,2165,ECA,315,1980-03-01,0
1144,2165,ECA,1475,1978-11-01,0
5327,2165,P&P,113,2012-05-01,0
9684,2165,QJE,189,1983-01-01,0
9708,2165,RES,223,2005-01-01,0
10782,2165,RES,229,1990-04-01,0
11092,2165,RES,147,1987-01-01,0
11286,2165,RES,159,1981-01-01,0
11452,2165,RES,129,1984-01-01,0
11545,2165,RES,537,1976-10-01,0
11675,2165,RES,97,1979-01-01,0
4182,2166,QJE,1411,2000-11-01,0
7295,2167,QJE,507,1980-05-01,0
7040,2168,JPE,461,1983-06-01,0
6984,2169,JPE,1110,1986-10-01,0
7317,2169,QJE,131,1986-02-01,0
6841,2170,JPE,148,1986-02-01,0
5242,2171,AER,2205,2011-08-01,0
5242,2172,AER,2205,2011-08-01,0
5992,2173,AER,816,2015-02-01,0
