AuthorID,AuthorName
1336,Dennis Kristensen
1337,Dennis L. Chinn
1338,Dennis L. Gärtner
1339,Dennis Tao Yang
1340,Dennis W. Carlton
1341,Derek A. Neal
1342,Derek C. Jones
1344,Dermot J. Hayes
1345,Dermot Leahy
1346,Devashish Mitra
1347,Devesh Rustagi
1348,Devin G. Pope
1349,Devra L. Golbe
1350,Dezsö Szalay
1351,Dhananjay K. Gode
1352,Diane Whitmore Schanzenbach
1353,Didier Laussel
1354,Diego Comin
1355,Diego Puga
1356,Diego Restuccia
1357,Diego Rybski
1358,Dilip Abreu
1359,Dilip Mookherjee
1360,Dimitri Vayanos
1361,Dimitris N. Politis
1362,Dimitris Papanikolaou
1363,Dina Mayzlin
1364,Dina Shatnawi
1365,Dinah Rosenberg
1366,Dipak K. Gupta
1367,Dipjyoti Majumdar
1368,Dirk Bergemann
1369,Dirk Engelmann
1370,Dirk Krueger
1371,Dirk Niepelt
1372,Dmitriy Kvasov
1373,Dmitriy Stolyarov
1374,Doh-Shin Jeon
1375,Doireann Fitzgerald
1376,Dolf Talman
1377,Domenico Menicucci
1378,Dominique Demougin
1379,Dominique Goux
1380,Don E. Roper
1381,Don Ethridge
1382,Don Fullerton
1383,Don H. Choi
1384,Don L. Coursey
1386,Donal O'Neill
1387,Donald B. Marron
1388,Donald Cox
1390,Donald B. Hausch
1391,Donald J. Meyer
1392,Donald J. O'Hara
1393,Donald Keenan
1395,Donald M. Waldman
1398,Donald P. Morgan
1399,Donald R. Davis
1400,Donald R. Deere
1401,Donald R. Haurin
1402,Donald B. Rubin
1403,Donald S. Kenkel
1404,Donald S. Shepard
1405,Donald S. Siegel
1406,Donald W. K. Andrews
1407,Donald Wittman
1408,Donggyu Sul
1409,Donghoon Lee
1410,Donna M. Costello
1411,Dora Gicheva
1412,Dora L. Costa
1413,Doriana Ruffino
1414,Dorla A. Evans
1415,Dou-Yan Yang
1416,Doug Smith
1417,Douglas A. Greenley
1418,Douglas A. Irwin
1419,Douglas Almond
1421,Douglas G. Steigerwald
1422,Douglas Gale
1423,Douglas Gollin
1424,Douglas H. Blair
1425,Douglas H. Joines
1426,Douglas Holtz-Eakin
1427,Douglas K. Pearce
1428,Douglas L. Miller
1429,Douglas O. Staiger
1430,Douglas S. West
1432,Douglas V. DeJong
1433,Douglas W. Caves
1434,Douglas W. Diamond
1435,Dov Fried
1436,Dov Monderer
1437,Dov Samet
1438,Dragon Yongjun Tang
1439,Drazen Prelec
1440,Drew Fudenberg
1441,Duc-Tho Nguyen
1442,Duncan Black
1443,Duncan I. Simester
1444,Duncan James
1445,Duncan K. Foley
1446,Duncan Thomas
1447,Dwayne Benjamin
1448,Dwight R. Lee
1449,E. Woodrow Eckard
1450,E. Elisabet Rutström
1451,E. Glen Weyl
1452,E. Han Kim
1453,E. Kwan Choi
1454,Enno Mammen
1455,E. Ray Dorsey
1456,Eric Renault
1457,E. Somanathan
1458,E. Trubowitz
1459,Edward J. Vytlacil
1460,Earl A. Thompson
1461,Ebonya L. Washington
1463,Ed Hopkins
1464,Eddie Dekel
1465,Edgar K. Browning
1466,Edgar L. Feige
1467,Edi Karni
1468,Edmund S. Phelps
1469,Eduardo Faingold
1470,Eduardo Levy-Yeyati
1471,Eduardo M. Azevedo
1472,Eduardo M. R. A. Engel
1473,Eduardo Perez-Richet
1474,Edward C. Prescott
1475,Edward E. Leamer
1476,Edward E. Schlee
1478,Edward J. Green
1480,Edward John Ray
1481,Edward K. Offenbacher
1482,Edward Kung
1483,Edward Kutsoati
1484,Edward L. Glaeser
1486,Edward M. Gramlich
1487,Edward Miguel
1488,Edward Montgomery
1489,Edward Morrison
1490,Edward N. Wolff
1491,Edward P. Kahn
1492,Edward P. Lazear
1494,Edward Saraydar
1496,Edward Simpson Prescott
1499,Edwin G. West
1500,Edwin Lai
1501,Edwin Mansfield
1502,Efe A. Ok
1503,Efraim Benmelech
1504,Efraim Sadka
1505,Efstathios Paparoditis
1506,Egon Zakrajšek
1507,Ehsan U. Choudhri
1508,Ehud Kalai
1509,Ehud Lehrer
1510,Eilon Solan
1511,Eirik Gaard Kristiansen
1512,Eitan Berglas
1513,Eitan Gerstner
1514,Eitan Muller
1515,Ekaterina Zhuravskaya
1516,Ekaterini Kyriazidou
1517,Elchanan Ben-Porath
1518,Eldar Shafir
1519,Eleanor Jawon Choi
1520,Elena Asparouhova
1521,Elena Krasnokutskaya
1522,Elena Reutskaja
1523,Elena Stancanelli
1524,Eleonora E. M. Nillesen
1525,Elhanan Helpman
1527,Eli Berman
1528,Eli M. Noam
1529,Eliana A. Cardoso
1530,Eliana Garces
1531,Eliana La Ferrara
1532,Elias Dinopoulos
1533,Elias Papaioannou
1534,Elie Tamer
1535,Elinor Ostrom
1536,Elisabeth M. Landes
1537,Elisabeth R. Gerber
1538,Elise S. Brezis
1539,Elizabeth Asiedu
1540,Elizabeth B. Cammack
1542,Elizabeth Dhuey
1543,Elizabeth Hoffman
1544,Elizabeth J. Warner
1545,Elizabeth King
1546,Elizabeth U. Cascio
1547,Ellen R. McGrattan
1549,Elliot Anenberg
1550,Elliott Peranson
1551,Ellyn Creasey
1552,Elmar Mertens
1553,Emanuel Ornelas
1554,Emanuela Cardia
1555,Emeric Henry
1556,Emi Nakamura
1557,Emiel Maasland
1558,Emilio Gutierrez
1559,Emilson C. D. Silva
1560,Emily C. Lawrance
1561,Emily Oster
1562,Emin M. Dinlersoz
1563,Emir Kamenica
1564,Emmanuel A. Abbe
1565,Emmanuel Farhi
1566,Emmanuel Guerre
1567,Emmanuel Saez
1568,Emmanuelle Auriol
1569,Emmett B. Keeler
1570,Enghin Atalay
1571,Enid Dennis
1572,Enlinson Mattos
1573,Ennio Stacchetti
1575,Enrica Detragiache
1576,Enrico C. Perotti
1577,Enrico Gambino
1578,Enrico Moretti
1580,Enrico Rettore
1581,Enrico Spolaore
1582,Enrique G. Mendoza
1583,Enrique Seira
1584,Enrique Sentana
1585,Enriqueta Aragones
1586,Eran Hanany
1587,Eran Shmaya
1588,Eran Yashiv
1589,Erhan Artuç
1590,Eric A. Hanushek
1591,Eric A. Verhoogen
1592,Eric B. Rasmusen
1593,Eric Bartelsman
1595,Eric Budish
1596,Eric Chaney
1597,Eric D. Gould
1598,Eric French
1599,Eric Gautier
1601,Eric Hughson
1602,Eric J. Toder
1603,Eric M. Leeper
1604,Eric M. Rice
1606,Eric Maurin
1607,Eric Moulines
1608,Eric O'N. Fisher
1609,Eric P. Bettinger
1610,Eric Posner
1611,Eric R. Sims
1614,Eric S. Maskin
1615,Eric S. Rosengren
1616,Eric S. Taylor
1617,Eric Smith
1618,Eric T. Anderson
1619,Eric T. Swanson
1620,Eric van Wincoop
1621,Eric Van den Steen
1623,Eric W. Bond
1624,Eric Werker
1625,Eric Zitzewitz
1627,Erica Field
1628,Erica L. Groshen
1629,Erich Battistin
1630,Erich Muehlegger
1631,Erik Berglöf
1632,Erik Bloom
1633,Erik Brynjolfsson
1634,Erik Eyster
1635,Erik Hornung
1636,Erik Hurst
1637,Erik Lichtenberg
1638,Erik Meyersson
1639,Erik O. Kimbrough
1640,Erik Plug
1641,Erik Snowberg
1643,Erik Stafford
1644,Erik Wengstrom
1645,Erik Ø. Sørensen
1646,Erika McEntarfer
1647,Erin T. Mansur
1648,Erin Troland
1649,Erkut Y. Ozbay
1650,Ernest Sergenti
1651,Ernesto Dal Bó
1652,Ernesto Schargrodsky
1653,Ernst Fehr
1654,Ernst Maug
1655,Ernst R. Berndt
1656,Ernst-Ludwig von Thadden
1657,Erwan Quintin
1659,Erwin H. Bulte
1663,Esben Schultz
1664,Espen R. Moen
1665,Esteban F. Klor
1667,Esteban Rossi-Hansberg
1668,Estelle Cantillon
1669,Esther Duflo
1670,Ethan Bueno de Mesquita
1671,Ethan Kaplan
1672,Ethan Lewis
1673,Etienne Gagnon
1674,Etienne Lehmann
1675,Etienne Wasmer
1676,Ettore F. Infante
1677,Eugene Choo
1678,Eugene F. Fama
1679,Eugene Kandel
1680,Eugene Silberberg
1681,Eugene Smolensky
1682,Eugene Steuerle
1683,Eugenio J. Miravete
1684,Eva O. Arceo-Gomez
1685,Eva de Francisco
1686,Evan F. Koenig
1687,Evan J. Taylor
1688,Evan Moore
1689,Evangelos O. Simos
1690,Eve Caroli
1691,Evgeny Zhelobodko
1692,Ewout Verriest
1693,Eyran J. Gisches
1694,Eytan Sheshinski
1695,F. Andrew Hanssen
1696,F. Maxwell Harper
1697,F. Thomas Juster
1698,Fabian Herweg
1699,Fabian Lange
1700,Fabian Waldinger
1701,Fabiano Schivardi
1702,Fabien Postel-Vinay
1704,Fabio Ghironi
1705,Fabio Maccheroni
1706,Fabio Panetta
1707,Fabio Schiantarelli
1708,Fabio Tufano
1709,Fabrizio Mattesini
1710,Fabrizio Perri
1711,Fabrizio Zilibotti
1712,Fahad Khalil
1713,Fali Huang
1714,Fang-Fang Tang
1715,Faruk Gul
1716,Fatih Guvenen
1717,Faustine Perrin
1718,Fausto Panunzi
1719,Federico A. Bugni
1720,Federico Ciliberto
1721,Federico Echenique
1722,Federico Etro
1723,Federico M. Bandi
1724,Federico Ravenna
1725,Federico Sturzenegger
1726,Felix Kubler
1727,Felix Oberholzer-Gee
1728,Felix R. FitzRoy
1729,Felix Várdy
1730,Feng Zhu
1731,Ferdinand Rauch
1732,Fernanda Brollo
1733,Fernanda Nechio
1735,Fernando Broner
1736,Fernando E. Alvarez
1737,Fernando Ferreira
1738,Filip Matejka
1740,Filipe R. Campante
1742,Finn E. Kydland
1744,Fiona Greig
1745,Fiona M. Scott Morton
1747,Firouz Gahvari
1748,Flavio Cunha
1749,Flip Klijn
1750,Florencio Lopez-de-Silanes
1752,Florian Ederer
1753,Florian Herold
1754,Florian Hoffmann
1755,Florian Jung
1756,Florian Scheuer
1757,Florian Schulz
1758,Florian Zettelmeyer
1759,Florin O. Bilbiie
1761,France Portrait
1762,Francesc Marmol
1763,Francesca Cornaglia
1764,Francesca Molinari
1765,Francesco Bartolucci
1766,Francesco Bianchi
1767,Francesco Caselli
1768,Francesco Drago
1769,Francesco Feri
1770,Francesco Giavazzi
1771,Francesco Lippi
1772,Francesco Trebbi
1773,Francine D. Blau
1774,Francine Lafontaine
1775,Francis A. Longstaff
1777,Francis E. Warnock
1778,Francis Kramarz
1779,Francis T. Lui
1780,Francis Vella
1781,Francis X. Diebold
1782,Francisca M. Antman
1783,Francisco Alcalá
1784,Francisco C. de la Chesnaye
1785,Francisco Covas
1786,Francisco J. Buera
1787,Francisco J. Ruge-Murcia
1788,Francisco Lagos
1789,Francisco M. Gonzalez
1791,Francisco Pérez-González
1792,Franck Portier
1794,"Frank A. Wolak, Jr."
1795,Frank Chaloupka
1796,Frank D. Lewis
1797,Frank Heinemann
1798,Frank Kleibergen
1799,Frank Levy
1800,Frank M. Gollop
1801,Frank Riedel
1802,Frank Schorfheide
1803,Frank Verboven
1804,Frank Westermann
1805,Frank Windmeijer
1807,Franklin Allen
1808,Franklin M. Fisher
1809,Franklin R. Edwards
1810,Franziska Ohnsorge
1811,François Bourguignon
1812,François Fontaine
1813,François Gourio
1814,François Maniquet
1815,François Ortalo-Magné
1816,François R. Velde
1817,François Salanié
1819,Fred Goldman
1820,Frederic S. Mishkin
1821,Frederic Vermeulen
1822,Frederic Warzynski
1823,Frederick Carl Nold
1824,Frederico Belo
1825,Frederico Finan
1826,Fredrik Heyman
1827,Fredrik Sjöholm
1828,Friedrich Schneider
1829,Frode Steen
1830,Frédéric Koessler
1831,Fuhito Kojima
1832,Fumio Hayashi
1833,Fushing Hsieh
1835,G. Frank Mathewson
1836,G. Michael Winkler
1837,Gurcharan S. Laumas
1838,G. Thomas Woodward
1839,G. William Schwert
1840,Gabriel A. Lozada
1842,Gabriel Chodorow-Reich
1843,Gabriel D. Carroll
1844,Gabriel Jiménez
1845,Gabriel Y. Weintraub
1846,Gabriel Zucman
1847,Gabriele Camera
1848,Gabriele Fiorentini
1849,Gabrielle Demange
1850,Gadi Barlevy
1851,Gail E. Makinen
1852,Galina Vereshchagina
1853,Gara Afonso
1854,"Gardner M. Brown, Jr."
1855,Garey C. Durden
1856,Garey Ramey
1857,Garry F. Barrett
1858,Garth Saloner
1859,Gary A. Hoover
1860,Gary A. Zarkin
1863,Gary Burtless
1864,Gary Chamberlain
1865,Gary Charness
1866,Gary D. Hansen
1867,Gary D. Libecap
1869,Gary E. Bolton
1870,Gary Gorton
1871,Gary Lyn
1872,Gary M. Anderson
1873,Gary P. Sampson
1874,Gary Richardson
1875,Gary S. Becker
1876,Gary Smith
1877,Gary Solon
1878,Gary V. Engelhardt
1879,Gary V. Johnson
1880,Gautam Gowrisankaran
1881,Gautam Rao
1882,Gautam Tripathi
1883,Gauti B. Eggertsson
1884,Gavin Wright
1885,Geert Ridder
1886,Gene E. Mumy
1888,Gene M. Grossman
1889,Geng Li
1890,Geoffrey F. Joyce
1891,Geoffrey Gee
1892,Geoffrey Kingston
1893,Geoffrey M. B. Tootell
1894,Geoffrey R. Dunbar
1895,Geoffrey Tate
1896,Geoffrey Woglom
1897,Geoffroy de Clippel
1899,Georg Kirchsteiger
1900,Georg Schaur
1902,Georg Weizsäcker
1903,George A. Akerlof
1904,George Alessandria
1906,George C. Bitros
1907,George E. Tauchen
1909,George G. Daly
1910,George Hall
1911,George J. Borjas
1912,George J. Mailath
1913,George J. Stigler
1914,George Jakubson
1916,George Loewenstein
1917,George M. Constantinides
1918,George M. von Furstenberg
1921,George Norman
1922,George P. Baker
1923,George R. Boyer
1924,George R. Moore
1925,George R. Neumann
1926,George S. Alogoskoufis
1927,George S. Tavlas
1928,George S. Tolley
1930,George W. Evans
1931,George W. Stadler
1932,George Wu
1933,George-Levi Gayle
1934,George-Marios Angeletos
1935,Georges Dionne
1936,Georges Gallais-Hamonno
1937,Georgi Kocharkov
1938,Georgy Egorov
1940,Gerald E. Auten
1941,"Gerald P. O'Driscoll, Jr."
1942,Gerald S. Oettinger
1943,Gerald W. Scully
1944,Gerard Gennotte
1945,Gerard J. Van Den Berg
1946,Gerard Llobet
1950,Gergely Ujhelyi
1951,Gerhard Glomm
1952,Gerhard Sorger
1953,German Blanco
1954,Germán P. Pupato
1955,Gernot Doppelhofer
1956,Gershon Feder
1957,Gharad Bryan
1958,Ghazala Mansuri
1959,Giacomo A. M. Ponzetto
1960,Giacomo Bonanno
1961,Giacomo Calzolari
1962,Giacomo De Giorgi
1963,Gian Luca Clementi
1964,Gian Maria Milesi-Ferretti
1965,Giancarlo Corsetti
1966,Gianmarco I. P. Ottaviano
1967,Gianni Amisano
1968,Gianni De Fraja
1969,Gikas A. Hardouvelis
1970,Gil Kalai
1971,Gil Riella
1972,Gilat Levy
1973,"Gilbert W. Bassett, Jr."
1974,Gilles Duranton
1975,Gilles Postel-Vinay
1976,Gilles Saint-Paul
1977,Ginger Zhe Jin
1978,Giorgio E. Primiceri
1979,Giorgio Topa
1980,Giovanna Prennushi
1981,Giovanni Gallipoli
1982,Giovanni L. Violante
1983,Giovanni Maggi
1984,Giovanni Peri
1985,Giovanni Ponti
1986,Gita Gopinath
1987,Giuseppe Bertola
1988,Giuseppe Cavaliere
1989,Giuseppe Moscarini
1990,Giuseppe Parigi
1991,Glen R. Waddell
1993,Glenn C. Blomquist
1994,Glenn C. Loury
1995,Glenn D. Rudebusch
1996,Glenn Ellison
1998,Glenn M. MacDonald
2001,Glenn W. Boyle
2002,Glenn W. Harrison
2003,Godfrey Keller
2004,Gopi Shah Goda
2005,Gordon B. Dahl
2006,Gordon C. Rausser
2008,Gordon H. Hanson
2010,Gordon Leitch
2011,Gordon M. Myers
2012,Gordon Tullock
2013,Graciela Chichilnisky
2014,Graciela L. Kaminsky
2015,Graham Elliott
2016,Graham Loomes
2017,Graham Pyatt
2018,Grant Miller
2019,Greg C. Wright
2021,Greg Fischer
2022,Greg J. Duncan
2023,Greg Kaplan
2024,Greg Shaffer
2025,Gregor Matvos
2026,Gregory C. Chow
2027,Gregory Clark
2028,Gregory Connor
2029,Gregory D. Hess
2030,Gregory F. Udell
2031,Gregory K. Dow
2032,Gregory Lewis
2033,Gregory M. Ellis
2034,Gregory S. Crawford
2035,Gregory W. Huffman
2036,Grigory Kosenok
2037,Guglielmo Weber
2038,Guido Baltussen
2039,Guido Cozzi
2041,Guido Kuersteiner
2042,Guido Lorenzoni
2043,Guido Menzio
2044,Guido Porto
2045,Guido Tabellini
2046,Guido W. Imbens
2048,Guillaume Haeringer
2049,Guillaume Hollard
2050,Guillaume R. Fréchette
2051,Guillaume Rocheteau
2052,Guillaume Vandenbroucke
2053,Guillermo A. Calvo
2054,Guillermo Caruana
2055,Guillermo Moloche
2056,Guillermo Noguera
2057,Guillermo Ordoñez
2058,Guillermo Zamarripa
2059,Gunnar Du Rietz
2060,Gunter J. Hitsch
2061,Guo Li
2062,Guofu Tan
2063,Gur Huberman
2064,Gur Ofer
2065,Gurdip S. Bakshi
2066,Gustavo J. Bobonis
2067,Gustavo Manso
2068,Gustavo Soares
2069,Gustavo Ventura
2070,Guy Debelle
2071,Guy Lacroix
2073,Guy Michaels
2074,Gábor Kertesi
2075,Gábor Kézdi
2076,Gérard P. Cachon
2077,Gérard Roland
2078,Günter Coenen
2079,"H. E. (Ted) Frech, III"
2080,H. Eugene Stanley
2081,H. Jerome Keisler
2082,H. Lorne Carmichael
2083,H. M. Shefrin
2084,H. Nejat Seyhun
2085,H. Peyton Young
2086,H. Robert Heller
2087,H. Spencer Banzhaf
2088,Henryk Wozniakowski
2090,Hae-shin Hwang
2091,Haig R. Nalbantian
2092,Haim Barkai
2093,Haim Levy
2094,Hajime Miyazaki
2095,Hal R. Varian
2096,Halbert White
2097,Haluk Ergin
2098,Hamid Sabourian
2099,Hamish Low
2100,Han Hong
2101,Hanan G. Jacoby
2103,Hanming Fang
2104,Hannes Mueller
2105,Hanno Lustig
2106,Hans Degryse
2107,Hans Haller
2108,Hans-Joachim Voth
2109,Hans-Martin von Gaudecker
2110,Hans-Werner Sinn
2111,Hao Li
2112,Harald Künemund
2113,Harald Lang
2114,Harald Uhlig
2115,Harlow N. Higinbotham
2117,Harold L. Cole
2118,Haroon Mumtaz
2119,Harris Schlesinger
2120,Harrison Hong
2121,Harry Flam
2122,Harry G. Johnson
2123,Harry J. Holzer
2124,Harry Mamaysky
2125,Harry P. Bowen
2126,Hartley Furtan
2127,Harvey E. Lapan
2128,Harvey S. Rosen
2129,Hassan Y. Aly
2130,Hayne E. Leland
2132,Heather Royer
2133,Hector Chade
2134,Hedi D. Kallal
2135,Hehui Jin
2136,Hei Sing (Ron) Chan
2137,Heidi Allen
2138,Heidi L. Williams
2140,Heinrich W. Ursprung
2141,Heinz Holländer
2142,Helga Fehr-Duda
2143,Hellmuth Milde
2144,Helmut Bester
2145,Helmut Lütkepohl
2146,Heléne Lundqvist
2147,Henning Bohn
2148,Henri R. Lorie
2150,Henrik Cronqvist
2151,Henrik Horn
2153,Henrik Jacobsen Kleven
2154,Henrik Jensen
2155,Henrik Orzen
2156,Henry Brady
2157,Henry E. Siu
2158,Henry G. Grabowski
2159,Henry G. Overman
2160,Henry Hyatt
2161,Henry McMillan
2162,Henry S. Farber
2163,"Henry W. Chappell, Jr."
2164,Henryk Kierzkowski
2165,Herakles Polemarchakis
2166,Herbert Gintis
2167,Herbert Glejser
2168,Herman B. Leonard
2169,Herman C. Quirmbach
2170,Herminio Blanco
2171,Hernán A. Makse
2172,Hernán D. Rozenfeld
2173,Hernán Ruffo
2175,Herschel I. Grossman
2176,Hervé Moulin
2178,Heski Bar-Isaac
2179,Hessel Oosterbeek
2180,Hian Teck Hoon
2181,Hide-Fumi Yokoo
2182,Hidehiko Ichimura
2183,Hideo Owan
2184,Hikaru Ogawa
2186,Hilary Sigman
2187,Hillard Kaplan
2188,Hiroaki Hayakawa
2189,Hiroaki Kaido
2190,Hiroshi Atsumi
2191,Hiroyuki Chuma
2192,Hiroyuki Kasahara
2193,Hitoshi Matsushima
2194,Hitoshi Shigeoka
2195,Holger C. Wolf
2196,Holger Herz
2197,Holger M. Müller
2198,Holger Sieg
2199,Homa Zarghamee
2200,Homi Kharas
2201,Hongbin Cai
2202,Hongbin Li
2203,Hongfei Sun
2204,Horag Choi
2205,Howard F. Chang
2206,Howard J. Shatz
2207,Howard P. Marvel
2208,Howard P. Tuckman
2209,Howard Rachlin
2210,Howard Reed
2211,Howard Rosenthal
2212,Hoyt Bleakley
2213,Hsing-Yang Lee
2214,Hua He
2215,Huberto M. Ennis
2216,Hugh Hoikwang Kim
2217,Hugh Rockoff
2218,Hugo A. Hopenhayn
2219,Hugo F Sonnenschein
2222,Hui-Wen Koo
2223,Huixin Bi
2224,Humberto Llavador
2225,Hung-Po Chao
2226,Hunt Allcott
2227,Huntley Schaller
2228,Huseyin Yildirim
2229,Huw Lloyd-Ellis
2230,Hyeok Jeong
2231,Hyun Song Shin
2232,Hyun-Han Shin
2234,Hyungsik Roger Moon
2235,Hyungtaik Ahn
2236,Hélène Rey
2237,Hülya Eraslan
2239,I. J. Alexander Dyck
2240,Ian J. Irvine
2241,I. P. L. Png
2242,I. Sebastian Buhai
2243,I. Serdar Dinç
2245,Iain Cockburn
2246,Ian A. Crawford
2247,Ian Ayres
2248,Ian Bateman
2250,Ian E. Novos
2252,Ian Krajbich
2253,Ian L. Gale
2254,Ian M. McDonald
2255,Ian Martin
2256,Ian Preston
2257,Ian W. H. Parry
2258,Ichiro Obara
2259,Idione Meneghel
2260,Igal Hendel
2261,Ignacio Esponda
2263,Ignacio N. Lobato
2264,Ignacio Palacios-Huerta
2265,Ignatius J. Horstmann
2266,Ignazio Angeloni
2267,Igor Kopylov
2268,Igor Livshits
2269,Igor Popov
2270,Ijaz Nabi
2271,Ilan Eshel
2272,Ilan Goldfajn
2273,Ilan Guttman
2274,Ilan Kremer
2275,Ilia Dichev
2276,Ilian Mihov
2277,Ilya Molchanov
2278,Ilya Segal
2279,Ilyana Kuziemko
2280,Imran Rasul
2281,In Sun Bernard Geoum
2282,In-Koo Cho
2283,In-Uck Park
2284,Ing-Haw Cheng
2285,Ingela Alger
2286,Ingemar Hansson
2287,Ingrid Van Keilegom
2288,Ingvild Almås
2289,Ioannis N. Kessides
2290,Iourii Manovskii
2291,Ira Shoulson
2292,Irene Brambilla
2293,Iris Bohnet
2294,"Irwin L. Collier, Jr."
2295,Isa Hafalir
2296,Isaac Ehrlich
2297,Isaac Kalonda-Kanyama
2298,Isaac M. Mbiti
2300,Isaac Osei-Akoto
2301,Isabel Correia
2302,Isabel Ruiz
2303,Isabelle Brocas
2304,Isabelle Mejean
2305,Isabelle Perrigne
2306,Isaiah Andrews
2307,Israel Finkelshtain
2308,Israel German
2309,Israel Zang
2310,Itai Ashlagi
2311,Itamar Simonson
2312,Itzhak Ben-David
2313,Itzhak Gilboa
2314,Iuliana Pascu
2315,Ivan A. Canay
2316,Ivan Vidangos
2317,Iván Werning
2318,Ivana Komunjer
2319,Ivar Ekeland
2320,Ivo Welch
2321,Iván Fernández-Val
2323,Iwan Barankay
2324,Iñaki Aguirre
2325,J. A. Sinden
2326,J. Allan Hynes
2327,J. Bradford De Long
2328,J. Bradford Jensen
2330,James C. Hsiao
2331,J. Carter Murphy
2332,"J. Carl Poindexter, Jr."
2333,J. David Brown
2334,J. Douglas Zona
2335,J. Ernest Tanner
2336,J. F. Traub
2337,J. Farmer
2338,J. Gregory Ballentine
2339,J. Harold Mulherin
2340,J. Hualde
2341,J. Hugonnier
2342,J. Huston McCulloch
2344,J. J. Pincus
2345,J. Joseph Beaulieu
2346,J. Keith Murnighan
2347,J. Luis Guasch
2348,J. Michael Finger
2349,J. Mark Ramseyer
2350,J. Michelle Brock
2352,J. Peter Mattila
2353,J. Peter Neary
2354,J. Phillip Cooper
2356,J. R. Gould
2357,J. R. Kearl
2359,John Rust
2360,J. Stephen Ferris
2361,J. Vernon Henderson
2362,J. Walter Elliott
2363,Jaap H. Abbring
2364,Jack A. Nickerson
2365,Jack Hirshleifer
2366,Jack L. Carr
2367,Jack L. Knetsch
2368,Jack Leahey
2369,Jack M. Mintz
2370,Jack Meyer
2371,Jack Ochs
2373,Jack R. Porter
2374,Jack Wright
2375,Jacob A. Frenkel
2376,Jacob Glazer
2378,Jacob Grossman
2379,Jacob K. Goeree
2380,Jacob L. Vigdor
2381,Jacob Mincer
2382,Jacob N. Shapiro
2383,Jacob S. Sagi
2384,Jacque Eccles
2386,Jacques Crémer
2388,Jacques Robert
2389,Jacques Rolfo
2391,Jacques-François Thisse
2392,Jae Song
2393,Jae Won Lee
2394,JaeBin Ahn
2395,Jaewoo Ryoo
2396,Jagadeesh Gokhale
2400,Jaime F. Zender
2402,Jakob R. Munch
2403,Jakob Svensson
2404,Jakub Kastl
2405,Jakub Steiner
2406,Jakub W. Jurek
2407,James A. Brander
2408,James A. Chalfant
2409,James A. DePater
2410,James A. Freeman
2411,James A. Kahn
2412,James A. Levinsohn
2413,James A. Ohlson
2414,James A. Robinson
2416,"James A. Schmitz, Jr."
2419,James Andreoni
2420,James B. Bushnell
2421,James B. Davies
2422,James B. Kau
2423,James B. Kliebenstein
2424,James B. Rebitzer
2425,James Banks
2426,James Bergin
2427,James Berkovec
2428,James Berry
2429,James Bullard
2431,James C. Cox
2432,James C. Murdoch
2433,James Cloyne
2434,James Conklin
2435,James D. Adams
2436,"James D. Dana, Jr."
2437,James D. Fearon
2438,James D. Hamilton
2439,James D. Hess
2440,James D. Long
2441,James D. Montgomery
2442,James Dearden
2443,James Dow
2444,James E. Anderson
2445,James E. Pearce
2446,James E. Pesando
2447,James E. Rauch
2448,James E. West
2449,James Fenske
2450,James Feyrer
2451,James H. Fowler
2452,James H. Stock
2453,James Harrigan
2455,James J. Anton
2456,James J. Choi
2457,James J. Heckman
2459,James Konow
2460,James L. McCabe
2461,James L. Medoff
2462,James L. Paddock
2463,James L. Powell
2464,James L. Smith
2466,James M. Buchanan
2467,James M. Gerard
2468,James M. Griffin
2469,James M. Holmes
2470,James M. Malcomson
2471,James M. Nason
2472,James M. Poterba
2473,James M. Robins
2474,James M. Sallee
2476,"James M. Snyder, Jr."
2478,James MacGee
2479,James McEneaney
2481,James Murphy
2482,James N. Brown
2483,James N. Dertouzos
2484,James P. Smith
2485,James P. Ziliak
2486,James Peck
2487,James Peery Cover
2489,James Quirk
2490,James R. Baumgardner
2491,James R. Frew
2494,"James R. Hines, Jr."
2495,James R. Lothian
2496,James R. Markusen
2497,James R. Marsden
2498,James R. Melvin
2499,James R. Spletzer
2500,James R. Thompson
2501,James R. Tybout
2502,James R. Walker
2506,James Roumasset
2507,James S. Schallheim
2510,James Vickery
2511,James W. Albrecht
2512,James W. Friedman
2513,James W. Roberts
2514,James X. Sullivan
2516,Jamin D. Speer
2517,Jan Brueckner
2518,Jan C. van Ours
2519,Jan De Loecker
2520,Jan Eeckhout
2521,Jan Engelmann
2522,Jan Paul Acton
2523,Jan Potters
2524,Jan Stoop
2525,Jan Svejnar
2526,Jan Walliser
2527,Jan in't Veld
2528,Jane Cooley Fruehwirth
2529,Jane G. Gravelle
2530,Janet Currie
2531,Janet G. Stotsky
2532,Janet L. Johnson
2533,Janet L. Yellen
2534,Janice C. Eberly
2535,Janusz A. Ordover
2536,Jared C. Carbone
2537,Jaromir B. Nosal
2538,Jasmina Arifovic
2539,Jason Abaluck
2540,Jason Abrevaya
2541,Jason Allen
2542,Jason Bell
2543,Jason Brown
2544,Jason Cummins
2545,Jason D. Hartline
2546,Jason E. Taylor
2547,Jason F. Shogren
2548,Jason Long
2549,Jason M. Lindo
2550,Jason P. Davis
2551,Jason Scorse
2552,Jaume Ventura
2553,Javier Alvarez
2554,Javier Díaz-Giménez
2555,Javier García-Cicco
