ArticleID,Journal,Volume,Issue,FirstPage
2977,JPE,109,2,266
2978,JPE,109,2,375
2979,JPE,109,3,455
2980,JPE,109,3,584
2981,JPE,109,3,529
2982,JPE,109,3,546
2983,JPE,109,3,617
2984,JPE,109,3,500
2985,JPE,109,3,637
2986,JPE,109,3,570
2987,JPE,109,4,900
2988,JPE,109,4,864
2989,JPE,109,4,776
2990,JPE,109,4,673
2991,JPE,109,4,842
2992,JPE,109,4,811
2993,JPE,109,4,749
2994,JPE,109,5,958
2995,JPE,109,5,1115
2996,JPE,109,5,1021
2997,JPE,109,5,1132
2998,JPE,109,5,993
2999,JPE,109,5,1086
3000,JPE,109,5,1060
3001,JPE,109,5,915
3002,JPE,109,6,1155
3003,JPE,109,6,1311
3004,JPE,109,6,1355
3005,JPE,109,6,1288
3006,JPE,109,6,1198
3007,JPE,109,6,1238
3008,JPE,110,1,37
3009,JPE,110,1,144
3010,JPE,110,1,113
3011,JPE,110,1,73
3012,JPE,110,1,170
3013,JPE,110,1,215
3014,JPE,110,1,1
3015,JPE,110,2,382
3016,JPE,110,2,317
3017,JPE,110,2,239
3018,JPE,110,2,281
3019,JPE,110,2,458
3020,JPE,110,2,394
3021,JPE,110,2,352
3022,JPE,110,2,425
3023,JPE,110,3,564
3024,JPE,110,3,535
3025,JPE,110,3,481
3026,JPE,110,3,609
3027,JPE,110,3,646
3028,JPE,110,3,634
3029,JPE,110,3,592
3030,JPE,110,3,672
3031,JPE,110,3,508
3032,JPE,110,4,771
3033,JPE,110,4,919
3034,JPE,110,4,793
3035,JPE,110,4,883
3036,JPE,110,4,730
3037,JPE,110,4,705
3038,JPE,110,4,900
3039,JPE,110,4,854
3040,JPE,110,4,825
3041,JPE,110,5,1103
3042,JPE,110,5,947
3043,JPE,110,5,994
3044,JPE,110,5,1135
3045,JPE,110,5,1035
3046,JPE,110,5,1071
3047,JPE,110,5,1168
3048,JPE,110,6,1318
3049,JPE,110,6,1255
3050,JPE,110,6,1355
3051,JPE,110,6,1175
3052,JPE,110,6,1286
3053,JPE,110,6,1220
3054,JPE,110,6,1390
3055,JPE,111,1,124
3056,JPE,111,1,1
3057,JPE,111,1,202
3058,JPE,111,1,103
3059,JPE,111,1,174
3060,JPE,111,1,52
3061,JPE,111,2,269
3062,JPE,111,2,425
3063,JPE,111,2,311
3064,JPE,111,2,404
3065,JPE,111,2,227
3066,JPE,111,2,353
3067,JPE,111,3,589
3068,JPE,111,3,555
3069,JPE,111,3,530
3070,JPE,111,3,465
3071,JPE,111,3,686
3072,JPE,111,3,642
3073,JPE,111,3,611
3074,JPE,111,3,498
3075,JPE,111,4,898
3076,JPE,111,4,693
3077,JPE,111,4,765
3078,JPE,111,4,858
3079,JPE,111,4,818
3080,JPE,111,4,733
3081,JPE,111,4,785
3082,JPE,111,5,1043
3083,JPE,111,5,1123
3084,JPE,111,5,1076
3085,JPE,111,5,959
3086,JPE,111,5,1004
3087,JPE,111,5,929
3088,JPE,111,5,990
3089,JPE,111,6,1262
3090,JPE,111,6,1155
3091,JPE,111,6,1353
3092,JPE,111,6,1293
3093,JPE,111,6,1318
3094,JPE,111,6,1342
3095,JPE,111,6,1183
3096,JPE,111,6,1220
3097,JPE,112,S1,226
3098,JPE,112,1,106
3099,JPE,112,1,1
3100,JPE,112,1,209
3101,JPE,112,1,183
3102,JPE,112,1,132
3103,JPE,112,1,68
3104,JPE,112,S1,1
3105,JPE,112,S1,311
3106,JPE,112,S1,29
3107,JPE,112,S1,141
3108,JPE,112,1,48
3109,JPE,112,S1,268
3110,JPE,112,S1,110
3111,JPE,112,S1,60
3112,JPE,112,S1,188
3113,JPE,112,S1,164
3114,JPE,112,S1,289
3115,JPE,112,2,348
3116,JPE,112,2,397
3117,JPE,112,2,471
3118,JPE,112,2,290
3119,JPE,112,2,319
3120,JPE,112,2,253
3121,JPE,112,2,445
3122,JPE,112,3,552
3123,JPE,112,3,497
3124,JPE,112,3,615
3125,JPE,112,3,665
3126,JPE,112,3,718
3127,JPE,112,3,581
3128,JPE,112,3,695
3129,JPE,112,4,887
3130,JPE,112,4,817
3131,JPE,112,4,754
3132,JPE,112,4,915
3133,JPE,112,4,932
3134,JPE,112,4,725
3135,JPE,112,4,939
3136,JPE,112,5,947
3137,JPE,112,5,1091
3138,JPE,112,5,1157
3139,JPE,112,6,1384
3140,JPE,112,5,986
3141,JPE,112,5,1131
3142,JPE,112,5,1054
3143,JPE,112,5,1019
3144,JPE,112,6,1364
3145,JPE,112,6,1223
3146,JPE,112,6,1269
3147,JPE,112,6,1257
3148,JPE,112,6,1322
3149,JPE,112,6,1296
3150,JPE,112,6,1181
3151,JPE,113,1,151
3152,JPE,113,1,223
3153,JPE,113,1,1
3154,JPE,113,1,121
3155,JPE,113,1,46
3156,JPE,113,1,83
3157,JPE,113,1,185
3158,JPE,113,2,376
3159,JPE,113,2,282
3160,JPE,113,2,239
3161,JPE,113,2,345
3162,JPE,113,2,311
3163,JPE,113,2,425
3164,JPE,113,3,551
3165,JPE,113,3,626
3166,JPE,113,3,485
3167,JPE,113,3,582
3168,JPE,113,3,518
3169,JPE,113,3,463
3170,JPE,113,4,811
3171,JPE,113,4,840
3172,JPE,113,4,878
3173,JPE,113,4,785
3174,JPE,113,4,742
3175,JPE,113,4,897
3176,JPE,113,5,1026
3177,JPE,113,4,675
3178,JPE,113,5,1054
3179,JPE,113,5,1088
3180,JPE,113,4,703
3181,JPE,113,5,949
3182,JPE,113,5,1116
3183,JPE,113,5,996
3184,JPE,113,5,1146
3185,JPE,113,6,1277
3186,JPE,113,5,919
3187,JPE,113,6,1341
3188,JPE,113,6,1307
3189,JPE,114,1,175
3190,JPE,113,6,1239
3191,JPE,114,1,1
3192,JPE,113,6,1163
3193,JPE,114,1,100
3194,JPE,114,1,38
3195,JPE,114,2,280
3196,JPE,114,1,61
3197,JPE,114,1,145
3198,JPE,114,2,236
3199,JPE,114,2,257
3200,JPE,114,2,403
3201,JPE,114,2,366
3202,JPE,114,2,340
3203,JPE,114,2,317
3204,JPE,114,3,517
3205,JPE,114,3,538
3206,JPE,114,3,485
3207,JPE,114,3,576
3208,JPE,114,3,594
3209,JPE,114,3,452
3210,JPE,114,3,413
3211,JPE,114,4,644
3212,JPE,114,4,774
3213,JPE,114,4,607
3214,JPE,114,4,744
3215,JPE,114,4,816
3216,JPE,114,4,713
3217,JPE,114,4,672
3218,JPE,114,5,905
3219,JPE,114,5,931
3220,JPE,114,5,956
3221,JPE,114,5,835
3222,JPE,114,5,871
3223,JPE,114,6,997
3224,JPE,114,6,1069
3225,JPE,114,6,1098
3226,JPE,114,6,1124
3227,JPE,114,6,1041
3228,JPE,115,1,69
3229,JPE,115,1,141
3230,JPE,115,1,43
3231,JPE,115,1,103
3232,JPE,115,2,171
3233,JPE,115,2,250
3234,JPE,105,6,1121
3235,JPE,105,6,1167
3236,JPE,105,6,1201
3237,JPE,105,6,1235
3238,JPE,105,6,1269
3239,JPE,105,6,1293
3240,JPE,105,6,1308
3241,JPE,105,6,1322
3242,JPE,115,2,302
3243,JPE,115,2,200
3244,JPE,115,2,338
3245,JPE,115,3,365
3246,JPE,115,3,482
3247,JPE,115,3,403
3248,JPE,115,3,494
3249,JPE,115,3,447
3250,JPE,115,4,523
3251,JPE,115,4,548
3252,JPE,115,4,665
3253,JPE,115,4,639
3254,JPE,115,4,588
3255,JPE,115,5,820
3256,JPE,115,5,868
3257,JPE,115,5,770
3258,JPE,115,5,707
3259,JPE,115,5,748
3260,JPE,115,6,1049
3261,JPE,115,6,1020
3262,JPE,115,6,986
3263,JPE,115,6,901
3264,JPE,116,1,1
3265,JPE,115,6,925
3266,JPE,116,1,82
3267,JPE,116,1,38
3268,JPE,116,1,113
3269,JPE,116,1,141
3270,JPE,116,2,303
3271,JPE,116,2,351
3272,JPE,116,2,235
3273,JPE,116,2,260
3274,JPE,116,2,173
3275,JPE,116,3,533
3276,JPE,116,3,467
3277,JPE,116,3,499
3278,JPE,116,3,381
3279,JPE,116,3,423
3280,JPE,116,4,746
3281,JPE,116,4,573
3282,JPE,116,4,633
3283,JPE,116,4,709
3284,JPE,116,5,931
3285,JPE,116,4,667
3286,JPE,116,5,810
3287,JPE,116,5,951
3288,JPE,116,5,773
3289,JPE,116,5,881
3290,JPE,116,5,837
3291,JPE,116,6,1105
3292,JPE,116,6,1023
3293,JPE,116,6,981
3294,JPE,116,6,1150
3295,JPE,116,6,1058
3296,JPE,117,1,87
3297,JPE,117,1,38
3298,JPE,117,1,1
3299,JPE,117,1,116
3300,JPE,117,1,138
3301,JPE,117,2,211
3302,JPE,117,2,165
3303,JPE,117,2,281
3304,JPE,117,2,324
3305,JPE,117,2,257
3306,JPE,117,3,371
3307,JPE,117,3,504
3308,JPE,117,3,555
3309,JPE,117,3,453
3310,JPE,117,4,591
3311,JPE,117,4,635
3312,JPE,117,4,668
3313,JPE,117,4,701
3314,JPE,117,4,745
3315,JPE,117,5,861
3316,JPE,117,5,785
3317,JPE,117,5,815
3318,JPE,117,5,914
3319,JPE,117,5,941
3320,JPE,117,6,1140
3321,JPE,117,6,1074
3322,JPE,117,6,1031
3323,JPE,117,6,1105
3324,JPE,117,6,987
3325,JPE,118,1,156
3326,JPE,118,1,1
3327,JPE,118,1,76
3328,JPE,118,1,113
3329,JPE,118,1,39
3330,JPE,118,2,300
3331,JPE,118,2,274
3332,JPE,118,2,355
3333,JPE,118,2,189
3334,JPE,118,2,222
3335,JPE,118,3,485
3336,JPE,118,3,599
3337,JPE,118,3,433
3338,JPE,118,3,536
3339,JPE,118,4,723
3340,JPE,118,4,747
3341,JPE,118,4,787
3342,JPE,118,4,649
3343,JPE,118,4,681
3344,JPE,118,5,949
3345,JPE,118,5,866
3346,JPE,118,5,833
3347,JPE,118,6,1151
3348,JPE,118,5,908
3349,JPE,118,6,1037
3350,JPE,118,6,1200
3351,JPE,118,5,988
3352,JPE,118,6,1110
3353,JPE,118,6,1079
3354,JPE,119,2,289
3355,JPE,119,2,212
3356,JPE,119,2,242
3357,JPE,119,2,325
3358,JPE,119,2,183
3359,JPE,119,3,565
3360,JPE,119,3,426
3361,JPE,119,3,468
3362,JPE,119,3,511
3363,JPE,119,3,379
3364,JPE,119,4,766
3365,JPE,119,4,639
3366,JPE,119,4,617
3367,JPE,119,4,686
3368,JPE,119,4,721
3369,JPE,119,5,925
3370,JPE,119,5,959
3371,JPE,119,5,889
3372,JPE,119,5,821
3373,JPE,119,5,982
3374,JPE,119,6,1061
3375,JPE,119,6,1104
3376,JPE,119,6,1141
3377,JPE,119,6,1201
3378,JPE,120,1,77
3379,JPE,120,1,1
3380,JPE,120,1,160
3381,JPE,120,1,116
3382,JPE,120,1,41
3383,JPE,120,2,304
3384,JPE,120,2,233
3385,JPE,120,2,346
3386,JPE,120,3,446
3387,JPE,120,2,187
3388,JPE,120,2,268
3389,JPE,120,3,513
3390,JPE,120,3,552
3391,JPE,120,3,359
3392,JPE,120,3,398
3393,JPE,120,4,740
3394,JPE,120,4,593
3395,JPE,120,4,696
3396,JPE,120,4,782
3397,JPE,120,5,879
3398,JPE,120,5,926
3399,JPE,120,5,986
3400,JPE,120,5,847
3401,JPE,120,5,815
3402,JPE,120,6,1057
3403,JPE,120,6,1083
3404,JPE,120,6,1027
3405,JPE,120,6,1133
3406,JPE,120,6,1173
3407,JPE,121,1,127
3408,JPE,121,1,1
3409,JPE,121,1,28
3410,JPE,121,1,74
3411,JPE,121,1,186
3412,JPE,121,2,273
3413,JPE,121,2,323
3414,JPE,121,2,221
3415,JPE,121,2,358
3416,JPE,121,3,493
3417,JPE,121,3,584
3418,JPE,121,3,528
3419,JPE,121,3,437
3420,JPE,121,3,609
3421,JPE,121,4,643
3422,JPE,121,4,775
3423,JPE,121,4,747
3424,JPE,121,4,682
3425,JPE,121,5,966
3426,JPE,121,5,940
3427,JPE,121,5,896
3428,JPE,121,5,803
3429,JPE,121,5,844
3430,JPE,121,6,1007
3431,JPE,121,6,1160
3432,JPE,121,6,1055
3433,JPE,121,6,1108
3434,JPE,122,1,52
3435,JPE,122,1,1
3436,JPE,121,6,1205
3437,JPE,122,1,77
3438,JPE,122,1,129
3439,JPE,122,2,422
3440,JPE,122,2,369
3441,JPE,122,1,178
3442,JPE,122,2,319
3443,JPE,122,2,282
3444,JPE,122,2,225
3445,JPE,122,3,621
3446,JPE,122,3,661
3447,JPE,122,3,467
3448,JPE,122,3,554
3449,JPE,122,4,719
3450,JPE,122,4,909
3451,JPE,122,4,806
3452,JPE,122,4,766
3453,JPE,122,4,863
3454,JPE,122,5,1064
3455,JPE,122,5,988
3456,JPE,122,5,1094
3457,JPE,122,5,1013
3458,JPE,122,6,1271
3459,JPE,122,6,1203
3460,JPE,122,6,1235
3461,JPE,122,6,1320
3462,JPE,123,1,1
3463,JPE,123,1,215
3464,JPE,123,1,170
3465,JPE,123,1,66
3466,JPE,123,1,123
3467,QJE,120,2,423
3468,QJE,120,2,467
3469,QJE,120,2,517
3470,QJE,120,2,551
3471,QJE,120,2,585
3472,QJE,120,2,639
3473,QJE,120,2,669
3474,QJE,120,2,701
3475,QJE,120,2,729
3476,QJE,120,2,763
3477,QJE,120,3,1003
3478,QJE,120,3,1031
3479,QJE,120,3,1085
3480,QJE,120,3,1121
3481,QJE,120,3,1155
3482,QJE,120,3,791
3483,QJE,120,3,835
3484,QJE,120,3,865
3485,QJE,120,3,917
3486,QJE,120,3,963
3487,QJE,121,1,1
3488,QJE,121,1,121
3489,QJE,121,1,157
3490,QJE,121,1,197
3491,QJE,121,1,229
3492,QJE,121,1,267
3493,QJE,121,1,289
3494,QJE,121,1,31
3495,QJE,121,1,321
3496,QJE,121,1,79
3497,QJE,121,4,1133
3498,QJE,121,4,1211
3499,QJE,121,4,1249
3500,QJE,121,4,1283
3501,QJE,121,4,1311
3502,QJE,121,4,1347
3503,QJE,121,4,1383
3504,QJE,121,4,1437
3505,QJE,121,4,1473
3506,QJE,127,4,1755
3507,QJE,127,4,1663
3508,QJE,126,1,207
3509,QJE,126,1,51
3510,QJE,126,1,417
3511,QJE,126,1,373
3512,QJE,126,1,475
3513,QJE,126,1,323
3514,QJE,126,1,259
3515,QJE,126,1,1
3516,QJE,126,1,517
3517,QJE,126,1,145
3518,QJE,126,1,103
3519,QJE,126,2,805
3520,QJE,126,2,987
3521,QJE,126,2,593
3522,QJE,126,2,1029
3523,QJE,126,2,557
3524,QJE,126,2,749
3525,QJE,126,2,857
3526,QJE,126,2,651
3527,QJE,126,2,947
3528,QJE,126,2,699
3529,QJE,126,2,895
3530,QJE,126,3,1319
3531,QJE,126,3,1071
3532,QJE,126,3,1271
3533,QJE,126,3,1447
3534,QJE,126,3,1411
3535,QJE,126,3,1173
3536,QJE,126,3,1213
3537,QJE,126,3,1485
3538,QJE,126,3,1375
3539,QJE,126,3,1539
3540,QJE,126,4,1709
3541,QJE,126,4,1841
3542,QJE,126,4,1879
3543,QJE,126,3,1133
3544,QJE,126,4,2063
3545,QJE,126,4,2125
3546,QJE,126,4,1661
3547,QJE,126,4,1961
3548,QJE,126,4,1593
3549,QJE,126,4,2117
3550,QJE,126,4,1909
3551,QJE,126,4,1799
3552,QJE,126,4,1755
3553,QJE,126,4,2005
3554,QJE,127,1,283
3555,QJE,127,1,137
3556,QJE,127,1,1
3557,QJE,127,1,379
3558,QJE,127,1,493
3559,QJE,127,1,97
3560,QJE,127,1,57
3561,QJE,127,1,199
3562,QJE,127,1,237
3563,QJE,127,1,437
3564,QJE,127,1,333
3565,QJE,127,2,645
3566,QJE,127,2,753
3567,QJE,127,2,535
3568,QJE,127,2,829
3569,QJE,127,2,889
3570,QJE,127,2,701
3571,QJE,127,2,587
3572,QJE,127,2,947
3573,QJE,127,2,793
3574,QJE,127,2,1017
3575,QJE,127,3,1143
3576,QJE,127,3,1393
3577,QJE,127,3,1205
3578,QJE,127,3,1243
3579,QJE,127,3,1339
3580,QJE,127,3,1057
3581,QJE,127,3,1287
3582,QJE,127,3,1515
3583,QJE,127,3,1469
3584,QJE,127,3,1107
3585,QJE,127,4,1611
3586,QJE,127,4,1843
3587,QJE,127,4,1883
3588,QJE,127,4,1551
3589,QJE,127,4,1927
3590,QJE,127,4,1971
3591,QJE,127,4,1813
3592,QJE,127,4,1707
3593,QJE,128,1,425
3594,QJE,128,1,1
3595,QJE,128,1,337
3596,QJE,128,1,287
3597,QJE,128,1,165
3598,QJE,128,1,249
3599,QJE,128,1,53
3600,QJE,128,1,105
3601,QJE,128,1,205
3602,QJE,128,1,371
3603,QJE,128,2,861
3604,QJE,128,2,917
3605,QJE,128,2,725
3606,QJE,128,2,623
3607,QJE,128,2,771
3608,QJE,128,2,531
3609,QJE,128,2,581
3610,QJE,128,2,807
3611,QJE,128,2,669
3612,QJE,128,2,469
3613,QJE,128,3,967
3614,QJE,128,3,1365
3615,QJE,128,3,1169
3616,QJE,128,3,1219
3617,QJE,128,3,1073
3618,QJE,128,3,1017
3619,QJE,128,3,1321
3620,QJE,128,3,1273
3621,QJE,128,3,1397
3622,QJE,128,3,1123
3623,QJE,128,4,1837
3624,QJE,128,4,1895
3625,QJE,128,4,1449
3626,QJE,128,4,1585
3627,QJE,128,4,1687
3628,QJE,128,4,1633
3629,QJE,128,4,1787
3630,QJE,128,4,1547
3631,QJE,128,4,1499
3632,QJE,128,4,1727
3633,QJE,129,1,435
3634,QJE,129,1,215
3635,QJE,129,1,379
3636,QJE,129,1,151
3637,QJE,129,1,259
3638,QJE,129,1,1
3639,QJE,129,1,61
3640,QJE,129,1,333
3641,QJE,129,1,275
3642,QJE,129,1,105
3643,QJE,129,2,939
3644,QJE,129,2,697
3645,QJE,129,2,477
3646,QJE,129,2,597
3647,QJE,129,2,889
3648,QJE,129,2,995
3649,QJE,129,2,653
3650,QJE,129,2,753
3651,QJE,129,2,823
3652,QJE,129,2,529
3653,QJE,129,3,1409
3654,QJE,129,3,1501
3655,QJE,129,3,1355
3656,QJE,129,3,1221
3657,QJE,129,3,1141
3658,QJE,129,3,1035
3659,QJE,129,3,1311
3660,QJE,129,3,1085
3661,QJE,129,3,1449
3662,QJE,129,3,1255
3663,QJE,129,4,1711
3664,QJE,129,4,1947
3665,QJE,129,4,1861
3666,QJE,129,4,1553
3667,QJE,129,4,1625
3668,QJE,129,4,1661
3669,QJE,129,4,1753
3670,QJE,129,4,1799
3671,QJE,129,4,1995
3672,QJE,129,4,1899
3673,ECA,67,1,1
3674,ECA,67,1,21
3675,ECA,67,1,45
3676,ECA,67,1,65
3677,ECA,67,1,101
3678,ECA,67,1,121
3679,ECA,67,2,251
3680,ECA,67,2,335
3681,ECA,67,2,349
3682,ECA,67,2,375
3683,ECA,67,2,393
3684,ECA,67,3,471
3685,ECA,67,3,499
3686,ECA,67,3,527
3687,ECA,67,3,543
3688,ECA,67,3,565
3689,ECA,67,3,605
3690,ECA,67,4,741
3691,ECA,67,4,783
3692,ECA,67,4,827
3693,ECA,67,4,875
3694,ECA,67,5,1001
3695,ECA,67,5,1029
3696,ECA,67,5,1057
3697,ECA,67,5,1113
3698,ECA,67,5,1157
3699,ECA,67,5,1185
3700,ECA,67,5,1219
3701,ECA,67,6,1255
3702,ECA,67,6,1295
3703,ECA,67,6,1341
3704,ECA,67,6,1385
3705,ECA,67,6,1407
3706,ECA,67,6,1435
3707,ECA,68,1,1
3708,ECA,68,1,23
3709,ECA,68,1,53
3710,ECA,68,1,85
3711,ECA,68,1,119
3712,ECA,68,2,247
3713,ECA,68,2,275
3714,ECA,68,2,309
3715,ECA,68,2,343
3716,ECA,68,2,371
3717,ECA,68,3,525
3718,ECA,68,3,575
3719,ECA,68,3,605
3720,ECA,68,3,643
3721,ECA,68,4,775
3722,ECA,68,4,799
3723,ECA,68,4,839
3724,ECA,68,4,875
3725,ECA,68,4,911
3726,ECA,68,4,931
3727,ECA,68,4,981
3728,ECA,68,5,1029
3729,ECA,68,5,1055
3730,ECA,68,5,1097
3731,ECA,68,5,1127
3732,ECA,68,5,1151
3733,ECA,68,5,1181
3734,ECA,68,5,1231
3735,ECA,68,5,1249
3736,ECA,68,6,1303
3737,ECA,68,6,1343
3738,ECA,68,6,1377
3739,ECA,68,6,1403
3740,ECA,68,6,1435
3741,ECA,68,6,1465
3742,ECA,68,6,1491
3743,ECA,69,1,1
3744,ECA,69,1,37
3745,ECA,69,1,69
3746,ECA,69,1,117
3747,ECA,69,1,163
3748,ECA,69,1,191
3749,ECA,69,2,265
3750,ECA,69,2,307
3751,ECA,69,2,343
3752,ECA,69,2,377
3753,ECA,69,2,413
3754,ECA,69,2,455
3755,ECA,69,2,473
3756,ECA,69,3,537
3757,ECA,69,3,575
3758,ECA,69,3,599
3759,ECA,69,3,633
3760,ECA,69,3,665
3761,ECA,69,3,683
3762,ECA,69,4,831
3763,ECA,69,4,861
3764,ECA,69,4,891
3765,ECA,69,4,935
3766,ECA,69,4,959
3767,ECA,69,4,995
3768,ECA,69,4,1013
3769,ECA,69,4,1039
3770,ECA,69,4,1061
3771,ECA,69,4,1077
3772,ECA,69,5,1127
3773,ECA,69,5,1161
3774,ECA,69,5,1193
3775,ECA,69,5,1237
3776,ECA,69,5,1261
3777,ECA,69,5,1283
3778,ECA,69,5,1315
3779,ECA,69,6,1403
3780,ECA,69,6,1437
3781,ECA,69,6,1467
3782,ECA,69,6,1491
3783,ECA,69,6,1519
3784,ECA,69,6,1555
3785,ECA,69,6,1597
3786,ECA,70,1,47
3787,ECA,70,1,91
3788,ECA,70,1,119
3789,ECA,70,1,163
3790,ECA,70,1,191
3791,ECA,70,1,223
3792,ECA,70,1,263
3793,ECA,70,1,285
3794,ECA,70,2,439
3795,ECA,70,2,481
3796,ECA,70,2,519
3797,ECA,70,2,547
3798,ECA,70,2,583
3799,ECA,70,2,603
3800,ECA,70,2,631
3801,ECA,70,2,663
3802,ECA,70,2,693
3803,ECA,70,2,717
3804,ECA,70,3,855
3805,ECA,70,3,883
3806,ECA,70,3,907
3807,ECA,70,3,929
3808,ECA,70,3,971
3809,ECA,70,3,1007
3810,ECA,70,3,1035
3811,ECA,70,3,1067
3812,ECA,70,3,1111
3813,ECA,70,3,1155
3814,ECA,70,4,1299
3815,ECA,70,4,1341
3816,ECA,70,4,1379
3817,ECA,70,4,1403
3818,ECA,70,4,1445
3819,ECA,70,4,1477
3820,ECA,70,4,1519
3821,ECA,70,4,1545
3822,ECA,70,4,1583
3823,ECA,70,4,1613
3824,ECA,70,5,1711
3825,ECA,70,5,1741
3826,ECA,70,5,1781
3827,ECA,70,5,1805
3828,ECA,70,5,1841
3829,ECA,70,5,1865
3830,ECA,70,5,1893
3831,ECA,70,5,1929
3832,ECA,70,5,1963
3833,ECA,70,5,2007
3834,ECA,71,1,1
3835,ECA,71,1,27
3836,ECA,71,1,71
3837,ECA,71,1,105
3838,ECA,71,1,135
3839,ECA,71,1,173
3840,ECA,71,1,205
3841,ECA,71,1,241
3842,ECA,71,1,285
3843,ECA,71,1,319
3844,ECA,71,2,449
3845,ECA,71,2,551
3846,ECA,71,2,579
3847,ECA,71,2,627
3848,ECA,71,2,675
3849,ECA,71,2,713
3850,ECA,71,3,731
3851,ECA,71,3,757
3852,ECA,71,3,793
3853,ECA,71,3,813
3854,ECA,71,3,857
3855,ECA,71,3,873
3856,ECA,71,3,905
3857,ECA,71,3,933
3858,ECA,71,4,989
3859,ECA,71,4,1027
3860,ECA,71,4,1049
3861,ECA,71,4,1083
3862,ECA,71,4,1121
3863,ECA,71,4,1161
3864,ECA,71,4,1191
3865,ECA,71,4,1215
3866,ECA,71,4,1255
3867,ECA,71,4,1269
3868,ECA,71,5,1307
3869,ECA,71,5,1339
3870,ECA,71,5,1377
3871,ECA,71,5,1405
3872,ECA,71,5,1443
3873,ECA,71,5,1491
3874,ECA,71,5,1519
3875,ECA,71,5,1557
3876,ECA,71,5,1565
3877,ECA,71,5,1579
3878,ECA,71,5,1591
3879,ECA,71,6,1619
3880,ECA,71,6,1661
3881,ECA,71,6,1695
3882,ECA,71,6,1727
3883,ECA,71,6,1767
3884,ECA,71,6,1795
3885,ECA,71,6,1845
3886,ECA,71,6,1897
3887,ECA,70,1,1
3888,ECA,71,2,483
3889,ECA,71,4,1239
3890,ECA,71,4,1287
3891,ECA,76,1,1
3892,ECA,76,1,31
3893,ECA,76,1,71
3894,ECA,76,1,117
3895,ECA,76,1,137
3896,ECA,76,1,155
3897,ECA,76,1,175
3898,ECA,76,1,195
3899,ECA,70,6,2107
3900,ECA,70,6,2141
3901,ECA,70,6,2167
3902,ECA,70,6,2197
3903,ECA,70,6,2225
3904,ECA,70,6,2265
3905,ECA,70,6,2295
3906,ECA,70,6,2351
3907,ECA,70,6,2367
3908,ECA,70,6,2421
3909,ECA,70,6,2455
3910,ECA,72,1,1
3911,ECA,72,1,33
3912,ECA,72,1,77
3913,ECA,72,1,93
3914,ECA,72,1,119
3915,ECA,72,1,159
3916,ECA,72,1,219
3917,ECA,72,1,257
3918,ECA,72,1,281
3919,ECA,72,1,295
3920,ECA,72,2,351
3921,ECA,72,2,383
3922,ECA,72,2,407
3923,ECA,72,2,433
3924,ECA,72,2,467
3925,ECA,72,2,523
3926,ECA,72,2,541
3927,ECA,72,2,569
3928,ECA,72,2,615
3929,ECA,72,2,627
3930,ECA,72,2,641
3931,ECA,72,2,647
3932,ECA,72,3,673
3933,ECA,72,3,701
3934,ECA,72,3,747
3935,ECA,72,3,781
3936,ECA,72,3,823
3937,ECA,72,3,853
3938,ECA,72,3,885
3939,ECA,72,3,927
3940,ECA,72,3,937
3941,ECA,72,3,947
3942,ECA,72,3,963
3943,ECA,72,4,1023
3944,ECA,72,4,1063
3945,ECA,72,4,1105
3946,ECA,72,4,1127
3947,ECA,72,4,1179
3948,ECA,72,4,1221
3949,ECA,72,4,1247
3950,ECA,72,4,1277
3951,ECA,72,4,1295
3952,ECA,72,5,1329
3953,ECA,72,5,1377
3954,ECA,72,5,1409
3955,ECA,72,5,1445
3956,ECA,72,5,1481
3957,ECA,72,5,1519
3958,ECA,72,5,1565
3959,ECA,72,5,1583
3960,ECA,72,5,1601
3961,ECA,72,5,1617
3962,ECA,72,6,1631
3963,ECA,72,6,1667
3964,ECA,72,6,1715
3965,ECA,72,6,1737
3966,ECA,72,6,1773
3967,ECA,72,6,1809
3968,ECA,72,6,1845
3969,ECA,72,6,1859
3970,ECA,72,6,1877
3971,ECA,72,6,1899
3972,ECA,73,1,1
3973,ECA,73,1,39
3974,ECA,73,1,69
3975,ECA,73,1,93
3976,ECA,73,1,141
3977,ECA,73,1,175
3978,ECA,73,1,203
3979,ECA,73,1,245
3980,ECA,73,1,263
3981,ECA,73,1,279
3982,ECA,73,2,341
3983,ECA,73,2,377
3984,ECA,73,2,417
3985,ECA,73,2,459
3986,ECA,73,2,481
3987,ECA,73,2,517
3988,ECA,73,2,571
3989,ECA,73,2,629
3990,ECA,73,2,647
3991,ECA,73,3,669
3992,ECA,73,3,739
3993,ECA,73,3,771
3994,ECA,73,3,837
3995,ECA,73,3,903
3996,ECA,73,3,949
3997,ECA,73,3,961
3998,ECA,73,3,983
3999,ECA,73,4,1053
4000,ECA,73,4,1103
4001,ECA,73,4,1125
4002,ECA,73,4,1137
4003,ECA,73,4,1175
4004,ECA,73,4,1205
4005,ECA,73,4,1237
4006,ECA,73,4,1283
4007,ECA,73,4,1329
4008,ECA,73,4,1351
4009,ECA,73,4,1367
4010,ECA,73,5,1401
4011,ECA,73,5,1431
4012,ECA,73,5,1477
4013,ECA,73,5,1525
4014,ECA,73,5,1551
4015,ECA,73,5,1587
4016,ECA,73,5,1623
4017,ECA,73,5,1673
4018,ECA,73,5,1693
4019,ECA,73,6,1723
4020,ECA,73,6,1771
4021,ECA,73,6,1815
