InstID,ArticleID,AuthorID,Year
14,4401,1697,1997
494,4401,1697,1997
494,4401,3855,1997
14,4401,3855,1997
494,4401,4074,1997
14,4401,4074,1997
494,4401,4859,1997
14,4401,4859,1997
337,4402,5787,1997
15,4403,1351,1997
21,4403,5311,1997
1,4404,538,1997
249,4404,2572,1997
247,4404,2572,1997
527,4404,2572,1997
504,4405,1329,1997
1,4405,1329,1997
255,4405,1718,1997
337,4405,4069,1997
3,4406,754,1997
3,4406,1875,1997
51,4407,718,1997
640,4407,3342,1997
78,4408,1094,1997
101,4408,3712,1997
641,4408,4968,1997
31,4408,5263,1997
2,4409,1233,1997
494,4409,1233,1997
2,4409,1484,1997
494,4409,1484,1997
20,4410,1856,1997
20,4410,2747,1997
13,4411,663,1997
494,4411,663,1997
494,4411,4381,1997
51,4411,4381,1997
181,4412,4108,1997
17,4413,4632,1998
169,4414,2867,1998
191,4414,2867,1998
2,4414,4281,1998
182,4415,3284,1998
174,4415,3579,1998
171,4415,5059,1998
6,4416,2247,1998
542,4416,5471,1998
3,4416,5471,1998
1,4417,1133,1998
1,4417,3137,1998
542,4418,462,1998
3,4418,462,1998
494,4418,462,1998
13,4419,4434,1998
504,4420,55,1998
347,4420,55,1998
548,4420,55,1998
284,4420,3652,1998
555,4420,3652,1998
504,4420,3652,1998
494,4421,769,1998
4,4421,769,1998
494,4421,4311,1998
4,4421,4311,1998
494,4422,915,1998
30,4422,915,1998
2,4423,3800,1998
183,4424,533,1998
183,4424,7528,1998
504,4425,3553,1998
3,4425,3553,1998
494,4425,3553,1998
3,4425,4684,1998
494,4425,4684,1998
494,4426,1233,1998
2,4426,1233,1998
589,4426,5172,1998
61,4427,2708,1998
5,4427,6066,1998
4,4428,470,1998
10,4428,2855,1998
84,4429,2232,1998
494,4429,4757,1998
40,4429,4757,1998
4,4430,769,1998
494,4430,769,1998
524,4431,2256,1998
170,4431,2256,1998
524,4431,7229,1998
170,4431,7229,1998
494,4432,638,1998
2,4432,638,1998
494,4432,2612,1998
2,4432,2612,1998
175,4433,2960,1998
148,4433,4401,1998
494,4434,961,1998
2,4434,961,1998
494,4434,3422,1998
2,4434,3422,1998
3,4435,4684,1998
1,4435,5508,1998
5,4436,2135,1998
5,4436,6066,1998
2,4437,920,1998
27,4438,2123,1998
76,4438,3222,1998
4,4439,535,1998
494,4439,535,1998
265,4439,2276,1998
504,4439,2276,1998
52,4440,2501,1998
411,4440,5186,1998
494,4440,5186,1998
6,4440,5339,1998
42,4441,2147,1998
122,4442,1027,1998
2,4442,1233,1998
494,4442,1233,1998
494,4442,3018,1998
2,4442,3018,1998
5,4442,3710,1998
494,4442,3710,1998
617,4443,2411,1998
426,4443,2965,1998
17,4444,1251,1998
494,4444,1251,1998
494,4444,5556,1998
14,4444,5556,1998
1,4445,1133,1998
504,4446,3030,1998
411,4446,3030,1998
5,4447,804,1998
617,4447,2789,1998
1,4448,3996,1998
494,4449,67,1998
4,4449,67,1998
2,4449,1195,1998
494,4449,3422,1998
2,4449,3422,1998
524,4450,2905,1998
170,4450,2905,1998
11,4450,2905,1998
169,4450,5435,1998
170,4450,5435,1998
38,4451,1527,1998
494,4451,1527,1998
494,4451,2779,1998
14,4451,2779,1998
170,4451,5435,1998
169,4451,5435,1998
642,4452,1225,1999
643,4452,2281,1999
617,4452,4407,1999
11,4453,3774,1999
338,4454,450,1999
337,4454,2977,1999
338,4454,5392,1999
78,4455,2741,1999
11,4455,3876,1999
494,4456,804,1999
5,4456,804,1999
5,4456,4873,1999
494,4456,4873,1999
6,4457,2660,1999
494,4457,2660,1999
578,4458,1086,1999
18,4458,2945,1999
624,4459,1990,1999
624,4459,3550,1999
504,4459,3550,1999
581,4460,2272,1999
625,4460,5016,1999
51,4461,1429,1999
494,4461,1429,1999
1,4461,2940,1999
494,4461,2940,1999
494,4461,4587,1999
102,4461,4587,1999
11,4462,2278,1999
2,4463,3800,1999
494,4464,1996,1999
1,4464,1996,1999
494,4464,3090,1999
3,4464,3090,1999
494,4465,2916,1999
2,4465,2916,1999
2,4465,3558,1999
4,4466,67,1999
494,4466,67,1999
1,4467,3037,1999
494,4467,3037,1999
411,4467,5862,1999
617,4468,5158,1999
24,4469,852,1999
30,4469,3743,1999
24,4469,5483,1999
617,4470,1615,1999
617,4470,1893,1999
59,4470,2738,1999
617,4470,2738,1999
617,4471,137,1999
617,4471,3955,1999
494,4471,4887,1999
617,4471,4887,1999
25,4471,4887,1999
2,4472,1059,1999
4,4473,6507,1999
4,4473,7411,1999
1,4474,6008,1999
11,4475,3876,1999
19,4475,5628,1999
341,4476,1653,1999
343,4476,3312,1999
38,4477,891,1999
262,4477,891,1999
14,4478,2008,1999
494,4478,2008,1999
36,4478,4863,1999
494,4478,4863,1999
494,4479,29,1999
82,4479,29,1999
518,4479,4799,1999
518,4479,4941,1999
2,4479,4941,1999
4,4480,1275,1999
644,4481,103,1999
494,4481,1484,1999
2,4481,1484,1999
44,4482,1109,1999
494,4482,1109,1999
617,4483,4557,1999
3,4483,4717,1999
494,4483,4717,1999
2,4484,4904,1999
254,4485,308,1999
9,4485,308,1999
578,4485,841,1999
134,4485,3659,1999
254,4485,3659,1999
254,4485,5052,1999
16,4485,5052,1999
494,4486,1750,1999
2,4486,1750,1999
494,4486,4675,1999
2,4486,4675,1999
504,4487,98,1999
2,4487,98,1999
1,4487,98,1999
494,4487,98,1999
11,4487,4762,1999
578,4487,5959,1999
20,4488,944,1999
5,4488,2866,1999
19,4489,4035,1999
1,4489,4891,1999
1,4490,24,1999
582,4490,4578,1999
170,4490,4578,1999
503,4490,5691,1999
527,4490,5691,1999
504,4491,4991,1999
9,4491,4991,1999
3,4492,2212,2007
5,4493,1492,2006
494,4494,1057,2006
513,4494,1057,2006
494,4494,1132,2006
513,4494,1132,2006
494,4494,4183,2006
513,4494,4183,2006
617,4495,245,2006
617,4495,514,2006
106,4495,1724,2006
11,4496,147,2006
2,4497,4904,2006
13,4498,1978,2006
494,4498,1978,2006
2,4499,457,2006
4,4499,457,2006
3,4500,3861,2006
494,4501,1461,2006
6,4501,1461,2006
338,4502,230,2006
253,4502,1640,2006
338,4502,4067,2006
1,4503,215,2007
494,4503,215,2007
51,4504,667,2007
494,4504,667,2007
494,4505,1428,2007
36,4505,1428,2007
494,4505,2666,2007
52,4505,2666,2007
477,4506,1652,2007
2,4506,4673,2007
32,4506,5214,2007
617,4507,4072,2007
169,4507,5316,2007
504,4507,5316,2007
617,4508,1904,2007
238,4508,1904,2007
238,4508,2204,2007
617,4508,2204,2007
351,4509,525,2007
399,4509,525,2007
351,4509,4316,2007
399,4509,4316,2007
504,4510,243,2007
169,4510,243,2007
527,4510,2386,2007
249,4510,2386,2007
504,4510,3556,2007
3,4510,3556,2007
11,4511,804,2007
494,4511,804,2007
494,4511,4873,2007
5,4511,4873,2007
613,4512,3305,2007
169,4512,3305,2007
509,4512,3305,2007
336,4512,3305,2007
509,4512,4420,2007
181,4512,4420,2007
504,4512,4420,2007
10,4512,5158,2007
509,4512,5158,2007
494,4512,5158,2007
23,4513,1721,2007
2,4513,5043,2007
494,4513,5043,2007
2,4514,108,2007
494,4514,108,2007
494,4514,4070,2007
1,4514,4070,2007
494,4515,1767,2007
169,4515,1767,2007
504,4515,1767,2007
51,4515,2450,2007
215,4516,4164,2007
540,4516,4164,2007
504,4517,1669,2007
1,4517,1669,2007
494,4517,1669,2007
504,4517,5038,2007
2,4517,5038,2007
16,4518,1120,2007
9,4518,1791,2007
390,4518,3172,2007
390,4518,4114,2007
338,4519,1287,2007
338,4519,5658,2007
614,4519,5658,2007
170,4520,2280,2007
173,4520,2323,2007
169,4520,4310,2007
17,4521,4169,2007
5,4522,1625,2007
5,4522,1641,2007
494,4522,3124,2007
8,4522,3124,2007
509,4522,3124,2007
504,4522,3124,2007
11,4523,38,2007
11,4523,4688,2007
494,4523,4688,2007
11,4524,1487,2007
2,4524,3996,2007
46,4525,3503,2007
494,4525,4131,2007
5,4525,4131,2007
101,4526,7032,2007
617,4526,7032,2007
1,4527,2317,2007
3,4527,4956,2007
338,4528,1671,2007
11,4528,5382,2007
494,4528,5382,2007
1,4529,24,2007
1,4529,1669,2007
9,4529,3451,2007
1,4529,3451,2007
2,4529,5274,2007
17,4530,1251,2007
494,4530,1251,2007
2,4531,3104,2007
494,4531,3104,2007
2,4532,4960,2007
1,4533,2317,2007
494,4534,1636,2007
3,4534,1636,2007
15,4534,3708,2007
9,4535,6013,2006
494,4536,353,2006
13,4536,353,2006
1,4536,3966,2006
494,4536,3966,2006
5,4536,4434,2006
494,4536,4434,2006
38,4537,2080,2006
38,4537,4371,2006
38,4537,5849,2006
1,4537,6008,2006
494,4537,6008,2006
2,4538,1205,2006
494,4538,1205,2006
1,4538,6008,2006
494,4538,6008,2006
3,4539,868,2006
617,4539,868,2006
9,4539,1180,2006
494,4539,1180,2006
213,4540,1355,2006
494,4540,1355,2006
252,4540,1355,2006
504,4540,1355,2006
504,4540,2159,2006
169,4540,2159,2006
533,4540,3658,2006
213,4540,3847,2006
1,4541,1316,2006
6,4541,1316,2006
2,4541,4176,2006
3,4541,5928,2006
2,4542,1563,2006
5,4542,2311,2006
9,4542,4739,2006
9,4542,5278,2006
249,4543,2572,2006
527,4543,2572,2006
1,4543,2572,2006
4,4543,5041,2006
494,4543,5041,2006
504,4543,5041,2006
18,4544,254,2006
98,4544,1001,2006
494,4544,2761,2006
3,4544,2761,2006
93,4544,3987,2006
98,4544,4203,2006
504,4545,2905,2007
494,4545,2905,2007
169,4545,2905,2007
494,4545,4214,2007
5,4545,4214,2007
169,4545,4214,2007
17,4546,641,2007
19,4546,5410,2007
524,4547,2256,2007
170,4547,2256,2007
524,4547,5734,2007
540,4547,5734,2007
169,4547,5734,2007
529,4548,246,2007
11,4548,246,2007
494,4548,1175,2007
11,4548,1175,2007
494,4548,4688,2007
11,4548,4688,2007
2,4549,1627,2007
494,4549,1627,2007
494,4550,625,2007
2,4550,625,2007
83,4550,3378,2007
509,4551,3677,2007
494,4551,3677,2007
3,4551,3677,2007
504,4551,3677,2007
16,4551,4754,2007
494,4551,5227,2007
2,4551,5227,2007
578,4551,5318,2007
8,4552,3269,2007
76,4552,5294,2007
9,4553,337,2007
9,4553,755,2007
5,4553,3192,2007
498,4554,953,2007
501,4554,953,2007
1,4554,1133,2007
341,4554,1711,2007
169,4554,2905,2007
2,4554,4578,2007
9,4555,5997,2007
494,4555,5997,2007
2,4556,2867,2008
169,4556,2867,2008
192,4556,2867,2008
192,4556,4281,2008
2,4556,4281,2008
169,4556,4281,2008
564,4557,2108,2008
252,4557,2108,2008
39,4557,5663,2008
2,4558,4164,2008
494,4558,4164,2008
494,4559,147,2008
11,4559,147,2008
11,4559,1175,2008
494,4559,1175,2008
4,4559,2698,2008
494,4559,2698,2008
494,4560,1195,2008
509,4560,1195,2008
1,4560,1195,2008
135,4560,1279,2008
681,4560,1279,2008
494,4561,2696,2008
3,4561,2696,2008
494,4561,3861,2008
3,4561,3861,2008
2,4562,98,2008
494,4562,98,2008
504,4562,98,2008
3,4562,1772,2008
540,4562,4578,2008
2,4562,4578,2008
10,4563,15,2008
494,4563,15,2008
514,4563,1804,2008
352,4563,1804,2008
247,4563,5050,2008
581,4563,5050,2008
18,4564,905,2008
617,4564,905,2008
18,4564,920,2008
617,4564,920,2008
494,4565,2836,2008
6,4565,2836,2008
3,4565,5471,2008
16,4566,460,2008
494,4566,6008,2008
16,4566,6008,2008
540,4567,1525,2008
2,4567,1525,2008
494,4567,3626,2008
504,4567,3626,2008
4,4567,3626,2008
17,4567,6073,2008
9,4568,1591,2008
2,4569,1986,2008
494,4569,1986,2008
494,4569,4993,2008
1,4569,4993,2008
2,4570,263,2008
2,4570,3047,2008
2,4570,5227,2008
8,4571,297,2008
8,4571,4573,2008
16,4572,299,2008
16,4572,3720,2008
532,4573,966,2008
509,4573,1825,2008
10,4573,1825,2008
341,4574,1711,2008
10,4574,3883,2008
494,4575,2530,2008
9,4575,2530,2008
9,4575,5897,2008
494,4576,1097,2008
61,4576,1097,2008
494,4576,2940,2008
1,4576,2940,2008
616,4577,3537,2008
3,4578,754,2008
494,4578,754,2008
509,4578,6073,2008
17,4578,6073,2008
504,4578,6073,2008
5,4579,4709,2008
16,4580,120,2008
13,4580,3637,2008
494,4581,1767,2008
504,4581,1767,2008
169,4581,1767,2008
252,4581,4221,2008
17,4582,4152,2008
494,4583,2018,2008
5,4583,2018,2008
626,4584,4275,2008
494,4584,4508,2008
5,4584,4508,2008
255,4585,2045,2008
540,4585,2045,2008
504,4585,2045,2008
11,4586,3118,2008
1,4586,3966,2008
494,4586,3966,2008
495,4586,3966,2008
20,4587,944,2008
578,4587,1246,2008
427,4587,5536,2008
65,4588,2638,2008
494,4588,3127,2008
6,4588,3127,2008
504,4589,1556,2008
494,4589,1556,2008
9,4589,1556,2008
504,4589,3131,2008
9,4589,3131,2008
494,4589,3131,2008
2,4590,4130,2008
62,4590,4130,2008
509,4590,4130,2008
494,4591,1777,2008
176,4591,1777,2008
617,4591,1777,2008
25,4591,1777,2008
617,4591,5398,2008
146,4591,5765,2008
580,4592,372,2008
578,4592,743,2008
169,4592,1553,2008
13,4593,6056,2008
542,4594,462,2008
494,4594,462,2008
3,4594,462,2008
3,4594,775,2008
494,4594,775,2008
494,4595,1503,2008
2,4595,1503,2008
1,4595,4250,2008
75,4596,2339,2008
47,4596,3621,2008
494,4596,3621,2008
30,4596,5980,2008
216,4597,1105,2009
494,4597,5680,2009
215,4597,5680,2009
9,4597,5897,2009
494,4597,5897,2009
6,4598,1260,2009
24,4598,4385,2009
494,4598,4385,2009
18,4598,4719,2009
48,4599,140,2009
10,4599,403,2009
23,4600,136,2009
23,4600,983,2009
605,4600,6128,2009
2,4601,1440,2009
32,4601,6703,2009
2,4602,4281,2009
2,4603,2916,2009
494,4603,2916,2009
494,4603,3412,2009
321,4603,3412,2009
337,4603,4366,2009
10,4604,46,2009
494,4604,46,2009
494,4604,5222,2009
5,4604,5222,2009
494,4605,1737,2009
8,4605,1737,2009
8,4605,3005,2009
494,4605,3005,2009
23,4606,386,2009
494,4606,386,2009
494,4606,489,2009
5,4606,489,2009
494,4607,1636,2009
3,4607,1636,2009
494,4607,3274,2009
3,4607,3274,2009
8,4607,4238,2009
73,4608,1581,2009
494,4608,1581,2009
10,4608,5051,2009
494,4608,5051,2009
514,4609,3548,2009
509,4609,3548,2009
343,4609,3548,2009
184,4609,5182,2009
514,4609,5182,2009
509,4609,5182,2009
106,4610,726,2009
11,4610,1175,2009
513,4610,4233,2009
494,4611,3714,2009
15,4611,3714,2009
20,4612,2005,2009
494,4612,2005,2009
11,4612,5382,2009
494,4612,5382,2009
338,4613,2403,2009
504,4613,2403,2009
336,4613,2403,2009
504,4613,3814,2009
255,4613,3814,2009
12,4614,225,2009
32,4614,5013,2009
337,4615,598,2009
20,4615,937,2009
1,4615,1165,2009
337,4615,3594,2009
392,4615,4428,2009
170,4616,870,2009
497,4616,2754,2009
497,4616,5826,2009
170,4616,5826,2009
24,4617,3474,2009
48,4617,4865,2009
16,4618,5690,2009
504,4618,5690,2009
494,4618,5690,2009
494,4619,1561,2009
3,4619,1561,2009
494,4619,4960,2009
17,4619,4960,2009
10,4619,4960,2009
263,4620,3550,2009
504,4620,3550,2009
496,4620,3550,2009
504,4620,3553,2009
3,4620,3553,2009
494,4620,3553,2009
13,4620,4357,2009
504,4620,4357,2009
494,4620,4357,2009
2,4621,448,2009
53,4621,1166,2009
495,4621,3996,2009
494,4621,3996,2009
2,4621,3996,2009
494,4622,699,2009
2,4622,699,2009
2,4622,4064,2009
494,4622,4064,2009
2,4622,4626,2009
494,4622,4626,2009
617,4623,1673,2009
509,4624,5711,2009
504,4624,5711,2009
494,4624,5711,2009
9,4624,5711,2009
617,4624,7571,2009
11,4625,38,2009
6,4625,1316,2009
2,4625,3770,2009
494,4625,3770,2009
37,4625,5610,2009
504,4626,2988,2009
514,4626,2988,2009
509,4626,2988,2009
341,4626,2988,2009
514,4626,4676,2009
509,4626,4676,2009
504,4626,4676,2009
271,4626,4676,2009
341,4626,4676,2009
510,4626,4676,2009
494,4627,271,2009
617,4627,271,2009
10,4627,271,2009
16,4627,857,2009
242,4627,857,2009
494,4627,1736,2009
3,4627,1736,2009
494,4628,215,2009
1,4628,215,2009
3,4629,778,2009
494,4629,778,2009
494,4629,4508,2009
5,4629,4508,2009
494,4630,203,2009
3,4630,203,2009
3,4630,453,2009
494,4630,453,2009
504,4631,1669,2009
494,4631,1669,2009
1,4631,1669,2009
13,4631,3512,2009
581,4631,4548,2009
459,4631,4683,2009
2,4631,5038,2009
504,4631,5038,2009
13,4632,3883,2009
5,4632,4055,2009
10,4633,1895,2009
494,4633,5817,2009
11,4633,5817,2009
494,4634,296,2009
6,4634,296,2009
2,4634,651,2009
494,4634,651,2009
494,4634,1205,2009
2,4634,1205,2009
1,4634,1843,2009
494,4634,2456,2009
6,4634,2456,2009
136,4635,906,2009
494,4635,3006,2009
639,4635,3006,2009
494,4635,4452,2009
67,4635,4452,2009
9,4636,1419,2009
494,4636,1419,2009
9,4636,3453,2009
338,4636,4137,2009
6,4637,2753,2009
13,4637,5998,2009
494,4638,3770,2009
2,4638,3770,2009
428,4638,4648,2009
14,4638,5433,2009
37,4638,5610,2009
3,4639,462,2009
494,4639,3090,2009
6,4639,3090,2009
213,4640,1356,2010
213,4640,3664,2010
494,4641,2698,2010
11,4641,2698,2010
494,4642,1737,2010
8,4642,1737,2010
494,4642,2698,2010
11,4642,2698,2010
57,4642,5400,2010
6,4643,1316,2010
1,4643,1316,2010
574,4643,1316,2010
574,4643,1518,2010
4,4643,1518,2010
51,4643,2964,2010
574,4643,2964,2010
504,4643,3677,2010
3,4643,3677,2010
494,4643,3677,2010
1,4643,5227,2010
574,4643,5227,2010
2,4643,5227,2010
3,4644,208,2010
617,4644,552,2010
645,4644,5607,2010
172,4644,5870,2010
219,4645,122,2010
219,4645,1787,2010
10,4646,3437,2010
494,4646,3437,2010
51,4647,1546,2010
494,4647,1546,2010
51,4647,1672,2010
494,4647,4257,2010
20,4647,4257,2010
494,4647,5172,2010
10,4647,5172,2010
494,4648,271,2010
617,4648,271,2010
10,4648,271,2010
494,4648,4390,2010
617,4648,4390,2010
101,4648,4390,2010
101,4648,5845,2010
617,4648,5845,2010
494,4649,1567,2010
11,4649,1567,2010
584,4649,2392,2010
494,4649,5997,2010
9,4649,5997,2010
494,4650,538,2010
1,4650,538,2010
2,4650,4281,2010
494,4650,4281,2010
494,4651,4960,2010
10,4651,4960,2010
17,4651,4960,2010
1,4652,2709,2010
494,4652,3046,2010
20,4652,3046,2010
494,4652,4598,2010
1,4652,4598,2010
6,4653,194,2010
494,4653,194,2010
9,4653,1419,2010
494,4653,1419,2010
2,4653,2138,2010
1,4653,3008,2010
494,4653,3008,2010
2,4654,1565,2010
249,4654,1565,2010
1,4654,2317,2010
494,4655,1986,2010
2,4655,1986,2010
4,4655,4273,2010
1,4656,1443,2010
13,4656,1618,2010
2,4657,4808,2010
494,4657,4808,2010
185,4658,536,2010
2,4658,2293,2010
2,4658,4814,2010
4,4659,1667,2010
4,4659,1888,2010
13,4660,2656,2010
11,4660,2868,2010
213,4660,5606,2010
2,4661,263,2010
2,4661,4578,2010
498,4661,4599,2010
272,4661,4599,2010
250,4661,6044,2010
186,4662,166,2010
615,4662,166,2010
540,4662,1116,2010
213,4662,1116,2010
494,4662,1116,2010
150,4663,2448,2010
494,4663,3679,2010
36,4663,3679,2010
36,4663,5195,2010
494,4663,5195,2010
24,4664,503,2010
2,4664,3261,2010
26,4664,6094,2010
221,4665,2500,2010
8,4666,96,2010
21,4667,4304,2010
2,4668,457,2010
2,4668,1627,2010
536,4668,3904,2010
494,4669,215,2010
1,4669,215,2010
494,4669,3496,2010
5,4669,3496,2010
5,4669,3749,2010
16,4670,299,2010
17,4670,3720,2010
16,4670,4451,2010
16,4670,4849,2010
9,4671,1556,2010
9,4671,3131,2010
2,4672,263,2010
252,4672,4221,2010
504,4672,4221,2010
8,4673,1313,2010
495,4673,2085,2010
175,4673,2085,2010
411,4674,1597,2010
509,4674,1597,2010
504,4674,1597,2010
411,4674,1665,2010
504,4674,1665,2010
1,4675,1133,2010
540,4675,1133,2010
13,4675,1938,2010
339,4675,3324,2010
578,4676,3804,2010
578,4676,5266,2010
17,4677,1251,2010
494,4677,1251,2010
17,4677,3522,2010
4,4678,2120,2010
494,4678,2120,2010
16,4678,3638,2010
494,4678,3638,2010
686,4679,207,2010
686,4679,4245,2010
686,4679,4548,2010
686,4679,4619,2010
2,4680,1503,2010
494,4680,1503,2010
494,4680,1679,2010
3,4680,1679,2010
504,4680,1679,2010
411,4680,4615,2010
504,4680,4615,2010
4,4681,5568,2010
494,4681,8600,2010
521,4681,8600,2010
504,4681,8600,2010
169,4681,8600,2010
494,4682,3020,2010
83,4682,3020,2010
509,4682,3124,2010
494,4682,3124,2010
514,4682,3124,2010
504,4682,3124,2010
495,4682,3124,2010
8,4682,3124,2010
34,4683,816,2002
12,4683,5888,2002
2,4684,98,2002
504,4684,98,2002
494,4684,98,2002
59,4684,1707,2002
509,4684,1707,2002
263,4684,4991,2002
504,4684,4991,2002
102,4684,5317,2002
86,4685,2485,2002
65,4685,5671,2002
617,4686,1615,2002
79,4686,2738,2002
494,4686,3994,2002
73,4686,3994,2002
5,4687,4434,2002
13,4687,5204,2002
4,4688,778,2002
85,4689,4660,2002
669,4689,5518,2002
242,4690,3498,2002
198,4690,5029,2002
25,4691,2379,2002
253,4691,2379,2002
253,4691,5634,2002
13,4692,2753,2002
264,4693,877,2002
247,4693,877,2002
247,4693,1811,2002
578,4693,1811,2002
494,4694,353,2002
504,4694,353,2002
3,4694,353,2002
3,4694,5747,2002
494,4694,5747,2002
24,4695,2228,2002
43,4695,5793,2002
4,4696,1983,2002
255,4696,4596,2002
16,4697,1324,2002
38,4697,1359,2002
21,4698,1102,2002
163,4698,2424,2002
53,4698,2424,2002
494,4698,2424,2002
21,4698,3528,2002
18,4698,5243,2002
617,4699,1398,2002
169,4700,3352,2002
504,4700,3352,2002
188,4700,3352,2002
586,4700,6002,2002
700,4701,3289,2002
40,4701,7445,2002
344,4702,2154,2002
504,4702,2154,2002
11,4703,1175,2002
4,4703,4311,2002
355,4704,2112,2002
267,4704,3109,2002
355,4704,3142,2002
500,4704,3142,2002
345,4704,3303,2002
10,4705,1446,2002
675,4705,1530,2002
494,4705,2530,2002
10,4705,2530,2002
80,4706,636,2002
88,4706,4868,2002
87,4706,4878,2002
65,4707,1041,2002
664,4707,3271,2002
18,4707,5243,2002
1,4708,2940,2002
11,4708,4422,2002
617,4709,641,2002
213,4710,1116,2002
215,4710,5922,2002
44,4711,5999,2002
9,4712,3443,2002
494,4712,3443,2002
10,4712,3689,2002
65,4713,1258,2002
617,4714,3636,2002
68,4715,3566,2002
11,4716,804,2002
249,4717,675,2002
504,4717,675,2002
504,4717,1576,2002
253,4717,1576,2002
494,4718,1180,2002
9,4718,1180,2002
9,4718,1399,2002
494,4718,1399,2002
16,4719,607,2002
8,4719,2520,2002
4,4720,882,2002
29,4720,1135,2002
4,4720,7411,2002
20,4721,944,2002
5,4721,2866,2002
1,4721,5328,2002
29,4722,2517,2002
5,4723,1794,2002
494,4723,1794,2002
11,4723,2420,2002
494,4723,5249,2002
11,4723,5249,2002
44,4724,740,2002
578,4725,2061,2002
578,4725,2101,2002
696,4725,5203,2002
36,4725,5203,2002
8,4726,587,2002
359,4726,1654,2002
8,4727,4224,2002
8,4728,1802,2002
504,4728,3067,2002
8,4728,3067,2002
8,4728,6079,2002
169,4729,2231,2002
6,4729,5437,2002
578,4730,1545,2002
53,4730,1609,2002
689,4730,1632,2002
1,4730,3037,2002
2,4730,3996,2002
494,4731,325,2003
617,4731,325,2003
3,4731,325,2003
494,4731,3090,2003
6,4731,3090,2003
3,4731,4493,2003
8,4732,955,2003
8,4732,1781,2003
494,4732,1781,2003
494,4732,5715,2003
24,4732,5715,2003
13,4732,5783,2003
494,4732,5783,2003
172,4733,2568,2003
504,4733,2568,2003
494,4733,5051,2003
5,4733,5051,2003
338,4734,1711,2003
170,4734,1711,2003
504,4734,1711,2003
514,4734,2832,2003
338,4734,2832,2003
509,4734,2832,2003
504,4734,2832,2003
252,4734,3055,2003
504,4734,3055,2003
504,4734,3306,2003
338,4734,3306,2003
2,4735,97,2003
319,4735,2556,2003
20,4736,5878,2003
217,4737,429,2003
706,4737,2187,2003
494,4738,1620,2003
25,4738,1620,2003
59,4738,2444,2003
494,4738,2444,2003
59,4739,354,2003
109,4739,3101,2003
59,4739,4594,2003
31,4740,5897,2003
5,4753,2278,2003
222,4754,2229,2003
347,4754,4387,2003
215,4754,4387,2003
494,4755,1922,2003
2,4755,1922,2003
494,4755,5688,2003
3,4755,5688,2003
215,4756,1138,2003
494,4756,4406,2003
215,4756,4406,2003
38,4757,891,2003
262,4757,891,2003
617,4758,293,2003
617,4758,2789,2003
361,4758,5895,2003
52,4759,2253,2003
12,4759,6054,2003
12,4760,2419,2003
76,4760,3645,2003
76,4760,4682,2003
6,4761,4510,2003
494,4761,4510,2003
247,4762,3839,2003
504,4762,3839,2003
527,4762,3839,2003
504,4762,5647,2003
247,4762,5647,2003
9,4763,454,2003
335,4763,5624,2003
175,4764,1247,2003
19,4764,3120,2003
494,4765,2447,2003
20,4765,2447,2003
65,4765,5886,2003
223,4766,1,2003
12,4766,2419,2003
5,4767,386,2003
5,4768,2949,2003
504,4769,94,2003
252,4769,94,2003
477,4769,3083,2003
170,4770,4306,2003
524,4770,4306,2003
170,4770,5550,2003
513,4770,5550,2003
4,4771,470,2003
10,4771,3562,2003
2,4772,3108,2003
2,4773,625,2003
83,4773,3378,2003
2,4774,9,2003
494,4774,9,2003
705,4775,226,2003
12,4775,7514,2003
534,4776,830,2003
9,4776,830,2003
494,4776,830,2003
112,4776,3021,2003
8,4776,3021,2003
30,4777,3319,2003
30,4777,4452,2003
494,4777,4452,2003
249,4778,2572,2003
1,4778,2572,2003
247,4778,2572,2003
36,4779,932,2003
617,4779,5863,2003
255,4780,1531,2003
2,4781,1484,2003
494,4781,1484,2003
2,4781,7032,2003
494,4781,7032,2003
1,4782,4479,2003
6,4782,6524,2003
291,4783,3054,2003
16,4783,3568,2003
526,4784,1303,2003
269,4784,1303,2003
697,4784,1303,2003
10,4784,3883,2003
524,4785,2210,2003
1,4785,5684,2003
170,4785,7229,2003
524,4785,7229,2003
6,4786,5038,2003
624,4787,1131,2003
624,4787,1706,2003
477,4788,1470,2003
477,4788,1725,2003
8,4789,913,2003
8,4789,5758,2003
494,4789,5758,2003
45,4790,801,2003
25,4790,927,2003
581,4790,3573,2003
14,4791,1373,2003
14,4791,6253,2003
51,4792,273,2003
494,4792,273,2003
516,4792,2328,2003
494,4792,2937,2003
16,4792,2937,2003
617,4792,6813,2003
494,4792,6813,2003
101,4792,6813,2003
617,4793,749,2003
688,4794,622,2003
65,4794,1041,2003
18,4794,2653,2003
79,4794,3716,2003
3,4795,5688,2003
494,4795,5688,2003
6,4796,5410,2004
44,4797,5563,2004
9,4798,605,2004
11,4798,5252,2004
160,4799,1695,2004
43,4800,1186,2004
494,4800,1186,2004
704,4800,3895,2004
496,4801,3550,2004
504,4801,3550,2004
273,4801,3550,2004
3,4801,3553,2004
494,4801,3553,2004
504,4801,3553,2004
13,4801,4357,2004
504,4801,4357,2004
504,4802,3556,2004
3,4802,3556,2004
9,4802,5608,2004
494,4802,5608,2004
283,4803,371,2004
23,4803,3874,2004
337,4804,4069,2004
337,4804,5787,2004
578,4805,526,2004
10,4806,1578,2004
494,4806,1578,2004
1,4807,2572,2004
247,4807,2572,2004
249,4807,2572,2004
