NberID,WPDate,Title,Abstract,Note
w3751,1991-06-01,An Indicator of Future Inflation Extracted from the Steepness of the Interest Rate Yield Curve Along Its Entire Length,"It is often suggested that the slope of the term structure of interest rates contains information about the expected future path of inflation. Mishkin (1990) has recently shown that the spread between the 12-month and 3-month interest rates helps to predict the difference between the 12-month and 3-month inflation rates. His approach however, lacks a theoretical foundation, other than the (rejected) hypothesis that the real interest rate is constant. This paper applies a simple existing theoretical framework, which allows the real interest rate to vary in the short run but converge to a constant in the long run, to the problem of predicting the inflation spread. It is shown that the appropriate indicator of expected inflation can make use of the entire length of the yield curve, in particular by estimating the steepness of a specific nonlinear transformation of the curve, rather than being restricted to a spread between two points. The resulting indicator, besides having a firmer theoretical foundation does a relatively good job of predicting the inflation rate over the period 1960 to 1988.",
w3753,1991-06-01,"The Timing of Intergenerational Transfers, Tax Policy, and Aggregate Savings","We analyze the interest rate and savings effects of fiscal policy in an overlapping generations framework that accommodates two observations: (1) The interest rate on consumption loans exceeds the rate of return to household savings. (2) Private intergenerational transfers are widespread and primarily occur early in the lifecycle of recipients. The wedge between borrowing and lending rates in our model arises from the asymmetric tax treatment of interest income and interest payments. Intergenerational transfers are altruistically motivated. Under the assumption that altruistic transfers occur in at least some family lines and other plausible conditions, we prove the invariance of capital's steady-state marginal product to government expenditures, government debt, the labor income tax schedule, and the tax rate on capital income. In contrast, we find that the tax treatment of interest payments has powerful effects on capitals' marginal product and aggregate savings in life-cycle and, especially, altruistic linkage models. Our theoretical analysis also generates new testable implications for empirical work on how tax policy effects aggregate savings and on the connection between the age distribution of resources and the age distribution of consumption. Simulations of our model suggest that the 1986 Tax Reform Act's elimination of interest deductibility on consumer loan repayments will significantly increase per capita savings.",
w3764,1991-07-01,Learning and Wage Dynamics,"We develop a dynamic model of learning and wage determination: education may convey initial information about ability, but subsequent performance observations also are informative. Although the role of schooling in the labor market's inference process declines as performance observations accumulate, the estimated effect of schooling on the level of wages is independent of labor-market experience. In addition: time-invariant variables correlated with ability but unobserved by employers are increasingly correlated with wages as experience increases; wage residuals are a martingale; and wage cuts are not rare, even for workers who do not change jobs. We present evidence from the National Longitudinal Survey of Youth that is generally consistent with all four of the model's predictions. We conclude that a blend of the learning model with an on-the-job-training model is more plausible than either model alone.",
w3778,1991-07-01,What Went Wrong? The Erosion of Relative Earnings and Employment Among Young Black Men in the 1980s,"This paper shows a widening in black-white earnings and employment gaps among young men from the mid-1970s through the 1980s that differs among subgroups. Earnings gaps increased most among college graduates and in the midwest while gaps in employment-population rates grew most among high school dropouts. We attribute the differential widening to distinct shifts in demand for subgroups due to changes in industry and regional employment, the falling real minimum wage and deunionisation, the growth of the relative supply of black to white workers that was marked among college graduates, and to increased crime, that was marked among high school dropouts. The differential factors affecting the groups highlights the economic diversity of black Americans.",
w3785,1991-07-01,Competition and Price Dispersion in the U.S. Airline Industry,"This papers analyzes dispersion in the prices that an airline charges to different customers on the same route. Such variation in airlines fares is substantial: the expected absolute difference in fares between two of an airline's passengers on a route averages thirty-six percent of the airline's average ticket price on the route. The pattern of price dispersion that we find does not seem to be explained solely by cost differences. Dispersion is higher on more competitive routes, possibly reflecting a pattern of discrimination against customers who are less willing to switch to alternative flights or airlines. We argue that the data support an explanation based on theories of price discrimination in monopolistically competitive industries.",
w3787,1991-07-01,Growth in Cities,"Recent theories of economic growth, including Romer (1986), Porter (1989) and Jacobs (1969), have stressed the role of technological spillovers in generating growth. Because such knowledge spillovers are particularly effective in cities, where communication between people is more extensive, data on the growth of industries in different cities allows us to test some of these theories. Using a new data set on the growth of large industries in 170 US cities between 1956 and 1987, we find that local competition and urban variety, but not regional specialization, encourage employment growth in industries. The evidence suggests that important knowledge spillovers might be between, rather than within industries, consistent with the theories of Jacobs (1969).",
w3788,1991-07-01,Ethnic Capital and Intergenerational Mobility,"This paper analyzes the extent to which ethnic skill differentials are transmitted across generations. I assume that ethnicity acts as an externality in the human capital accumulation process. The skills of the next generation depend on parental inputs and on the quality of the ethnic environment in which parents make their investments, or ""ethnic capital"". The empirical evidence reveals that the skills of today's generation depend not only on the skills of their parents, but also on the average skills of the ethnic group in the parent's generation.",
w3792,1991-07-01,Optimal Incentive Contracts in the Presence of Career Concerns: Theory and Evidence,"This paper studies career concerns---concerns about the effects of current performance on future compensation---and describes how optimal incentive contracts are affected when career concerns are taken into account. Career concerns arise frequently: they occur whenever the market uses a worker's current output to update its belief about the worker's ability and competition then forces future wages (or wage contracts) to reflect these updated beliefs. Career concerns are stronger when a worker is further from retirement, because a longer prospective career increases the return to changing the market's belief. In the presence of career concerns, the optimal compensation contract optimizes total incentives---the combination of the implicit incentives from career concerns and the explicit incentives from the compensation contract. Thus, the explicit incentives from the optimal compensation contract should be strongest when a worker is close to retirement. We find empirical support for this prediction in the relation between chief-executive compensation and stock-market performance.",
w3808,1991-08-01,The Effects of Product Market Competition on Collective Bargaining Agreements: The Case of Foreign Competition in Canada,"In this paper we study the connections between product market conditions, negotiated wage settlements, and union employment in the presence of foreign competition shocks. We exploit the fact that in a small open economy such as Canada the price of imports and exports should represent pure demand shocks. We specify wage and employment determination equations for a sample of collective bargaining agreements from 1965 to 1983. Our estimation strategy consists of specifying the wage as a function of firm-specific value added per worker instrumented with the price of imports and the price of exports in the industry. The OLS specification is rejected in favor of the instrumental variables specification using standard specification tests. The instrumental variables estimates imply that a 1% change in value-added per worker increases the negotiated wage settlements by 0.25%. Similarly, we specify union employment as a function of firm-specific sales instrumented by the price of imports and exports in the industry. The instrumental variables estimates are imprecise and the specification test fails to reject the OLS specification. The OLS estimates imply that a 1% change in firm-specific sales increases employment by 0.19%. We use our estimates to trace the effects of foreign competition on the industry and firm-level sales and value-added measures.",
w3814,1991-08-01,"Entry, Dumping, and Shakeout","This paper investigates the relationship between entry, demand, and dumping in the context of a two country Ricardian model of international trade. Dumping---the export of goods at a price below average cost---can arise in the free trade equilibrium if the two countries differ in their initial stock of technological knowledge. As in Jovanovic (1982), I assume that firms in one of the two countries can only acquire knowledge about the technology for producing one of the goods by actually producing that good. Because all firms are ex ante identical in one of the countries, and ex post efficient firms earn positive rents in equilibrium, competition for these rents can result in entry to the point that the equilibrium price is driven below average cost. If world demand is high enough, entry among ex ante identical firms can push down the world price below the opportunity cost of production of new entrants in one country, and that country can in fact initially export the dumped good in equilibrium. Interestingly, and in contrast to models of dumping in cyclical downturns, dumping will not occur with endogenous entry if world demand is too low. Despite the fact that high world demand induces so much entry that price is driven below opportunity cost, welfare in both the dumping (exporting) country and the importing country improve in the free trade dumping equilibrium relative to autarky.",
w3817,1991-08-01,The Great Compression: The Wage Structure in the United States at Mid-Century,"The structure of wages narrowed considerably during the 1940's, increased slightly during the 1950's and 1960's, and then expanded greatly after 1970. The era of wage stretching of the past two decades has been a current focus, but we return attention here to the decade that was witness to an extraordinary compression in the wage structure. Wages narrowed by education, job experience, region, and occupation, and compression occurred within these cells as well. For white men, the 90--10 differential in the log of wages was 1.414 in 1940 but 1.060 in 1950. By 1985 it has risen back to its 1940 level. Thus the recent widening of the wage structure has returned to it a dispersion characteristic of fifty years ago. We explore various explanations for the rapid compression in the wage structure during the 1940's and for its maintenance during the subsequent decade or more. We first assess the hypothesis that the Great Depression left the wage structure in 1939 more unequal than in the late 1920's, but we find evidence to the contrary. World War II and the National War Labor Board share some of the credit for the Great Compression. But much belongs to a rapid increase in the demand for unskilled labor at a time when educated labor was greatly increasing in number. These same factors caused the wage structure to remain compressed until its expansion during the past two decades.",
w3822,1991-08-01,Optimal Law Enforcement with Self-Reporting of Behavior,"Self-reporting---the reporting by parties of their own behavior to an enforcement authority---is a commonly observed aspect of law enforcement, as in the context of environmental and safety regulation. We add self-reporting to the model of the control of harmful externalities through probabilistic law enforcement. Optimal self-reporting schemes are characterized and are shown to offer two advantages over schemes without self-reporting: enforcement resources are saved because individuals who are led to report harmful acts need not be identified; risk is reduced because individuals bear certain sanctions when they report their behavior, rather than face uncertain sanctions.",
w3834,1991-09-01,"Risk-Sharing, Altruism, and the Factor Structure of Consumption","We consider four models of consumption that differ with respect to efficient risk-sharing and altruism. They range from complete markets with altruism to family risk-sharing. We use a matched sample of parents and independent children available from the Panel Study of Income Dynamics to discriminate between the four models. Our testing procedure is designed to deal with the set of observed independent children being endogenously selected. The combined hypothesis of complete markets and altruism can be decisively rejected, while we fail to reject altruism and hence family risk-sharing for a subset of families.",
w3851,1991-09-01,Factor Shares and Savings in Endogenous Growth,"This paper studies the distributive effects of growth when different agents' income is drawn from accumulated and non-accumulated factors of production in different proportions, notes that political interactions may contribute to determine factor shares and growth when income sources are heterogeneous, and suggests that distributional issues should be taken into account both when formulating growth-oriented policy prescriptions and when interpreting the wide dispersion of growth rates across economies and over time.",
w3854,1991-09-01,"Changes in the Cyclical Sensitivity of Wages in the United States, 1891--1987","The conventional wisdom that nominal wages became less sensitive to the business cycle and more autocorrelated after World War II is reexamined here by considering whether these properties are artefacts of the methods used to construct prewar wage series. A replication based on these methods is more cyclically sensitive and exhibits less autocorrelation than the postwar data. Aggregation using variable instead of fixed employment weights also greatly exaggerates the cyclicality of prewar wages. These biases imply that wages are just as sensitive to the cycle today as 100 years ago, perhaps even more so.",
w3858,1991-10-01,"How Computers Have Changed the Wage Structure: Evidence from Microdata, 1984--1989","This paper examines whether employees who use a computer at work earn a higher wage rate than otherwise similar workers who do not use a computer at work. The analysis primarily relies on data from the Current Population Survey and the High School and Beyond Survey. A variety of statistical models are estimated to try to correct for unobserved variables that might be correlated with both job-related computer use and earnings. The estimates suggest that workers who use computers on their job earn roughly a 10 to 15 percent higher wage rate. In addition, the estimates suggest that the expansion in computer use in the 1980s can account for between one-third and one-half of the observed increase in the rate of return to education. Finally, occupations that experienced greater growth in computer use between 1984 and 1989 also experienced above average wage growth.",
w3886,1991-10-01,Leapfrogging: A Theory of Cycles in National Technological Leadership,"Much recent work has suggested that endogenous technological change tends to reinforce the position of the leading nations. Yet from time to time this leadership role shifts. We suggest a mechanism that explains this pattern of ""leapfrogging"" as a response to occasional major changes in technology. When such a change occurs, leading nations may have no incentive to adopt the new ideas; given their extensive experience with older technologies, the new ideas do not initially seem to be an improvement. Lagging nations, however, have less experience; the new techniques offer them an opportunity to use their lower wages, to break into the market. If the new techniques eventually prove to be more productive than the old, there is a reversal of leadership.",
w3892,1991-11-01,"Monetary Policy, Business Cycles and the Behavior of Small Manufacturing Firms","We present evidence on the cyclical behavior of small versus large manufacturing firms, and on the response of the two classes of firms to monetary policy. Our goal is to take a step toward quantifying the role of credit market imperfections in the business cycle and in the monetary transmission mechanism. We find that, following tight money, small firms sales decline at a faster pace than large firm sales for a period of more than two years. Further, bank lending to small firms contracts, while it actually rises for large firms. Monetary policy indicators tied to the performance of banking, such as M2, have relatively greater predictive power for small firms than for large. Finally, small firms are more sensitive than are large to lagged movements in GNP. Considering that small firms overall are a non-trivial component of the economy, we interpret these results as suggestive of the macroeconomic relevance of credit market imperfections.",
w3906,1991-11-01,A Theory of Debt Based on the Inalienability of Human Capital,"Consider an entrepreneur who needs to raise funds from an investor, but cannot commit not to withdraw his human capital from the project. The possibility of a default or quit puts an upper bound on the total future indebtedness from the entrepreneur to the investor at any date. We characterize the optimal repayment path and show how it is affected both by the maturity structure of the project return stream and by the durability and specificity of project assets. Our results are consistent with the conventional wisdom about what determines the maturity structure of (long-term) debt contracts.",
w3912,1991-11-01,Estimating the Effect of Training on Employment and Unemployment Durations: Evidence From Experimental Data,"Using data from a social experiment, we estimate the impact of training on the duration of employment and unemployment spells for AFDC recipients. Although an experimental design eliminates the need to construct a comparison group for this analysis, simple comparisons between the average durations or the transition rates of treatments' and controls' employment and unemployment spells lead to biased estimates of the effects of training. We present and implement several econometric approaches that demonstrate the importance of and correct for these biases. For the training program studied in the paper, we find that it raised employment rates because employment durations increased. In contrast, training did not lead to shorter unemployment spells.",
w3922,1991-12-01,The Cleansing Effect of Recessions,"This paper investigates the response of industries to cyclical variations in demand in the context of a vintage model of ""creative destruction"". Due to process and product innovation, production units that embody the newest techniques are continuously being created, and outdated units are being destroyed. We investigate the extent to which changes in demand are accommodated on the creation or destruction margins. Although outdated production units are the most likely to turn unprofitable and be scrapped in a recession, they can be ""insulated"" from the fall in demand if it is accompanied by a reduction in the creation rate. The model's implications are broadly consistent with observed variations in manufacturing gross job flows. The calibrated model matches the relative volatilities of job creation and destruction, and their asymmetries over the cycle.",
w3927,1991-12-01,"Changes in Relative Wages, 1963--1987: Supply and Demand Factors","A simple supply and demand framework is used to analyze changes in the US wage structure from 1963 to 1987. Rapid secular growth in the demand for more-educated workers, ""more-skilled"" workers, and females appears to be the driving force behind observed changes in the wage structure. Measured changes in the allocation of labor between industries and occupations strongly favored college graduates and females throughout the period. Movements in the college wage premium over this period appear to be strongly related to fluctuations in the rate of growth of the supply of college graduates.",
w3936,1991-12-01,Openness and Inflation: Theory and Evidence,"This paper points out and tests a straight forward but previously unnoticed prediction of models in which the absence of precommitment in monetary policy leads to excessive inflation. Because unanticipated monetary expansion leads to real exchange rate depreciation, and because the harms of real depreciation are greater in more open economies, the benefits of surprise expansion are decreasing in the degree of openness. Thus, under discretionary policy-making, money growth and inflation will be lower in more open economies. After presenting a simple theoretical model demonstrating this prediction of the theory, the paper examines the link between openness and inflation using cross-country data. The data reveal a strong negative link between openness and inflation.",
w3942,1991-12-01,Anatomy of Financial Distress: An Examination of Junk-Bond Issuers,"This paper examines the events following the onset of financial distress for 102 public junk bond issuers. We find that out-of-court debt relief mainly comes from junk bondholders; banks almost never forgive principal, though they do defer payments and waive debt covenants. Asset sales are an important means of avoiding Chapter 11 reorganization; however, they may be limited by industry factors. If a company simply restructures its bank debt, but either does not restructure its public debt or does not sell major assets or merge, the company goes bankrupt. The structure of a company's liabilities affects the likelihood that it goes bankrupt; companies whose bank and private debt are secured as well as companies with complex public debt structures are more prone to go bankrupt. Finally, there is no evidence that more profitable distressed companies are more successful in dealing with financial distress; they are not less likely to go bankrupt, sell assets, or reduce capital expenditures.",
w3971,1992-01-01,Growth Accounting When Technical Change is Embodied in Capital,"Many technological innovations are introduced through improvements in the design of new investment goods, thus raising the possibility that capital-embodied technical change may be a significant source of total factor productivity growth. There are, however, no systematic estimates of the size of the embodiment effect. This paper attempts to fill this gap by merging the estimates of quality change obtained from the price literature on quality change with a version of the conventional sources of growth model which allows for both embodied and disembodied technical change. This resulting estimates suggest that as much as 20 percent of the total factor productivity in growth US manufacturing industry over the period 1949--83 is due to the embodiment effect. It is also found that for the equipment used in US manufacturing, best practice technology may be as much as 23 percent above the average level of technical efficiency.",
w3977,1992-01-01,The Dynamics of Productivity in the Telecommunications Equipment Industry,"Technological change and deregulation have caused a major restructuring of the telecommunications equipment industry over the last two decades. We estimate the parameters of a production function for the equipment industry and then use those estimates to analyze the evolution of plant level productivity over this period. The restructuring involved significant entry and exit and large changes in the sizes of incumbents. Since firms' choices on whether to liquidate and on the quantities of inputs demanded should they continue depend on their productivity, we use an equilibrium model to suggest an estimation algorithm that takes into account the relationship between productivity on the one hand, and both input demand and survival on the other. A fully parametric version of the estimation algorithm would be both computationally burdensome and require a host of auxiliary assumptions. So we develop a semi parametric technique which is both consistent with a quite general version of the theoretical framework and easy to use. The algorithm produces markedly different estimates of both production function parameters and of productivity movements than traditional estimation procedures. We find an increase in the rate of industry productivity growth after deregulation. This in spite of the fact there was no increase in the average of the plants' rates of productivity growth, and there was actually a fall in our index of the efficiency of the allocation of variable factors conditional on the existing distribution of fixed factors. Deregulation was, however, followed by a reallocation of capital towards more productive establishments (by a down sizing, often shutdown, of unproductive plants and by disproportionate growth of productive establishments) which more than offset the other factors' negative impacts on aggregate productivity.",
w3980,1992-01-01,Sectoral Shifts and Unemployment in Interwar Britain,"This paper measures the importance of sectoral shifts, as against aggregate shocks and changes in search intensity, in explaining the persistent high unemployment that prevailed in interwar Britain. It develops a new measure of sectoral shifts that captures the arrival of information about reallocation shocks by using the cross-section variation in sectoral stock market excess returns over time. The cross-section variation series accounts for roughly one-quarter of the average level of aggregate unemployment during the interwar period, even after controlling for a variety of shocks to aggregate demand, and for roughly one-half of the variation in unemployment, suggesting an important role for sectoral shifts.",Excluded. Linked to 7649 on NBER.org. NBER paper by Brainard; QJE paper by Brainard and Cutler and linked to w3491 (by same authors and with same title).
w3981,1992-01-01,State Infrastructure and Productive Performance,"The impact of public infrastructure investment on the productive performance of firms has been an important focus of the recent literature on productivity growth. The size of this impact has important implications for policymakers' decisions to invest in public capital, and productivity analysts' evaluation of productivity growth fluctuations and declines. However, detailed evaluation of the infrastructure impact is difficult using existing studies which rely on restricted models of firms' technology and behavior. In this paper we construct a more complete production theory model of firms' production and input decisions. We then apply our framework to state-level data on the output production and input (capital, nonproduction and production labor and energy) use of manufacturing firms to evaluate the contribution of infrastructure to firms' costs and productivity growth. We find that infrastructure investment does provide a significant direct benefit to manufacturing firms and thus augments productivity growth. We also show, however, that this evidence should be interpreted taking into account the social cost of such capital (which is not reflected in firms' costs), and the indirect impact resulting from scale effects.",
w3986,1992-02-01,Transitional Dynamics in Two-Sector Models of Endogenous Growth,"The steady state and transitional dynamics of two-sector models of endogenous growth are analyzed in this paper. We describe necessary conditions for endogenous growth. The conditions allow us to reduce the dynamics of the solution to a system with one state-like and two control-like variables. We analyze the determinants of the long run growth rate. We use the Time-Elimination Method to analyze the transitional dynamics of the models. We find that there are transitions in real time if the point-in-time production possibility frontier is strictly concave, which occurs, for example, if the two production functions are different or if there are decreasing point-in-time returns in any of the sectors. We also show that if the models have a transition in real time, the models are globally saddle path stable. We find that the wealth or consumption smoothing effect tends to dominate the substitution or real wage effect so that the transition from relatively low levels of physical capital is carried over through high work effort rather than high savings. We develop some empirical implications. We show that the models predict conditional convergence in that, in a cross section, the growth rate is predicted to be negatively related to initial income but only after some measure of human capital is held constant. Thus, the models are consistent with existing empirical cross country evidence.",
w3989,1992-02-01,Intertemporal Asset Pricing without Consumption Data,"This paper proposes a new way to generalize the insights of static asset pricing theory to a multi-period setting. The paper uses a loglinear approximation to the budget constraint to substitute out consumption from a standard intertemporal asset pricing model. In a homoskedastic lognormal selling, the consumption-wealth ratio is shown to depend on the elasticity of intertemporal substitution in consumption, while asset risk premia are determined by the coefficient of relative risk aversion. Risk premia are related to the covariances of asset returns with the market return and with news about the discounted value of all future market returns.",
w3993,1992-02-01,Geographic Localization of Knowledge Spillovers as Evidenced by Patent Citations,"We compare the geographic location of patent citations to those of the cited patents, as evidence of the extent to which knowledge spillovers are geographically localized. We find that citations to US patents are more likely to come from the US, and more likely to come from the same state and SMSA as the cited patents than one would expect based only on the preexisting concentration of related research activity. These effects are particularly significant at the local (SMSA) level, and are particularly apparent in early citations.",
w3995,1992-02-01,Why Does the Stock Market Fluctuate?,"Large long-run swings in the United States stock market over the past century correspond to swings in estimates of fundamental values calculated by using a long moving average of past dividend growth to forecast future growth rates. Such a procedure would have been reasonable if investors were uncertain of the structure of the economy, and had to make forecasts of unknown and possibly-changing long-run dividend growth rates. The parameters of the stochastic process followed by dividends over the twentieth century cannot be precisely estimated even today at the century's end. Investors in the past had even less information about the dividend process. In such a context, it is difficult to see how investors can be faulted for implicitly forecasting future dividends by extrapolating past dividend growth.",
w4005,1992-03-01,Business Cycle Durations and Postwar Stabilization of the U.S. Economy,"The average length of business cycle contractions in the United States fell from 20.5 months in the prewar period to 10.7 months in the postwar period. Similarly, the average length of business cycle expansions rose from 25.3 months in the prewar period to 49.9 months in the postwar period. This paper investigates three explanations for this apparent duration stabilization. The first explanation is that shocks to the economy have been smaller in the postwar period. This implies that duration stabilization should be present in both aggregate and sectoral output data. The second explanation is that the composition of output has shifted from sectors that are very cyclical, like manufacturing, to sectors that are less cyclical, like services. This would lead to increased stability in aggregate output even in the absence of increased stability in the individual sectors. The third explanation is that the apparent stabilization is largely spurious, and is caused by differences in the way that prewar and postwar business cycle reference dates were chosen by the NBER. The evidence presented in this paper favors this third explanation.",
w4013,1992-03-01,Detection of Bid Rigging in Procurement Auctions,"This paper examines bidding in auctions for state highway construction contracts on Long Island in the early 1980s, in order to determine whether bid rigging occurred. Detection of collusion is possible because of limited participation in the collusive scheme. The paper looks at differences in behavior between ring members and non-members. In these auctions, collusion did not take the form of a bid rotation scheme, in which only one ring member submits a bid. Instead, several ring members bid on most jobs. The apparent role of ring meetings prior to the auction was to designate a serious bidder, and its bid, and the other firms then frequently submitted phoney higher bids. The bidding data indicate that the bids of non-cartel firms, as well as their rank distribution, were related to cost measures, such as how much backlog a firm was carrying. In contrast, the rank distribution of higher cartel bids was unrelated to similar cost measures, and differed from the distribution of the low cartel bid.",
w4015,1992-03-01,Monetary Policy and Credit Conditions: Evidence from the Composition of External Finance,"In this paper we use the relative movements in bank loans and commercial paper to provide evidence on the existence of a loan supply channel of monetary policy transmission. A first necessary condition for monetary policy to work through a lending channel is that banks must view loans and securities as imperfect substitutes, so that monetary tightening does affect the availability of bank loans. We find that tighter monetary policy leads to a shift in firms' mix of external financing---commercial paper issuance rises while bank loans fall, suggesting that loan supply has indeed been reduced. Furthermore, these shifts in the financing mix seem to affect investment (even controlling for interest rates). This implies that bank and non-bank sources of finance are also not perfect substitutes for businesses. We also argue that this view of the transmission mechanism can help explain why interest rate spreads involving commercial paper rates have had considerable predictive power for many measures of economic activity.",
w4021,1992-03-01,The Effects of Tax-Based Saving Incentives on Government Revenue and National Saving,"This paper shows that previous analyses of IRA-type plans have miscalculated their effect on tax revenue and therefore on national saving by ignoring their impact on corporate tax payments. Recognizing the important effect of IRA plans on corporate tax revenue changes previous conclusions about the revenue effects of IRA plans in fundamental ways. The revenue loss associated with IRAs is either much smaller than has generally been estimated or is actually a revenue gain, depending on the time horizon and key parameter values. In addition to analyzing the effects of traditional tax-deductible IRA plans, the paper presents an alternative nontaxable IRA (in which contributions are not deductible and no subsequent tax is levied on earnings or withdrawals) and shows that, for the most plausible parameter values, the net revenue effect is positive in every year. Although each individual participant eventually withdraws all of his own contributions and accumulated earnings from his IRA account, the net impact on the national capital stock of that individual's participation remains positive even after his death because of the favorable cumulative effects on tax revenue. This is true for traditional deductible IRA plans as well as for the nontaxable IRAs.",
w4025,1992-03-01,A Cross-Sectional Test of a Production-Based Asset Pricing Model,"This paper tests a factor pricing model for stock returns. The factors are returns on physical investment, inferred from investment data via a production function. The tests examine the model's ability to explain the variation in expected returns across assets and over time. The model is not rejected. It performs about as well as the CAPM and the Chen, Roll and Ross factor model, and it performs substantially better than a simple consumption-based model. In comparison tests, the investment return factors drive out all the other models. The paper also provides an easy technique for estimating and testing dynamic, conditional asset pricing models. All one has to do is include factors and returns scaled by instruments in an unconditional estimate. This procedure imposes none of the usual restrictions on conditional moments, and does not require prewhitened or orthogonalized factors.",
w4032,1992-03-01,College Scholarship Rules and Private Saving,"This paper examines the effect of existing college scholarship rules on the incentive to save. The analysis shows that families that are eligible for college scholarships face ""education tax rates"" on capital income of between 22 percent and 47 percent in addition to regular slate and federal income taxes. The scholarship rules also impose an annual tax on previously accumulated assets. Through the combination of the implied tax on capital income and the associated tax on previously accumulated assets, the scholarship rules that apply to a middle-income family reduce the value of an extra dollar of accumulated assets by 30 cents in four years. A similar family with two children who attend college in succession will see an initial dollar of assets reduced to 50 cents. Such capital levies of 30 to 50 percent are a strong incentive not to save for college expenses but to rely instead on financial assistance and even on regular market borrowing. Moreover, since any foods saved for retirement are also subject to these education capital levies, the scholarship rules discourage retirement saving as well as saving for education. The empirical analysis developed here, based on the 1986 Survey of Consumer Finances, implies that these incentives do have a powerful effect on the actual accumulation of financial assets. More specifically, the estimated parameter values imply that the scholarship rules induce a typical household with a head aged 45 years old, with two precollege children, and with income of $40,000 a year to reduce accumulated financial assets by $23.124, approximately 50 percent of what would have been accumulated without the adverse effect of the scholarship rules.",
w4041,1992-03-01,"Incumbent Behavior: Vote Seeking, Tax Setting and Yardstick Competition","This paper presents a theoretical and empirical investigation of tax competition when voters use the tax policy of neighboring jurisdictions as information to evaluate the performance of their incumbent politicians. We show that this has implications both for voter tolerance of high taxes and for the process of tax setting itself. Our empirical results, which use two different tax data sets, confirm the importance of neighbors' taxes both on the probability of incumbent reelection and on tax setting behavior.",
w4063,1992-05-01,Taxation and the Structure of Labor Markets: The Case of Corporatism,"We propose an explanation for the wide variation in rates of taxation across developed economies, based on differences in labor market institutions. In ""corporatist"" economies, which feature centralized labor markets, taxes on labor input will be less distortionary than when labor supply is determined individually. Since the level of labor supply is set by a small group of decision-makers, these individuals will recognize the linkage between the taxes that workers pay and the benefits that they receive. Labor tax burdens are indeed higher in more corporatist nations, and non-labor taxes are lower, which is consistent with this theory. There is also some evidence that the distortionary effects of labor taxes are lower in more corporatist economies.",
w4065,1992-05-01,Top Executive Rewards and Firm Performance: A Comparison of Japan and the U.S.,"This paper compares CEO and top management turnover and its relation to firm performance in the largest companies (by sales) in Japan and the US. Japanese top managers are older and have shorter tenures as top managers than their US counterparts. Overall, however, turnover-performance relations are economically and statistically similar: turnover is negatively related to stock, sales, and earnings performance in both countries. Turnover in Japan is particularly sensitive to low earnings. Evidence on executive compensation confirms that Japanese executives own less stock and receive lower cash compensation than US executives. Cash compensation performance relations, nevertheless, are also similar in magnitude to those found in previous work for US executives.",
w4081,1992-05-01,"Innovation, Imitation, and Intellectual Property Rights","The debate between the North and the South about the enforcement of intellectual property rights in the South is examined within a dynamic general equilibrium framework in which the North innovates new products and the South imitates them. A welfare evaluation of a policy of tighter intellectual property rights is provided by decomposing a region's welfare change into four components: terms of trade, production composition, available product choice and intertemporal allocation of consumption spending. The paper provides a theoretical evaluation of each one of these components and their relative size. The analysis proceeds in stages. It begins with an exogenous rate of innovation in order to focus on the first two components. The last two components are added by endogenizing the rate of innovation. Finally, the paper considers the role of foreign direct investment.",
w4090,1992-06-01,Microeconomic Adjustment Hazards and Aggregate Dynamics,"The basic premise of this paper is that understanding aggregate dynamics requires considering that agents are heterogeneous and that they do not adjust continuously to the shocks they perceive. We provide a general characterization of lumpy behavior at the microeconomic level in terms of an adjustment hazard function, that relates the probability that a unit adjusts to the deviation of its state variable from what would be its optimal level if frictions were momentarily removed. We argue that adjustment hazards that are eventually increasing with respect to the magnitude of this deviation are likely to be realistic. This allows for testable restrictions and a simple comparison with the partial adjustment model, which corresponds to the constant hazard case. We show how non-constant hazards---in particular, increasing hazards---generate non-linearities and history dependence in aggregate equations. We present an example based on US Manufacturing employment and job flows, and find that increasing hazard models outperform partial adjustment models in describing aggregate employment dynamics; the improvement is most notorious during deep recessions and brisk expansions.",
w4093,1992-06-01,"Risk-Taking, Global Diversification, and Growth","This paper develops a dynamic continuous-time model in which international risk sharing can yield substantial welfare gains through its positive effect on expected consumption growth. The mechanism linking global diversification to growth is an attendant world portfolio shift from safe, but low-yield, capital into riskier, high-yield capital. The presence of these two types of capital is meant to capture the idea that growth depends on the availability of an ever-increasing array of specialized, hence inherently risky, production inputs. A partial calibration exercise based on Penn World Table consumption data implies steady-state welfare gains from global financial integration that for some regions amount to several times initial wealth.",
